user_id,event_time,event_type,product_id,session_id
1605,2025-05-19 08:35:32,view,28,s003108
2369,2025-09-19 22:09:50,remove_from_cart,296,s003109
2180,2024-12-22 19:45:26,wishlist,325,s003110
2071,2024-05-11 07:25:40,add_to_cart,297,s003111
738,2024-10-13 22:46:12,view,272,s003112
716,2024-06-10 23:06:16,wishlist,339,s003113
392,2025-12-04 22:14:41,view,222,s003114
1887,2025-03-27 21:45:08,wishlist,327,s003115
185,2024-08-30 18:22:03,view,338,s003116
1204,2025-06-20 13:39:14,add_to_cart,3,s003117
1814,2025-01-09 15:05:03,wishlist,243,s003118
2081,2024-01-15 22:49:38,view,190,s003119
1470,2025-03-08 20:35:48,view,136,s003120
1158,2025-12-02 07:19:31,wishlist,325,s003121
1067,2024-02-12 21:58:50,add_to_cart,4,s003122
1999,2024-09-23 20:04:20,remove_from_cart,296,s003123
1641,2024-04-30 08:37:07,wishlist,313,s003124
818,2025-11-19 17:40:04,view,234,s003125
2145,2025-01-12 10:30:54,view,145,s003126
966,2024-01-04 18:59:37,view,118,s003127
2443,2024-10-01 21:41:51,add_to_cart,52,s003128
2054,2024-01-20 21:24:31,purchase,155,s003129
1871,2025-10-08 10:49:28,view,143,s003130
1672,2025-02-06 22:35:21,purchase,377,s003131
844,2025-09-05 11:15:25,view,351,s003132
466,2025-11-13 20:23:37,purchase,49,s003133
567,2024-05-14 14:27:33,view,160,s003134
2010,2025-03-19 12:15:17,purchase,281,s003135
836,2024-05-09 01:54:05,view,89,s003136
2281,2024-06-04 07:17:36,add_to_cart,268,s003137
277,2024-09-03 06:47:08,view,139,s003138
335,2025-09-14 10:16:44,add_to_cart,332,s003139
1284,2025-10-13 13:37:55,purchase,352,s003140
531,2025-03-04 05:47:04,view,97,s003141
1320,2025-02-13 09:49:30,purchase,356,s003142
2085,2025-09-28 05:11:29,add_to_cart,13,s003143
1487,2025-05-19 08:44:18,view,230,s003144
1125,2025-09-20 19:03:11,view,92,s003145
443,2024-05-06 20:18:25,view,323,s003146
2485,2024-04-16 21:30:49,remove_from_cart,321,s003147
2342,2025-08-07 20:49:15,remove_from_cart,236,s003148
2144,2024-01-22 02:56:26,wishlist,332,s003149
987,2024-01-28 10:46:17,view,107,s003150
2385,2025-01-18 21:02:35,view,226,s003151
84,2025-11-15 16:20:24,remove_from_cart,353,s003152
2438,2025-11-02 08:19:17,view,257,s003153
630,2025-07-30 12:08:42,view,231,s003154
1131,2024-08-10 07:56:43,wishlist,317,s003155
1876,2024-07-27 10:20:05,view,307,s003156
2010,2024-09-06 12:40:01,purchase,325,s003157
1767,2024-05-08 20:55:08,view,11,s003158
2120,2025-01-05 19:00:43,add_to_cart,76,s003159
2434,2025-10-04 13:30:46,purchase,242,s003160
570,2024-12-21 10:20:12,view,321,s003161
604,2025-03-06 08:08:32,add_to_cart,77,s003162
1634,2025-12-13 20:20:52,add_to_cart,320,s003163
890,2025-10-18 08:57:09,view,397,s003164
2028,2025-10-31 09:17:04,wishlist,74,s003165
1606,2025-10-25 17:59:41,add_to_cart,30,s003166
1042,2025-01-26 18:17:34,wishlist,388,s003167
684,2024-10-04 19:12:08,view,344,s003168
1234,2024-11-15 23:07:38,add_to_cart,218,s003169
1822,2024-03-24 19:49:32,view,42,s003170
601,2025-01-30 09:59:48,remove_from_cart,57,s003171
732,2024-08-29 10:22:52,view,42,s003172
1830,2024-09-18 02:03:55,view,68,s003173
2114,2024-06-19 18:31:51,view,313,s003174
1042,2025-08-06 18:39:43,wishlist,85,s003175
822,2024-05-14 09:55:51,view,17,s003176
214,2024-10-15 23:53:17,purchase,269,s003177
595,2024-09-12 21:03:25,add_to_cart,376,s003178
2256,2025-10-16 22:31:15,wishlist,127,s003179
1564,2025-10-19 22:22:37,add_to_cart,248,s003180
1993,2025-08-01 21:20:29,purchase,48,s003181
927,2025-10-11 09:13:31,purchase,120,s003182
2416,2025-05-20 16:59:47,add_to_cart,20,s003183
1193,2025-08-22 13:46:18,add_to_cart,346,s003184
1879,2024-03-11 22:10:29,wishlist,195,s003185
2149,2025-01-06 19:02:29,add_to_cart,62,s003186
1642,2025-04-18 03:36:51,add_to_cart,80,s003187
649,2024-08-16 07:29:20,view,82,s003188
1843,2025-01-11 22:09:03,view,367,s003189
94,2025-02-14 10:21:21,remove_from_cart,33,s003190
1863,2025-01-14 14:23:07,view,236,s003191
1715,2024-10-08 21:16:44,add_to_cart,233,s003192
2481,2025-01-25 05:45:31,wishlist,261,s003193
1633,2024-05-23 15:53:47,remove_from_cart,250,s003194
215,2024-08-16 08:18:48,add_to_cart,121,s003195
556,2024-11-15 19:58:00,add_to_cart,113,s003196
919,2024-05-21 16:51:07,purchase,155,s003197
1282,2025-11-05 20:39:40,view,351,s003198
942,2024-10-31 22:12:48,view,261,s003199
843,2024-11-06 09:47:14,view,54,s003200
2340,2024-02-28 03:49:17,add_to_cart,190,s003201
2109,2024-01-18 21:34:06,purchase,321,s003202
2217,2024-03-15 17:36:29,view,256,s003203
727,2025-02-04 21:30:33,view,329,s003204
2419,2025-03-11 09:51:44,add_to_cart,74,s003205
2210,2024-08-06 17:40:02,view,203,s003206
128,2025-12-09 20:35:26,wishlist,142,s003207
166,2025-07-04 05:24:37,view,394,s003208
2341,2025-07-04 12:02:29,add_to_cart,387,s003209
2203,2025-05-14 21:16:17,purchase,384,s003210
2403,2025-01-11 11:02:06,view,33,s003211
682,2024-01-30 08:21:56,view,226,s003212
61,2025-11-07 15:02:33,view,378,s003213
1383,2024-08-07 21:01:08,view,258,s003214
1948,2025-02-23 21:23:10,view,93,s003215
1409,2025-10-04 22:59:57,add_to_cart,87,s003216
989,2025-01-22 19:14:18,view,36,s003217
1582,2025-04-02 09:10:26,view,197,s003218
1497,2025-06-11 13:29:07,add_to_cart,299,s003219
2085,2025-01-16 02:12:44,wishlist,359,s003220
1615,2024-02-03 21:18:57,purchase,375,s003221
250,2024-08-04 16:16:44,add_to_cart,315,s003222
1789,2024-05-14 14:27:44,view,321,s003223
1641,2025-11-19 17:48:31,view,82,s003224
791,2024-02-07 10:48:52,add_to_cart,200,s003225
2228,2025-08-12 01:02:30,purchase,33,s003226
1929,2025-09-15 21:53:33,purchase,277,s003227
641,2025-06-11 14:16:04,add_to_cart,376,s003228
1986,2025-01-09 08:11:11,view,348,s003229
2111,2024-05-07 09:43:09,view,46,s003230
1058,2024-09-21 11:42:44,view,333,s003231
1162,2025-05-14 14:10:28,add_to_cart,394,s003232
2025,2025-10-12 08:18:51,view,364,s003233
1883,2024-03-11 02:59:25,add_to_cart,39,s003234
1841,2025-11-09 19:08:55,view,292,s003235
1540,2025-09-29 12:34:55,view,62,s003236
1855,2025-05-23 17:20:46,add_to_cart,193,s003237
837,2024-02-22 15:49:31,add_to_cart,16,s003238
2459,2024-05-25 23:11:05,wishlist,36,s003239
1663,2024-05-27 21:45:50,add_to_cart,112,s003240
1497,2025-04-02 03:57:24,view,223,s003241
1330,2024-01-12 07:12:12,view,388,s003242
535,2025-10-20 09:14:31,add_to_cart,396,s003243
2217,2024-05-27 15:01:46,wishlist,95,s003244
688,2025-05-07 07:02:16,view,182,s003245
191,2025-10-21 16:32:48,add_to_cart,289,s003246
629,2024-01-04 18:42:26,view,150,s003247
1911,2024-06-20 08:06:31,view,263,s003248
1092,2025-08-03 09:30:22,view,26,s003249
1995,2025-08-16 19:51:16,add_to_cart,213,s003250
1242,2025-12-03 19:47:24,view,378,s003251
409,2025-12-05 10:39:09,view,285,s003252
1114,2025-08-13 11:50:32,view,319,s003253
2335,2024-09-22 22:34:18,purchase,135,s003254
1422,2025-08-21 17:13:44,view,325,s003255
407,2024-02-01 11:11:35,view,25,s003256
2492,2024-04-11 07:56:21,view,317,s003257
1315,2024-06-24 08:39:15,wishlist,25,s003258
482,2025-04-22 20:30:10,view,339,s003259
1170,2025-09-21 20:59:20,add_to_cart,347,s003260
1013,2024-10-28 17:34:08,view,349,s003261
1753,2025-02-11 08:39:24,view,241,s003262
1987,2025-09-08 01:28:20,wishlist,267,s003263
1668,2025-03-23 12:11:25,purchase,104,s003264
1225,2024-05-26 17:54:02,view,7,s003265
1912,2025-09-19 18:46:07,view,369,s003266
1124,2025-06-09 12:18:40,add_to_cart,273,s003267
1458,2024-07-13 19:11:38,view,156,s003268
1484,2025-05-07 18:20:47,add_to_cart,196,s003269
2296,2024-10-23 18:36:11,purchase,154,s003270
2203,2024-10-22 19:02:45,view,115,s003271
2431,2024-07-17 21:05:42,view,120,s003272
1230,2025-10-05 09:39:15,wishlist,262,s003273
190,2025-08-06 11:02:30,view,180,s003274
1077,2024-12-14 19:31:23,add_to_cart,118,s003275
330,2025-03-04 22:04:56,wishlist,225,s003276
2217,2025-03-23 11:12:59,add_to_cart,345,s003277
1028,2024-10-09 23:06:49,view,229,s003278
1376,2025-05-11 19:38:31,view,26,s003279
1373,2024-11-16 09:30:37,add_to_cart,259,s003280
1954,2025-04-18 20:27:45,view,276,s003281
177,2024-06-08 06:36:35,wishlist,320,s003282
2079,2025-03-31 18:45:30,view,284,s003283
741,2024-03-23 14:32:48,view,43,s003284
1303,2025-10-06 14:43:29,view,237,s003285
163,2024-12-14 20:47:21,add_to_cart,267,s003286
2079,2024-05-10 16:23:55,view,343,s003287
949,2024-08-21 19:19:05,wishlist,86,s003288
291,2025-11-04 12:09:30,view,372,s003289
346,2024-07-02 22:24:10,view,329,s003290
2313,2025-05-01 05:23:08,view,276,s003291
2408,2025-10-26 17:16:25,view,77,s003292
418,2024-10-11 20:59:45,wishlist,217,s003293
161,2025-01-17 12:19:36,purchase,205,s003294
659,2024-07-22 10:52:34,view,123,s003295
2133,2025-02-11 09:41:05,view,104,s003296
1020,2024-03-18 21:32:20,wishlist,334,s003297
675,2024-03-26 22:11:47,view,257,s003298
1614,2025-08-10 09:31:39,view,220,s003299
360,2025-09-23 02:54:34,wishlist,18,s003300
1,2025-11-09 21:47:26,view,21,s003301
369,2025-01-31 15:32:52,view,239,s003302
1052,2024-12-21 21:37:57,view,158,s003303
589,2024-03-31 20:22:00,view,254,s003304
2495,2025-12-11 20:22:03,purchase,391,s003305
632,2024-11-30 17:23:12,view,69,s003306
1870,2024-03-19 23:10:30,view,168,s003307
2427,2024-06-12 19:58:07,view,238,s003308
1183,2025-08-17 20:13:33,view,70,s003309
199,2024-05-11 21:02:07,view,392,s003310
1203,2025-06-28 16:18:35,wishlist,158,s003311
1087,2025-07-29 19:00:29,add_to_cart,295,s003312
829,2024-06-21 22:14:07,wishlist,49,s003313
927,2025-03-15 12:06:53,view,140,s003314
293,2024-11-08 19:40:14,view,327,s003315
429,2024-04-11 09:46:47,view,153,s003316
1575,2025-03-02 17:58:12,add_to_cart,271,s003317
1860,2024-01-30 08:41:08,view,346,s003318
1611,2025-10-28 16:44:39,wishlist,17,s003319
1693,2025-07-01 11:22:41,add_to_cart,111,s003320
69,2024-05-14 18:42:51,add_to_cart,35,s003321
332,2024-05-30 17:37:22,view,135,s003322
784,2024-08-14 09:00:05,purchase,173,s003323
1588,2025-02-10 19:03:21,purchase,187,s003324
1188,2025-11-08 18:36:06,view,132,s003325
606,2024-08-31 00:02:40,purchase,395,s003326
2066,2025-11-09 00:28:04,view,280,s003327
1760,2025-10-20 22:04:09,wishlist,12,s003328
407,2024-09-06 12:31:38,view,4,s003329
591,2024-05-23 05:18:35,view,42,s003330
1228,2025-04-04 22:45:27,wishlist,90,s003331
2119,2024-10-06 08:39:03,wishlist,197,s003332
1320,2024-04-19 07:05:01,view,137,s003333
1568,2024-07-27 19:39:13,remove_from_cart,255,s003334
1686,2024-02-15 03:00:53,view,387,s003335
2115,2024-05-11 19:21:48,add_to_cart,331,s003336
770,2024-05-18 17:56:42,wishlist,288,s003337
339,2025-04-14 18:03:19,view,237,s003338
96,2024-11-09 09:00:43,wishlist,21,s003339
1601,2025-09-14 09:10:23,view,67,s003340
2238,2024-02-19 19:13:35,view,81,s003341
1617,2024-06-24 21:21:03,view,391,s003342
853,2025-01-12 14:57:47,remove_from_cart,156,s003343
561,2025-02-01 06:57:26,view,119,s003344
1978,2024-04-12 22:15:33,view,187,s003345
2467,2025-11-19 21:05:34,view,168,s003346
678,2024-02-10 15:54:02,purchase,32,s003347
496,2025-05-03 10:17:13,view,355,s003348
1490,2024-10-19 16:52:37,add_to_cart,391,s003349
989,2025-01-16 17:26:44,view,131,s003350
2167,2025-03-17 12:18:42,add_to_cart,247,s003351
1531,2024-05-01 10:10:22,view,168,s003352
1903,2025-10-28 11:21:23,remove_from_cart,226,s003353
1202,2024-09-21 17:31:31,view,160,s003354
355,2024-04-12 20:08:45,view,309,s003355
1808,2024-03-15 07:11:48,purchase,160,s003356
370,2024-06-15 18:57:22,view,218,s003357
2086,2024-09-29 18:28:04,remove_from_cart,53,s003358
744,2025-02-05 21:14:42,view,383,s003359
2043,2025-08-03 07:16:03,view,231,s003360
1006,2025-07-02 22:24:09,purchase,265,s003361
279,2024-03-26 11:13:46,view,252,s003362
1219,2024-06-09 18:13:03,wishlist,248,s003363
1780,2025-03-24 11:09:29,wishlist,164,s003364
1766,2025-02-06 20:50:24,wishlist,183,s003365
2404,2024-02-22 18:35:36,view,35,s003366
117,2025-04-08 14:32:59,view,328,s003367
2161,2025-10-12 19:43:44,wishlist,53,s003368
1278,2025-10-31 22:33:54,remove_from_cart,327,s003369
1673,2025-04-05 07:01:29,view,273,s003370
1298,2024-07-20 22:22:49,view,203,s003371
397,2025-03-15 10:38:40,add_to_cart,23,s003372
2304,2024-11-17 20:55:24,wishlist,267,s003373
354,2025-06-18 18:04:31,view,191,s003374
2060,2025-05-02 17:57:00,purchase,225,s003375
763,2025-03-13 18:22:48,view,213,s003376
1069,2024-09-03 05:40:56,wishlist,96,s003377
396,2025-12-06 23:26:39,view,207,s003378
1089,2024-11-20 08:25:56,add_to_cart,127,s003379
514,2025-10-18 06:52:56,view,377,s003380
1833,2024-04-19 00:08:42,view,43,s003381
2035,2025-01-18 22:44:30,purchase,362,s003382
517,2024-09-14 11:53:08,view,175,s003383
742,2024-04-13 20:12:55,view,123,s003384
2309,2025-03-30 06:26:45,view,391,s003385
838,2024-05-04 20:05:47,view,42,s003386
1147,2025-11-21 20:50:04,add_to_cart,203,s003387
1583,2025-12-14 14:01:41,view,391,s003388
2202,2025-09-21 21:22:01,remove_from_cart,254,s003389
1233,2024-09-19 08:35:06,view,152,s003390
390,2024-01-15 21:00:59,add_to_cart,77,s003391
2047,2025-07-29 07:22:41,purchase,99,s003392
88,2024-04-12 00:57:54,view,176,s003393
1978,2024-11-24 20:24:44,view,57,s003394
2406,2025-05-22 16:07:12,view,139,s003395
1365,2025-01-21 09:41:00,purchase,120,s003396
548,2024-06-11 20:48:34,wishlist,400,s003397
1421,2024-10-14 09:34:19,view,342,s003398
542,2025-08-22 14:24:43,view,83,s003399
393,2024-09-09 12:27:55,view,284,s003400
1376,2025-11-03 08:46:46,purchase,91,s003401
1043,2024-10-27 22:45:51,add_to_cart,139,s003402
1662,2024-10-25 18:04:46,purchase,226,s003403
2281,2025-06-07 09:17:18,view,99,s003404
2007,2024-11-12 18:16:10,view,53,s003405
1417,2024-10-04 09:15:21,view,139,s003406
1058,2024-09-16 07:19:33,view,290,s003407
2088,2024-08-20 22:12:10,view,334,s003408
1362,2024-10-11 02:11:28,wishlist,400,s003409
1072,2025-05-31 17:12:14,add_to_cart,334,s003410
2016,2024-05-27 14:00:21,add_to_cart,57,s003411
2024,2024-06-03 19:08:10,view,352,s003412
338,2024-05-16 18:46:58,view,350,s003413
1251,2024-05-18 09:17:08,wishlist,7,s003414
194,2025-09-15 20:30:40,view,97,s003415
1236,2025-04-15 20:22:53,view,191,s003416
223,2025-03-17 18:26:15,add_to_cart,65,s003417
1651,2025-10-04 10:48:12,view,194,s003418
1388,2025-01-26 18:19:39,view,260,s003419
2364,2025-06-29 21:54:44,view,246,s003420
901,2024-10-18 10:51:20,remove_from_cart,364,s003421
1015,2025-04-04 11:31:12,view,357,s003422
1292,2024-06-01 21:34:13,view,298,s003423
2227,2024-04-10 07:26:25,view,269,s003424
1227,2024-03-18 20:38:05,view,95,s003425
1064,2025-04-10 15:18:38,purchase,375,s003426
1870,2024-08-02 19:16:42,add_to_cart,3,s003427
290,2025-08-17 09:02:55,view,346,s003428
1108,2025-07-07 07:11:59,wishlist,253,s003429
1977,2025-03-21 18:17:38,wishlist,351,s003430
1877,2024-02-06 11:12:32,view,183,s003431
1498,2024-06-04 17:14:19,add_to_cart,212,s003432
1333,2025-01-28 07:44:34,view,217,s003433
876,2024-04-21 23:31:25,view,27,s003434
2325,2024-10-01 23:52:23,add_to_cart,219,s003435
1773,2025-01-04 17:35:43,view,43,s003436
1223,2024-05-08 11:51:37,purchase,133,s003437
2382,2024-11-12 08:37:09,view,375,s003438
676,2025-05-10 10:38:14,wishlist,315,s003439
874,2024-10-02 18:10:39,view,386,s003440
921,2025-04-21 06:25:44,add_to_cart,44,s003441
1728,2024-07-14 21:16:49,purchase,230,s003442
2148,2025-06-16 21:12:08,view,224,s003443
260,2025-02-06 07:39:16,view,273,s003444
470,2024-04-21 08:48:38,view,340,s003445
337,2024-10-13 14:03:45,view,259,s003446
936,2025-07-12 19:17:52,view,369,s003447
1114,2024-05-21 17:54:48,add_to_cart,40,s003448
1226,2024-10-20 18:40:20,add_to_cart,368,s003449
498,2024-11-30 10:24:05,view,63,s003450
582,2025-09-11 10:05:10,purchase,228,s003451
2146,2024-04-03 20:51:32,add_to_cart,349,s003452
896,2025-10-26 17:03:47,view,333,s003453
1856,2024-08-13 21:35:36,wishlist,350,s003454
152,2025-10-28 21:59:11,view,16,s003455
150,2025-03-13 21:09:34,add_to_cart,389,s003456
1064,2025-06-09 17:51:40,view,342,s003457
732,2025-09-17 09:41:21,view,205,s003458
293,2025-04-27 13:53:03,view,5,s003459
530,2025-07-15 20:28:38,view,378,s003460
873,2024-03-02 05:53:24,view,165,s003461
2164,2024-01-07 11:54:32,view,82,s003462
2183,2025-09-07 12:39:42,view,258,s003463
1715,2024-02-07 22:44:59,view,145,s003464
720,2025-08-31 10:24:02,view,42,s003465
837,2024-08-11 19:09:29,view,388,s003466
1369,2025-10-05 19:50:13,view,72,s003467
455,2024-05-24 23:50:56,add_to_cart,126,s003468
237,2024-04-17 07:54:27,view,363,s003469
2077,2024-06-01 12:19:32,view,144,s003470
184,2025-08-23 17:16:26,view,379,s003471
1538,2024-09-16 15:51:50,add_to_cart,294,s003472
1444,2025-10-11 08:51:27,add_to_cart,208,s003473
2269,2025-02-20 23:28:33,add_to_cart,390,s003474
946,2025-08-14 18:49:21,purchase,376,s003475
857,2024-12-05 11:04:55,add_to_cart,22,s003476
2307,2025-05-17 19:15:50,add_to_cart,107,s003477
1627,2024-07-25 19:56:41,purchase,58,s003478
1169,2024-03-13 20:47:12,wishlist,68,s003479
2192,2025-02-05 16:43:13,view,103,s003480
1915,2025-10-05 10:56:34,view,38,s003481
1167,2024-04-18 19:02:16,purchase,207,s003482
1384,2024-10-23 10:24:14,remove_from_cart,155,s003483
860,2025-01-15 19:42:48,view,201,s003484
586,2025-03-17 21:13:55,view,338,s003485
1164,2024-04-23 05:31:38,purchase,387,s003486
2338,2025-01-29 21:19:41,add_to_cart,282,s003487
2306,2024-12-01 15:02:58,purchase,367,s003488
715,2025-12-03 20:53:44,add_to_cart,119,s003489
892,2025-05-07 14:47:22,add_to_cart,379,s003490
331,2025-10-07 17:43:39,view,92,s003491
634,2025-11-27 08:00:47,view,13,s003492
1943,2025-04-19 18:56:20,view,137,s003493
1936,2024-04-14 18:59:05,wishlist,362,s003494
2474,2024-11-13 08:26:37,view,80,s003495
1279,2025-06-23 20:49:27,add_to_cart,320,s003496
359,2024-04-06 19:45:43,view,123,s003497
1023,2024-09-28 09:27:47,view,288,s003498
814,2024-09-27 10:03:18,view,360,s003499
1696,2024-05-01 21:56:57,view,40,s003500
1309,2024-01-15 07:04:00,view,275,s003501
2497,2025-05-06 21:51:57,purchase,309,s003502
756,2025-08-07 05:39:31,purchase,85,s003503
2374,2025-10-26 11:43:33,wishlist,365,s003504
862,2025-02-21 04:58:50,view,330,s003505
2292,2024-05-09 19:58:00,view,307,s003506
941,2025-09-30 08:57:56,purchase,76,s003507
2039,2025-11-23 13:15:51,view,154,s003508
1266,2025-11-06 15:34:13,view,137,s003509
1104,2025-02-08 09:18:08,view,129,s003510
1230,2025-09-24 15:35:16,view,48,s003511
2046,2025-12-06 17:32:42,add_to_cart,23,s003512
335,2025-09-24 11:58:04,add_to_cart,29,s003513
384,2024-02-19 09:37:28,purchase,6,s003514
717,2024-04-06 21:01:42,purchase,123,s003515
625,2024-08-02 04:38:43,view,155,s003516
436,2024-10-08 20:27:53,add_to_cart,29,s003517
1154,2024-04-16 14:50:29,purchase,34,s003518
2212,2025-12-09 19:59:27,add_to_cart,313,s003519
1794,2025-07-18 22:08:46,wishlist,360,s003520
1235,2025-04-22 14:50:45,add_to_cart,88,s003521
361,2025-11-17 19:57:19,view,30,s003522
120,2024-08-16 08:58:37,add_to_cart,270,s003523
867,2025-05-22 07:30:26,add_to_cart,25,s003524
1332,2025-11-08 08:50:53,add_to_cart,61,s003525
108,2024-02-29 21:01:52,view,22,s003526
1716,2025-03-06 20:32:19,add_to_cart,289,s003527
2404,2025-07-24 23:30:47,wishlist,380,s003528
1062,2024-01-12 20:30:13,purchase,65,s003529
2146,2025-09-28 20:21:59,view,226,s003530
919,2024-10-25 19:55:16,view,83,s003531
955,2024-04-30 10:41:03,wishlist,119,s003532
303,2025-08-30 19:00:01,view,31,s003533
879,2024-05-17 08:51:54,wishlist,163,s003534
1789,2024-07-19 18:47:51,purchase,90,s003535
1516,2025-01-06 21:54:55,purchase,243,s003536
827,2025-10-15 12:02:16,view,86,s003537
410,2024-12-15 20:14:51,remove_from_cart,160,s003538
2396,2025-10-08 18:32:36,view,58,s003539
1260,2024-02-07 13:18:41,view,178,s003540
1209,2024-06-19 23:03:17,purchase,371,s003541
889,2024-08-06 20:44:21,add_to_cart,23,s003542
334,2024-11-16 18:22:15,view,257,s003543
1761,2024-11-05 11:53:34,add_to_cart,65,s003544
2444,2024-01-29 05:36:41,wishlist,306,s003545
1031,2025-06-19 22:15:13,view,397,s003546
839,2025-06-26 19:54:22,view,357,s003547
2259,2024-11-23 06:10:57,view,175,s003548
2177,2024-02-27 16:19:48,view,10,s003549
2362,2025-01-28 17:04:13,wishlist,357,s003550
1147,2024-04-03 16:43:23,wishlist,203,s003551
2434,2025-11-29 07:10:02,view,51,s003552
1087,2025-03-21 17:32:59,view,21,s003553
75,2025-06-08 13:04:51,remove_from_cart,3,s003554
1726,2024-01-14 19:35:46,purchase,324,s003555
903,2024-09-28 22:51:15,view,398,s003556
2486,2025-10-07 08:06:23,view,372,s003557
988,2024-09-28 21:20:12,view,316,s003558
1341,2024-01-26 22:34:24,view,68,s003559
758,2025-04-24 23:57:57,add_to_cart,339,s003560
193,2025-05-12 17:31:53,remove_from_cart,17,s003561
2211,2024-08-27 10:40:02,view,43,s003562
2297,2025-07-27 10:42:33,add_to_cart,243,s003563
1524,2025-09-01 19:46:16,wishlist,331,s003564
938,2025-07-13 17:43:02,remove_from_cart,178,s003565
656,2024-10-17 07:19:37,view,223,s003566
2182,2024-09-01 06:46:14,wishlist,364,s003567
1141,2025-11-04 18:59:11,view,147,s003568
1705,2025-05-28 20:54:12,add_to_cart,314,s003569
618,2025-01-29 20:53:51,view,3,s003570
1906,2024-12-15 20:55:45,view,3,s003571
947,2024-07-09 09:17:35,view,6,s003572
2323,2025-10-14 20:44:24,add_to_cart,288,s003573
1199,2025-10-18 19:58:13,view,150,s003574
1078,2024-03-01 08:01:14,wishlist,323,s003575
208,2025-04-20 19:00:14,add_to_cart,280,s003576
288,2024-08-15 01:22:23,wishlist,60,s003577
1918,2024-12-29 08:54:26,wishlist,276,s003578
1034,2024-03-22 19:18:14,wishlist,260,s003579
1367,2025-08-01 09:48:40,wishlist,110,s003580
1379,2025-07-29 15:57:14,add_to_cart,182,s003581
2164,2024-03-17 07:25:05,view,326,s003582
1873,2024-02-23 21:43:32,add_to_cart,335,s003583
119,2024-09-23 20:09:58,view,252,s003584
1260,2024-04-19 10:09:34,view,195,s003585
2129,2025-07-26 21:45:58,purchase,213,s003586
2225,2025-07-10 08:55:10,view,228,s003587
914,2025-09-08 07:03:19,add_to_cart,392,s003588
980,2024-01-07 19:01:10,view,72,s003589
1405,2024-01-10 08:23:35,wishlist,282,s003590
678,2025-07-30 09:01:32,view,121,s003591
1452,2025-09-13 16:01:52,view,332,s003592
381,2025-03-16 16:45:11,view,130,s003593
2000,2024-04-21 10:37:02,add_to_cart,326,s003594
1062,2025-03-23 23:34:55,wishlist,337,s003595
271,2025-09-14 21:18:48,view,370,s003596
614,2024-11-24 22:06:14,view,37,s003597
1068,2025-09-15 19:30:03,view,225,s003598
1318,2025-07-15 20:44:25,view,165,s003599
2251,2024-03-16 07:56:41,view,62,s003600
1862,2024-03-28 16:47:28,wishlist,341,s003601
2313,2025-05-17 18:59:56,view,70,s003602
1757,2024-05-22 16:23:44,view,213,s003603
1061,2025-06-16 15:53:58,view,55,s003604
1835,2024-02-27 13:23:26,view,143,s003605
2382,2024-03-06 08:23:01,view,334,s003606
780,2025-11-10 19:14:26,view,117,s003607
825,2024-01-03 09:07:11,view,192,s003608
1615,2025-07-19 06:55:03,add_to_cart,125,s003609
1347,2024-06-15 02:10:49,purchase,272,s003610
2209,2024-02-05 09:03:11,view,201,s003611
1310,2024-02-26 09:18:38,view,255,s003612
1612,2024-08-16 22:06:25,view,252,s003613
1013,2025-01-12 21:32:37,view,153,s003614
1145,2024-12-05 08:53:43,add_to_cart,400,s003615
1092,2024-05-20 19:17:30,purchase,314,s003616
2456,2025-12-06 18:51:55,view,101,s003617
1596,2025-03-08 19:18:09,remove_from_cart,84,s003618
1708,2024-05-12 14:05:33,add_to_cart,69,s003619
648,2024-07-24 05:13:27,view,210,s003620
378,2025-04-27 09:50:09,view,212,s003621
1875,2025-09-09 13:22:37,view,333,s003622
275,2024-02-13 14:11:01,purchase,153,s003623
1400,2024-05-12 22:28:46,purchase,116,s003624
2412,2024-01-05 19:08:29,view,234,s003625
1120,2024-05-05 18:03:48,view,126,s003626
159,2024-05-21 17:11:13,remove_from_cart,20,s003627
2276,2024-04-12 14:31:48,view,298,s003628
1495,2025-01-21 08:06:32,wishlist,215,s003629
2270,2025-11-25 11:24:41,wishlist,386,s003630
2350,2025-05-14 09:47:43,view,270,s003631
197,2025-05-16 20:40:39,view,181,s003632
1225,2024-02-24 13:21:51,wishlist,154,s003633
151,2024-05-13 18:16:29,purchase,318,s003634
2427,2024-08-17 21:25:49,wishlist,84,s003635
407,2025-12-09 21:58:46,remove_from_cart,199,s003636
2497,2024-04-25 17:56:08,add_to_cart,21,s003637
2211,2025-03-29 20:27:46,purchase,197,s003638
1856,2025-02-26 11:14:55,view,219,s003639
1947,2025-03-05 01:51:28,view,123,s003640
46,2024-12-27 16:07:45,view,132,s003641
2091,2024-07-22 17:06:04,view,119,s003642
612,2024-10-31 00:57:41,view,279,s003643
50,2025-08-11 18:37:42,add_to_cart,255,s003644
2200,2025-06-09 21:11:23,view,349,s003645
282,2025-01-13 04:10:35,add_to_cart,213,s003646
538,2025-04-12 08:11:43,view,288,s003647
1589,2025-11-22 19:20:05,view,222,s003648
1473,2024-06-28 12:11:54,view,288,s003649
2040,2025-06-22 09:51:33,view,27,s003650
2339,2024-02-16 22:46:33,view,90,s003651
2368,2024-02-14 20:56:38,view,365,s003652
1660,2024-09-02 16:28:28,wishlist,393,s003653
1215,2025-06-07 20:36:35,wishlist,86,s003654
227,2025-03-18 21:29:01,remove_from_cart,348,s003655
