reaction_id,post_id,user_id,reaction_type,created_at
1173,4333,547,Smile,2025-10-26 03:05:51
1174,5375,1405,Thank,2025-08-02 03:05:33
1175,5170,746,Agree,2025-03-03 07:26:27
1176,5858,1776,Helpful,2025-01-17 00:25:12
1177,1890,1385,Agree,2025-04-12 01:30:16
1178,2530,1844,Agree,2025-05-15 19:30:29
1179,3183,1280,Love,2025-10-02 15:43:13
1180,4811,723,Helpful,2025-08-21 20:38:23
1181,2287,142,Helpful,2025-03-09 04:45:14
1182,3154,1632,Thank,2025-09-18 14:18:14
1183,5939,2097,Wow,2025-03-03 05:41:39
1184,540,874,Smile,2025-10-04 04:49:35
1185,3034,2083,Sad,2025-09-09 01:29:47
1186,4456,1977,Sad,2025-04-12 06:54:24
1187,4721,1634,Wow,2025-11-14 02:15:28
1188,3423,402,Sad,2025-01-23 05:05:56
1189,933,1181,Agree,2025-02-16 18:48:00
1190,2170,2047,Helpful,2025-11-01 14:44:17
1191,6436,1532,Agree,2025-08-01 22:28:58
1192,6455,832,Sad,2025-08-30 09:26:01
1193,6323,659,Agree,2025-10-23 21:53:52
1194,1232,1988,Helpful,2025-05-31 08:33:05
1195,6221,256,Smile,2025-01-17 08:20:47
1196,3081,356,Helpful,2025-08-07 21:52:16
1197,5727,419,Love,2025-06-29 16:22:08
1198,3408,648,Agree,2025-10-09 23:45:39
1199,777,2097,Thank,2025-03-07 09:49:29
1200,6000,806,Thank,2025-11-02 19:20:05
1201,5940,1602,Helpful,2025-09-17 18:33:50
1202,5977,725,Smile,2025-10-23 23:23:54
1203,4630,1429,Agree,2025-08-15 15:20:42
1204,4824,1604,Sad,2025-02-05 04:40:43
1205,6237,831,Thank,2025-11-18 15:15:20
1206,5243,917,Helpful,2025-10-18 14:14:10
1207,2890,753,Sad,2025-10-22 05:27:05
1208,3548,695,Sad,2025-10-28 10:23:15
1209,3922,1573,Love,2025-06-05 17:39:32
1210,3091,619,Smile,2025-07-25 05:49:24
1211,5327,199,Smile,2025-10-04 10:14:01
1212,856,886,Thank,2025-08-20 12:43:13
1213,684,1162,Smile,2025-05-01 10:24:03
1214,6026,1039,Sad,2025-10-31 09:39:50
1215,4048,463,Thank,2025-08-31 20:20:44
1216,1587,923,Helpful,2025-07-11 17:57:28
1217,4101,1806,Smile,2025-04-17 13:39:56
1218,5936,1853,Smile,2025-07-03 22:23:09
1219,6428,1502,Wow,2025-04-26 17:18:20
1220,2052,1011,Thank,2025-09-26 06:13:00
1221,1251,834,Helpful,2025-08-04 02:20:58
1222,3247,1782,Helpful,2025-01-15 01:21:07
1223,5078,1912,Wow,2025-07-05 18:52:50
1224,5828,1406,Wow,2025-08-14 10:58:02
1225,2147,1414,Agree,2025-10-28 09:20:13
1226,4326,612,Agree,2025-10-13 01:25:56
1227,4220,826,Thank,2025-08-26 15:31:11
1228,2275,1700,Smile,2025-08-05 10:35:02
1229,4761,1868,Thank,2025-07-18 21:35:18
1230,4365,1849,Wow,2025-02-09 15:04:53
1231,5185,1465,Sad,2025-01-18 08:38:44
1232,5986,1404,Agree,2025-05-09 09:34:42
1233,925,1962,Smile,2025-08-31 13:42:35
1234,2517,274,Thank,2025-10-08 20:05:56
1235,2014,936,Smile,2025-02-22 12:46:47
1236,3831,1775,Wow,2025-05-27 01:02:29
1237,3156,918,Sad,2025-10-19 10:58:00
1238,6146,113,Sad,2025-11-21 23:17:10
1239,2677,1558,Smile,2025-10-02 00:58:48
1240,3536,1075,Smile,2025-10-31 17:14:33
1241,602,1608,Sad,2025-01-31 13:53:18
1242,501,1629,Thank,2025-11-24 12:41:10
1243,2775,1854,Sad,2025-03-10 05:01:02
1244,5974,372,Helpful,2025-06-28 21:15:49
1245,4430,1239,Sad,2025-10-04 08:47:33
1246,6297,921,Love,2025-10-23 08:38:42
1247,4749,411,Wow,2025-08-06 18:00:13
1248,3886,1710,Wow,2025-08-05 23:10:41
1249,5249,1370,Smile,2025-10-30 00:02:56
1250,2826,1513,Sad,2025-03-05 20:26:06
1251,2580,966,Wow,2025-06-18 14:00:31
1252,3961,669,Wow,2025-08-03 03:03:21
1253,5130,1513,Smile,2025-03-20 01:35:05
1254,1345,130,Thank,2025-11-21 04:02:08
1255,5060,2043,Helpful,2025-06-07 20:35:51
1256,3480,1868,Smile,2025-12-05 05:28:41
1257,6400,104,Thank,2025-09-12 04:00:45
1258,3915,169,Love,2025-06-12 10:37:09
1259,6415,151,Helpful,2025-08-07 04:30:47
1260,6385,2055,Smile,2025-07-18 04:24:04
1261,2320,1757,Agree,2025-06-19 22:48:11
1262,4253,280,Smile,2025-04-26 03:10:47
1263,1770,1460,Helpful,2025-10-16 18:28:48
1264,1197,349,Helpful,2025-05-30 18:42:31
1265,2146,2068,Smile,2025-08-30 19:42:13
1266,2475,213,Thank,2025-07-23 07:50:38
1267,4995,1107,Love,2025-01-11 01:23:17
1268,6289,1030,Smile,2025-11-02 19:24:12
1269,1376,1586,Sad,2025-10-19 01:38:22
1270,646,2086,Sad,2025-09-23 19:15:19
1271,5683,646,Smile,2025-01-04 13:40:29
1272,6101,251,Love,2025-06-11 19:11:11
1273,4778,628,Helpful,2025-08-05 03:53:09
1274,742,1823,Smile,2025-08-29 15:49:55
1275,4892,366,Agree,2025-06-16 20:05:29
1276,754,1250,Helpful,2025-04-04 04:58:17
1277,3357,1638,Sad,2025-09-10 10:36:35
1278,3349,418,Thank,2025-09-18 10:46:02
1279,3070,688,Love,2025-06-04 11:09:58
1280,4791,457,Smile,2025-06-21 16:34:34
1281,1339,337,Sad,2025-03-14 22:56:31
1282,1015,710,Sad,2025-08-14 17:27:20
1283,4246,131,Love,2025-03-23 12:29:35
1284,5880,318,Wow,2025-05-02 01:27:07
1285,3508,244,Love,2025-08-04 03:26:48
1286,1135,1819,Agree,2025-08-09 20:06:37
1287,5989,994,Helpful,2025-08-12 14:54:55
1288,3457,919,Smile,2025-11-24 12:31:29
1289,4890,1586,Agree,2025-05-23 10:12:59
1290,5042,1917,Smile,2025-08-06 07:39:55
1291,6298,465,Thank,2025-11-18 05:10:32
1292,3987,574,Agree,2025-09-12 16:27:39
1293,5801,1146,Sad,2025-12-03 14:01:54
1294,4469,1973,Agree,2025-11-24 16:31:26
1295,2016,1078,Sad,2025-06-08 00:33:03
1296,1489,511,Helpful,2025-07-22 01:02:20
1297,3949,272,Sad,2025-08-06 23:50:58
1298,1809,838,Smile,2025-08-28 08:42:29
1299,1483,1758,Wow,2025-10-25 12:53:18
1300,3189,472,Wow,2025-08-05 10:29:18
1301,5294,1353,Thank,2025-07-31 18:07:07
1302,582,450,Sad,2025-02-16 18:43:46
1303,2510,1494,Thank,2025-02-05 14:20:01
1304,607,310,Wow,2025-02-18 06:34:46
1305,5273,578,Wow,2025-12-08 17:16:31
1306,2730,607,Smile,2025-09-01 12:44:45
1307,504,175,Sad,2025-08-27 06:49:13
1308,6046,1073,Love,2025-10-16 01:08:13
1309,1038,1773,Sad,2025-04-29 15:27:46
1310,1942,1096,Thank,2025-03-28 01:16:13
1311,2053,1485,Smile,2025-03-25 08:45:12
1312,4967,1390,Wow,2025-10-03 17:01:07
1313,1888,613,Smile,2025-06-27 04:28:17
1314,3776,683,Agree,2025-09-22 11:45:19
1315,2200,1946,Love,2025-03-14 15:38:18
1316,4360,765,Sad,2025-08-06 20:23:19
1317,4529,1146,Helpful,2025-11-08 06:34:35
1318,579,369,Thank,2025-06-22 14:09:55
1319,2749,429,Love,2025-09-19 00:08:56
1320,2114,543,Agree,2025-06-11 15:55:05
1321,799,548,Wow,2025-07-15 12:29:46
1322,3646,1153,Love,2025-03-29 15:39:37
1323,1832,2078,Helpful,2025-09-30 09:22:45
1324,2523,231,Wow,2025-05-25 13:00:10
1325,2858,680,Sad,2025-01-04 23:51:07
1326,3184,1017,Wow,2025-11-30 03:30:54
1327,4950,795,Helpful,2025-11-08 11:14:08
1328,1080,1842,Agree,2025-06-13 17:24:38
1329,6360,1890,Smile,2025-10-26 23:45:10
1330,6286,187,Smile,2025-03-12 20:07:27
1331,4716,903,Helpful,2025-07-24 14:17:53
1332,2833,1995,Sad,2025-03-05 13:53:34
1333,5032,318,Love,2025-07-24 21:46:34
1334,4368,2070,Wow,2025-04-24 19:01:39
1335,4039,852,Smile,2025-05-26 20:33:21
1336,825,155,Thank,2025-11-04 22:49:25
1337,1693,1583,Smile,2025-04-09 23:33:20
1338,1183,1066,Sad,2025-04-02 14:19:36
1339,1401,394,Thank,2025-04-25 00:42:15
1340,6321,730,Helpful,2025-10-19 05:50:10
1341,3211,276,Helpful,2025-10-04 07:22:44
1342,4125,1554,Smile,2025-06-11 18:33:37
1343,5343,1291,Wow,2025-01-25 14:45:52
1344,1724,309,Thank,2025-05-24 10:16:28
1345,6388,187,Sad,2025-11-09 11:29:22
1346,4155,1923,Agree,2025-10-04 11:38:52
1347,4655,1349,Love,2025-05-01 11:36:38
1348,5645,1364,Helpful,2025-09-25 03:41:48
1349,4713,406,Thank,2025-07-27 20:28:34
1350,4286,1304,Love,2025-07-16 18:20:22
1351,4015,566,Wow,2025-07-23 03:11:34
1352,2432,1176,Sad,2025-04-17 13:07:24
1353,1721,1710,Thank,2025-10-02 02:02:37
1354,6410,1435,Agree,2025-02-12 00:33:29
1355,928,145,Smile,2025-10-30 18:10:20
1356,606,1911,Love,2025-10-17 12:20:27
1357,6489,2059,Agree,2025-05-19 20:46:53
1358,4587,241,Love,2025-11-13 11:37:06
1359,1291,623,Thank,2025-09-08 17:05:53
1360,6114,142,Helpful,2025-10-16 00:52:57
1361,2968,143,Thank,2025-10-04 18:51:40
1362,4645,1090,Smile,2025-07-20 20:16:38
1363,6008,869,Helpful,2025-08-11 02:26:32
1364,1613,189,Agree,2025-03-12 23:20:51
1365,4168,444,Thank,2025-08-22 22:06:34
1366,5117,1611,Helpful,2025-09-09 22:55:35
1367,4951,1508,Smile,2025-07-21 12:57:39
1368,5174,905,Wow,2025-11-23 22:25:38
1369,2587,1005,Thank,2025-10-01 01:42:21
1370,5334,1090,Smile,2025-11-23 10:11:29
1371,1480,618,Smile,2025-08-15 20:32:08
1372,6170,685,Helpful,2025-05-13 21:55:26
1373,4897,1835,Agree,2025-07-08 13:15:12
1374,3815,1523,Thank,2025-04-19 13:01:30
1375,6485,356,Sad,2025-04-02 20:49:46
1376,3648,1836,Helpful,2025-06-19 00:06:13
1377,4106,372,Sad,2025-05-28 18:37:30
1378,1120,2040,Wow,2025-06-25 07:29:31
1379,4705,851,Sad,2025-11-04 06:15:30
1380,5432,570,Wow,2025-08-10 03:37:24
1381,2154,219,Thank,2025-09-15 20:03:53
1382,2486,797,Helpful,2025-09-15 14:38:33
1383,5204,1075,Smile,2025-12-01 22:40:33
1384,6409,988,Smile,2025-09-12 16:46:05
1385,5273,840,Agree,2025-12-08 19:35:31
1386,4407,1257,Love,2025-04-08 21:02:12
1387,1237,1808,Agree,2025-12-04 15:18:07
1388,4136,1439,Wow,2025-11-11 20:47:53
1389,3299,1879,Sad,2025-03-17 18:35:10
1390,5472,222,Sad,2025-04-02 23:55:32
1391,2470,1472,Wow,2025-06-23 14:30:29
1392,1595,1109,Love,2025-01-12 22:31:44
1393,5715,1356,Sad,2025-11-01 00:03:21
1394,1351,1494,Smile,2025-12-13 17:24:25
1395,4720,203,Wow,2025-09-08 04:58:38
1396,2889,1463,Helpful,2025-10-01 08:30:25
1397,1267,2093,Helpful,2025-10-13 12:50:18
1398,1277,2088,Agree,2025-12-07 07:27:04
1399,1999,1706,Helpful,2025-05-18 02:33:55
1400,5311,737,Love,2025-10-21 15:05:08
1401,4336,756,Smile,2025-11-30 22:37:19
1402,2535,416,Smile,2025-02-20 12:34:25
1403,5328,1762,Smile,2025-11-21 13:32:34
1404,2076,666,Smile,2025-03-07 23:31:50
1405,6302,476,Helpful,2025-11-18 19:15:55
1406,989,2091,Agree,2025-04-20 22:29:23
1407,5750,777,Agree,2025-06-09 21:38:28
1408,744,1242,Agree,2025-07-09 11:40:47
1409,5925,1598,Agree,2025-04-23 00:32:18
1410,932,1615,Thank,2025-11-25 05:41:36
1411,3821,430,Helpful,2025-09-26 04:13:30
1412,2253,863,Thank,2025-08-17 23:18:41
1413,859,866,Thank,2025-04-16 10:03:31
1414,3100,692,Agree,2025-11-11 13:44:43
1415,2240,1921,Love,2025-07-28 13:51:40
1416,5354,690,Agree,2025-03-05 16:16:45
1417,550,958,Thank,2025-05-15 20:08:05
1418,4141,940,Helpful,2025-10-06 22:01:15
1419,4504,347,Wow,2025-10-30 13:59:41
1420,4469,768,Thank,2025-11-25 14:15:26
1421,2360,111,Sad,2025-08-04 21:53:28
1422,2049,957,Love,2025-09-23 20:26:19
1423,1291,1996,Wow,2025-09-08 09:52:53
1424,5197,405,Agree,2025-09-09 02:03:19
1425,2367,326,Wow,2025-01-07 19:26:52
1426,1412,1056,Sad,2025-06-16 20:56:37
1427,3831,370,Helpful,2025-05-27 14:20:29
1428,4329,748,Thank,2025-05-01 21:26:21
1429,4211,161,Agree,2025-11-17 15:45:22
1430,5692,867,Smile,2025-11-01 15:52:42
1431,1783,120,Love,2025-09-13 23:17:48
1432,2494,1524,Smile,2025-09-05 12:01:21
1433,5680,466,Helpful,2025-07-04 11:34:05
1434,1870,204,Love,2025-08-27 04:34:08
1435,1348,433,Love,2025-10-04 09:27:18
1436,2683,318,Agree,2025-10-27 15:00:30
1437,3406,1968,Helpful,2025-10-04 06:19:24
1438,1640,1870,Thank,2025-05-18 15:48:38
1439,3538,1230,Wow,2025-11-03 13:56:40
1440,503,1259,Smile,2025-10-03 15:22:00
1441,904,864,Wow,2025-05-21 14:38:21
1442,6271,911,Love,2025-11-09 12:46:53
1443,1270,220,Thank,2025-10-27 20:27:47
1444,4994,1484,Smile,2025-06-09 16:41:32
1445,1557,1763,Wow,2025-03-22 03:50:20
1446,3715,1314,Helpful,2025-10-09 22:31:18
1447,1219,637,Sad,2025-10-20 17:19:06
1448,6425,616,Wow,2025-09-03 00:00:58
1449,5975,385,Smile,2025-02-28 17:13:11
1450,5476,1454,Wow,2025-01-13 04:16:56
1451,5803,918,Helpful,2025-06-21 15:30:28
1452,5162,197,Sad,2025-07-21 21:18:36
1453,3737,1520,Sad,2025-01-24 16:43:19
1454,3170,155,Agree,2025-08-03 22:52:35
1455,1098,1371,Smile,2025-10-09 13:06:52
1456,929,602,Love,2025-04-19 22:55:26
1457,3254,2093,Love,2025-07-24 08:40:47
1458,6319,1177,Agree,2025-01-12 14:24:42
1459,3222,724,Smile,2025-03-31 14:27:36
1460,3676,1922,Smile,2025-04-07 23:47:48
1461,5781,1976,Agree,2025-09-11 18:44:01
1462,1018,1796,Sad,2025-03-24 22:45:17
1463,2498,716,Love,2025-10-17 01:57:17
1464,6398,753,Thank,2025-06-07 01:15:06
1465,4895,284,Love,2025-04-21 16:36:52
1466,1444,633,Wow,2025-09-24 12:59:08
1467,5830,393,Sad,2025-09-29 19:52:05
1468,5616,1970,Thank,2025-09-27 13:26:42
1469,3284,115,Smile,2025-05-14 20:01:15
1470,6186,1599,Agree,2025-05-26 17:09:43
1471,2086,232,Wow,2025-05-06 23:12:15
1472,4285,868,Sad,2025-06-09 19:38:29
1473,2193,404,Smile,2025-04-22 14:47:45
1474,3850,1684,Wow,2025-05-30 02:31:31
1475,4136,1754,Agree,2025-11-11 19:19:53
1476,5594,947,Love,2025-12-12 00:12:39
1477,4901,1255,Love,2025-11-22 19:22:39
1478,1455,181,Wow,2025-08-09 22:00:59
1479,4592,459,Wow,2025-07-04 02:16:15
1480,5329,960,Smile,2025-10-24 17:26:16
1481,5781,1609,Agree,2025-09-11 21:47:01
1482,2541,1190,Smile,2025-05-29 09:26:38
1483,4242,1239,Helpful,2025-07-13 22:04:45
1484,3096,389,Helpful,2025-10-12 00:57:18
1485,655,873,Smile,2025-07-05 18:04:10
1486,1534,1121,Smile,2025-05-09 01:19:50
1487,4785,469,Smile,2025-05-20 16:43:54
1488,3833,1799,Wow,2025-07-22 03:18:32
1489,1261,1454,Agree,2025-06-21 21:57:16
1490,3679,1502,Wow,2025-08-04 09:38:09
1491,4087,598,Helpful,2025-11-24 16:13:24
1492,5875,1826,Love,2025-10-27 18:18:23
1493,4533,1896,Sad,2025-10-24 21:06:33
1494,2686,1629,Love,2025-04-13 17:50:18
1495,506,1637,Love,2025-11-20 00:38:03
1496,1977,2088,Wow,2025-07-02 14:48:04
1497,4825,937,Love,2025-11-11 22:59:38
1498,554,989,Wow,2025-06-30 22:19:51
1499,1805,1958,Wow,2025-11-08 01:54:18
1500,4075,465,Love,2025-01-07 15:30:00
1501,3019,1531,Wow,2025-08-23 09:27:18
1502,4277,925,Wow,2025-05-10 02:27:08
1503,855,1204,Sad,2025-07-18 11:09:50
1504,4688,771,Love,2025-08-18 05:12:32
1505,5172,1002,Agree,2025-11-12 14:07:20
1506,1766,1947,Wow,2025-05-16 00:33:10
1507,3429,1381,Smile,2025-04-25 12:41:54
1508,4373,449,Sad,2025-09-07 09:14:23
1509,5166,460,Love,2025-04-04 23:09:34
1510,4878,837,Sad,2025-09-07 16:59:03
1511,4007,781,Love,2025-06-12 20:42:36
1512,3254,983,Smile,2025-07-25 01:16:47
1513,5470,234,Smile,2025-05-05 21:22:10
1514,2139,1994,Wow,2025-07-16 14:59:32
1515,3330,1210,Wow,2025-11-02 09:18:43
1516,2442,844,Agree,2025-09-03 09:42:25
1517,2537,1148,Agree,2025-06-20 00:59:25
1518,3618,639,Wow,2025-10-07 10:20:45
1519,2210,1131,Wow,2025-11-17 22:27:41
1520,865,1337,Thank,2025-12-10 21:31:19
1521,4538,2036,Thank,2025-09-30 14:18:35
1522,4706,1378,Sad,2025-02-02 12:50:10
1523,3189,1469,Sad,2025-08-05 16:19:18
1524,1330,1026,Agree,2025-07-11 12:25:59
1525,3486,715,Love,2025-06-09 08:28:12
1526,6014,1533,Smile,2025-10-08 17:33:56
1527,4736,605,Agree,2025-10-23 02:46:50
1528,5118,1064,Smile,2025-10-04 22:45:01
1529,5952,1779,Thank,2025-01-23 23:44:37
1530,898,232,Wow,2025-01-10 11:52:29
1531,3433,1614,Love,2025-09-03 00:36:49
1532,4016,2077,Sad,2025-04-04 21:02:10
1533,5875,730,Helpful,2025-10-27 22:28:23
1534,3584,1178,Sad,2025-08-06 11:19:20
1535,1177,756,Wow,2025-01-31 13:33:40
1536,4684,1762,Helpful,2025-05-15 14:46:34
1537,2893,1388,Smile,2025-10-29 11:59:59
1538,5039,1611,Helpful,2025-09-17 03:06:04
1539,4947,510,Sad,2025-09-06 04:49:23
1540,635,159,Helpful,2025-08-20 13:21:14
1541,5895,1668,Love,2025-08-23 21:14:15
1542,1217,1138,Helpful,2025-03-13 06:27:23
1543,3675,1520,Thank,2025-08-08 07:07:52
1544,3683,1558,Agree,2025-06-09 05:56:36
1545,1163,1939,Sad,2025-07-09 21:57:05
1546,2740,918,Sad,2025-04-02 10:01:51
1547,666,1899,Sad,2025-04-03 20:08:27
1548,2945,805,Thank,2025-08-12 04:18:47
1549,5803,1907,Thank,2025-06-21 11:04:28
1550,799,412,Sad,2025-07-15 12:33:46
1551,533,228,Thank,2025-08-07 20:40:19
1552,1497,1721,Sad,2025-06-06 10:57:06
1553,4892,110,Agree,2025-06-16 20:29:29
1554,6492,211,Love,2025-11-21 09:13:39
1555,3023,2049,Sad,2025-11-10 15:58:29
1556,5726,1542,Smile,2025-03-02 22:20:17
1557,3361,174,Agree,2025-05-11 01:10:30
1558,5623,1541,Sad,2025-02-09 18:40:23
1559,5349,402,Agree,2025-10-24 00:30:00
1560,3377,358,Thank,2025-10-22 13:54:38
1561,1865,1380,Agree,2025-05-29 10:43:31
1562,3177,1068,Love,2025-08-03 18:29:40
1563,3887,1887,Helpful,2025-06-20 08:10:34
1564,3316,849,Sad,2025-06-10 14:38:31
1565,1502,1701,Love,2025-06-23 14:54:40
1566,2157,182,Thank,2025-06-15 11:40:49
1567,3308,1084,Smile,2025-07-30 04:35:35
1568,3047,1975,Sad,2025-11-15 20:41:14
1569,1747,767,Agree,2025-10-27 01:07:03
1570,5119,1442,Wow,2025-09-12 04:30:09
1571,6228,652,Sad,2025-02-13 15:26:01
1572,5792,1643,Agree,2025-10-18 17:02:33
1573,5191,2074,Agree,2025-06-20 13:27:30
1574,1302,870,Wow,2025-10-28 10:28:18
1575,1899,919,Wow,2025-08-06 21:57:27
1576,1025,1471,Thank,2025-10-14 11:38:06
1577,3499,1981,Thank,2025-04-20 20:10:24
1578,5702,1033,Thank,2025-10-08 20:46:43
1579,599,1863,Thank,2025-07-19 00:42:20
1580,4475,566,Sad,2025-09-03 20:06:19
1581,3237,312,Agree,2025-11-29 16:46:33
1582,1896,1533,Thank,2025-11-26 15:52:24
1583,2374,1169,Wow,2025-09-08 20:40:50
1584,2222,1017,Thank,2025-06-08 02:37:29
1585,1241,975,Thank,2025-04-08 21:48:56
1586,5913,1563,Agree,2025-07-23 11:32:17
1587,3532,2038,Helpful,2025-11-10 12:23:32
1588,3347,1640,Helpful,2025-02-19 19:28:46
1589,3459,1356,Smile,2025-09-19 17:40:14
1590,1773,895,Smile,2025-11-26 15:14:23
1591,5609,1945,Smile,2025-07-17 10:35:57
1592,5837,108,Wow,2025-12-03 20:02:16
1593,599,750,Wow,2025-07-19 08:18:20
1594,5468,1162,Helpful,2025-07-03 00:57:53
1595,1445,728,Love,2025-06-10 01:36:23
1596,5245,1512,Agree,2025-09-03 00:18:09
1597,3991,1134,Helpful,2025-01-07 21:29:43
1598,5484,1080,Helpful,2025-12-05 16:36:45
1599,5884,1210,Wow,2025-08-02 09:22:38
1600,2375,1309,Smile,2025-06-16 03:26:49
1601,2498,261,Thank,2025-10-16 11:54:17
1602,1962,1324,Wow,2025-09-14 09:32:32
1603,3921,854,Smile,2025-10-11 13:18:17
1604,2614,1095,Thank,2025-03-12 21:44:28
1605,4166,695,Smile,2025-10-18 22:56:45
1606,2062,449,Helpful,2025-09-08 03:54:03
1607,2476,162,Wow,2025-09-09 19:31:50
1608,1490,1129,Agree,2025-08-11 15:05:58
1609,5140,1094,Love,2025-07-27 21:22:27
1610,3001,396,Sad,2025-07-02 13:38:49
1611,4573,426,Sad,2025-08-27 00:59:43
1612,3390,2005,Sad,2025-06-30 13:16:11
1613,3584,1054,Wow,2025-08-06 14:04:20
1614,5042,1816,Smile,2025-08-06 06:21:55
1615,1499,729,Sad,2025-09-23 05:54:40
1616,5272,1802,Wow,2025-07-31 07:48:31
1617,2295,1126,Sad,2025-08-28 00:09:53
1618,6022,1133,Sad,2025-07-31 23:28:48
1619,1891,609,Agree,2025-10-05 23:27:07
1620,3573,1635,Agree,2025-08-14 22:29:57
1621,4618,1732,Wow,2025-01-24 10:10:13
1622,4964,1411,Smile,2025-01-07 23:22:49
1623,3551,1574,Sad,2025-04-09 17:02:49
1624,2331,937,Wow,2025-12-15 12:10:47
1625,4809,1519,Sad,2025-06-07 00:58:36
1626,2971,783,Helpful,2025-04-30 18:28:06
1627,2903,2090,Wow,2025-01-09 16:10:34
1628,4101,1991,Thank,2025-04-17 20:08:56
1629,5855,507,Thank,2025-05-12 22:58:38
1630,929,374,Love,2025-04-19 14:11:26
1631,5899,1050,Agree,2025-12-02 15:20:21
1632,1916,364,Smile,2025-12-01 16:53:12
1633,5616,1228,Sad,2025-09-27 11:08:42
1634,6213,591,Sad,2025-09-09 13:51:54
1635,807,1936,Helpful,2025-11-24 05:29:33
1636,5479,1419,Agree,2025-10-12 19:30:38
1637,3523,1215,Helpful,2025-07-20 16:39:05
1638,4630,927,Agree,2025-08-15 09:06:42
1639,1325,444,Love,2025-08-29 01:16:28
1640,4347,1267,Thank,2025-01-21 02:05:56
1641,2218,1699,Helpful,2025-07-11 03:11:57
1642,1429,1504,Wow,2025-08-23 15:18:28
1643,2510,1344,Sad,2025-02-05 00:10:01
1644,3960,1639,Love,2025-10-26 14:10:21
1645,2740,1110,Wow,2025-04-02 06:54:51
1646,2858,1026,Helpful,2025-01-05 03:50:07
1647,2120,160,Sad,2025-07-09 08:49:31
1648,1940,1234,Thank,2025-03-12 11:23:34
1649,4298,1035,Smile,2025-11-13 07:30:21
1650,2277,1490,Smile,2025-08-13 02:29:18
1651,3651,1729,Love,2025-06-20 02:55:18
1652,1545,1623,Smile,2025-07-13 02:28:07
1653,6256,694,Helpful,2025-05-31 10:46:37
1654,928,135,Helpful,2025-10-31 16:05:20
1655,2845,1803,Thank,2025-03-27 08:23:13
1656,3392,532,Agree,2025-10-21 21:51:33
1657,6237,502,Love,2025-11-18 14:57:20
1658,4202,126,Wow,2025-10-11 03:02:54
1659,1972,887,Love,2025-05-11 14:08:41
1660,5156,1976,Agree,2025-08-09 22:20:26
1661,6422,973,Thank,2025-09-16 00:04:41
1662,4365,1838,Smile,2025-02-09 17:14:53
1663,1212,1433,Helpful,2025-11-07 13:56:26
1664,6324,1139,Sad,2025-04-09 10:48:40
1665,763,1868,Helpful,2025-03-08 06:09:19
1666,4017,543,Wow,2025-08-04 23:41:40
1667,5240,527,Helpful,2025-10-13 00:03:39
1668,2273,1563,Sad,2025-06-12 13:13:37
1669,6366,1420,Smile,2025-06-22 01:15:54
1670,3190,2050,Helpful,2025-03-26 13:42:08
1671,1700,1507,Agree,2025-07-23 13:27:59
1672,522,1024,Love,2025-11-12 02:41:57
1673,4877,2037,Sad,2025-11-11 19:00:31
1674,6220,1429,Agree,2025-05-10 23:43:07
1675,1541,1030,Thank,2025-10-20 00:00:44
1676,4545,2022,Agree,2025-08-17 16:58:35
1677,3537,420,Agree,2025-10-25 03:10:09
1678,2423,459,Wow,2025-09-21 04:24:51
1679,5584,340,Thank,2025-07-06 18:59:06
1680,4663,1488,Love,2025-03-02 05:57:49
1681,523,509,Thank,2025-08-27 22:56:15
1682,1329,1970,Helpful,2025-03-18 01:13:20
1683,3396,2079,Wow,2025-06-23 19:41:03
1684,5383,910,Sad,2025-08-26 05:39:38
1685,6280,1567,Smile,2025-04-25 12:11:19
1686,3303,742,Agree,2025-05-10 11:39:51
1687,1017,622,Helpful,2025-08-30 21:08:35
1688,3255,1399,Smile,2025-09-16 12:51:56
1689,5952,847,Agree,2025-01-23 17:55:37
1690,1016,1725,Wow,2025-09-07 21:50:38
1691,2674,1813,Smile,2025-01-08 01:03:15
1692,570,1979,Love,2025-08-20 10:34:55
1693,3539,451,Smile,2025-10-20 22:04:07
1694,2961,1657,Wow,2025-09-11 00:54:17
1695,5101,1546,Helpful,2025-11-16 14:43:14
1696,3951,1083,Agree,2025-02-08 21:56:48
1697,6247,693,Love,2025-03-19 18:17:38
1698,5095,1035,Wow,2025-09-28 11:28:33
1699,3975,1404,Wow,2025-06-18 23:38:41
1700,4184,2002,Helpful,2025-10-23 05:47:24
1701,3324,1165,Wow,2025-09-11 22:52:15
1702,5460,285,Thank,2025-04-13 16:33:01
1703,925,1016,Love,2025-08-31 18:04:35
1704,4047,435,Love,2025-05-16 13:40:38
1705,4746,970,Love,2025-10-29 08:27:06
1706,6394,2004,Agree,2025-02-11 08:34:19
1707,3317,1450,Wow,2025-04-28 10:01:01
1708,1128,1286,Love,2025-10-06 14:00:34
1709,5003,1960,Sad,2025-08-17 14:31:16
1710,5572,1008,Helpful,2025-09-29 16:39:18
1711,1160,1241,Wow,2025-05-12 10:27:17
1712,1849,1550,Love,2025-08-10 05:47:29
1713,3428,807,Thank,2025-03-11 12:15:41
1714,739,1297,Helpful,2025-10-30 10:34:12
1715,2568,584,Thank,2025-01-23 14:50:22
1716,4648,633,Wow,2025-06-12 07:39:14
1717,5940,454,Agree,2025-09-17 17:19:50
1718,4469,1838,Sad,2025-11-25 02:38:26
1719,6203,185,Thank,2025-03-14 10:04:41
1720,1499,1990,Love,2025-09-22 23:15:40
