purchase_id,user_id,game_id,item_type,amount_usd,purchased_at
1378,1461,15,extra_lives,0.99,2024-12-07 09:48:09
1379,146,14,extra_lives,1.99,2024-03-14 01:51:28
1380,754,19,extra_lives,1.99,2024-09-01 11:19:03
1381,722,2,hint_pack,1.99,2024-11-27 07:30:34
1382,2872,9,hint_pack,2.99,2024-11-04 02:48:33
1383,1636,,ad_removal,4.99,2024-08-13 06:37:58
1384,2952,,cosmetic,4.99,2024-11-30 11:57:10
1385,1356,,cosmetic,1.99,2024-07-06 04:48:58
1386,1782,6,hint_pack,2.99,2024-08-24 17:03:30
1387,508,22,game_unlock,4.99,2024-08-27 22:30:54
1388,814,3,hint_pack,1.99,2024-09-13 02:45:02
1389,1702,22,hint_pack,0.99,2024-11-03 02:49:23
1390,1977,,premium_subscription,14.99,2024-12-23 19:34:38
1391,1789,5,extra_lives,1.99,2024-11-03 03:44:57
1392,174,2,hint_pack,1.99,2024-11-23 19:53:34
1393,2979,10,hint_pack,1.99,2024-01-29 10:50:24
1394,1283,8,hint_pack,1.99,2024-10-30 11:35:01
1395,1269,18,hint_pack,0.99,2024-09-16 17:37:50
1396,200,9,hint_pack,2.99,2024-09-16 10:02:10
1397,2759,,ad_removal,4.99,2024-10-24 22:40:45
1398,1044,21,game_unlock,2.99,2024-12-22 20:05:07
1399,2403,,premium_subscription,4.99,2024-10-08 21:44:31
1400,935,12,extra_lives,1.99,2024-10-18 10:09:17
1401,2963,24,game_unlock,4.99,2024-10-22 13:41:32
1402,286,3,hint_pack,1.99,2024-04-10 11:56:39
1403,2371,,cosmetic,2.99,2024-12-30 09:58:25
1404,2158,24,extra_lives,1.99,2024-10-02 22:01:01
1405,2441,15,game_unlock,2.99,2024-12-02 13:26:35
1406,2990,19,hint_pack,2.99,2024-11-29 03:52:18
1407,41,24,hint_pack,2.99,2024-11-30 22:48:17
1408,677,,premium_subscription,9.99,2024-12-05 11:23:33
1409,2870,2,game_unlock,6.99,2024-11-11 23:07:14
1410,200,2,extra_lives,1.99,2024-12-23 03:09:44
1411,1779,1,hint_pack,0.99,2024-03-30 15:28:20
1412,2591,21,extra_lives,1.99,2024-10-15 03:23:24
1413,2963,17,hint_pack,2.99,2024-10-25 18:08:41
1414,341,10,hint_pack,2.99,2024-09-15 07:29:59
1415,1703,21,hint_pack,2.99,2024-05-06 03:09:52
1416,2376,8,hint_pack,2.99,2024-04-24 19:50:55
1417,2955,11,extra_lives,0.99,2024-11-21 08:10:19
1418,2725,5,extra_lives,1.99,2024-10-22 04:31:44
1419,2300,12,hint_pack,0.99,2024-05-24 15:46:09
1420,352,20,game_unlock,6.99,2024-09-05 14:01:32
1421,2287,23,hint_pack,1.99,2024-10-05 16:32:48
1422,87,9,hint_pack,1.99,2024-07-08 08:14:03
1423,1174,,premium_subscription,14.99,2024-12-03 12:50:05
1424,1669,24,extra_lives,0.99,2024-10-07 09:59:14
1425,760,,premium_subscription,9.99,2024-12-11 03:05:43
1426,737,,cosmetic,1.99,2024-09-29 21:02:16
1427,1769,,premium_subscription,9.99,2024-12-26 16:45:58
1428,176,5,game_unlock,2.99,2024-12-12 13:30:19
1429,1747,9,extra_lives,0.99,2024-11-10 13:20:07
1430,1229,,cosmetic,1.99,2024-11-12 00:14:13
1431,1552,12,extra_lives,0.99,2024-10-31 02:21:38
1432,698,16,hint_pack,1.99,2024-12-19 04:39:04
1433,48,2,hint_pack,2.99,2024-07-14 07:59:56
1434,2772,,ad_removal,4.99,2024-09-11 22:32:39
1435,2763,,ad_removal,2.99,2024-06-06 15:50:24
1436,609,10,hint_pack,2.99,2024-10-18 21:58:53
1437,2032,6,game_unlock,6.99,2024-12-19 05:34:34
1438,1243,,cosmetic,2.99,2024-11-10 03:53:41
1439,775,,cosmetic,1.99,2024-09-18 09:33:50
1440,1630,,premium_subscription,4.99,2024-07-01 01:30:09
1441,1745,19,game_unlock,2.99,2024-10-13 08:33:03
1442,2381,2,hint_pack,1.99,2024-11-10 05:58:17
1443,838,,cosmetic,2.99,2024-12-14 10:57:09
1444,1079,1,extra_lives,0.99,2024-10-11 03:57:13
1445,250,2,hint_pack,2.99,2024-12-10 07:36:34
1446,1748,,cosmetic,4.99,2024-10-31 01:13:41
1447,837,6,extra_lives,1.99,2024-10-05 03:53:09
1448,1217,13,game_unlock,6.99,2024-03-04 22:30:13
1449,1598,,cosmetic,2.99,2024-12-19 14:20:12
1450,2158,16,extra_lives,0.99,2024-11-30 01:19:25
1451,445,7,hint_pack,2.99,2024-08-01 21:48:31
1452,2720,,cosmetic,4.99,2024-09-21 05:02:25
1453,1730,20,extra_lives,1.99,2024-12-07 05:52:16
1454,1546,,cosmetic,4.99,2024-10-11 08:06:45
1455,2266,4,extra_lives,0.99,2024-11-28 15:58:15
1456,1257,,ad_removal,4.99,2024-05-07 16:13:41
1457,276,,cosmetic,2.99,2024-11-11 22:06:33
1458,1981,6,extra_lives,1.99,2024-12-16 06:41:52
1459,1870,17,game_unlock,2.99,2024-08-05 01:41:47
1460,917,19,hint_pack,0.99,2024-10-21 13:46:36
1461,1269,,ad_removal,2.99,2024-12-22 16:22:59
1462,2538,,cosmetic,2.99,2024-11-03 08:05:50
1463,1017,,ad_removal,2.99,2024-12-14 08:36:28
1464,262,7,extra_lives,0.99,2024-09-01 06:02:45
1465,444,,ad_removal,2.99,2024-06-23 09:42:16
1466,2356,21,game_unlock,2.99,2024-10-19 03:08:20
1467,1012,22,extra_lives,1.99,2024-12-03 18:36:03
1468,1210,2,game_unlock,6.99,2024-07-15 14:40:40
1469,1222,11,extra_lives,0.99,2024-03-05 23:43:16
1470,1305,,cosmetic,2.99,2024-11-09 14:39:39
1471,48,,cosmetic,2.99,2024-10-21 12:32:43
1472,709,19,game_unlock,4.99,2024-07-28 15:56:58
1473,1018,18,game_unlock,6.99,2024-12-13 18:25:06
1474,2941,,ad_removal,2.99,2024-09-23 02:35:19
1475,2576,,ad_removal,4.99,2024-12-23 00:57:27
1476,2807,5,hint_pack,0.99,2024-03-12 04:51:17
1477,276,17,extra_lives,0.99,2024-12-05 23:12:24
1478,2308,5,extra_lives,0.99,2024-02-12 05:09:19
1479,2973,12,extra_lives,1.99,2024-12-04 03:42:40
1480,2684,13,extra_lives,1.99,2024-08-09 14:44:53
1481,2248,,premium_subscription,14.99,2024-10-01 04:37:48
1482,1578,9,hint_pack,2.99,2024-05-12 09:31:37
1483,2219,7,extra_lives,0.99,2024-12-22 04:02:19
1484,618,7,extra_lives,1.99,2024-09-27 09:01:29
1485,148,,cosmetic,1.99,2024-12-30 01:37:30
1486,2320,3,hint_pack,0.99,2024-09-18 12:50:10
1487,1131,,cosmetic,4.99,2024-12-28 00:49:04
1488,654,,cosmetic,4.99,2024-09-19 13:18:04
1489,1372,7,extra_lives,1.99,2024-11-03 05:42:25
1490,2831,8,hint_pack,2.99,2024-08-05 20:59:38
1491,1447,,cosmetic,2.99,2024-09-25 01:10:14
1492,2002,,ad_removal,4.99,2024-03-15 08:16:09
1493,2822,,premium_subscription,4.99,2024-12-02 22:39:47
1494,2478,12,extra_lives,0.99,2024-03-14 09:01:44
1495,688,13,game_unlock,6.99,2024-05-03 16:03:16
1496,2149,14,hint_pack,2.99,2024-10-30 06:10:28
1497,1789,9,extra_lives,1.99,2024-12-14 09:30:50
1498,2381,19,extra_lives,1.99,2024-12-12 03:20:58
1499,124,,premium_subscription,9.99,2024-07-20 20:32:52
1500,1574,21,hint_pack,0.99,2024-04-24 13:18:58
1501,2400,15,extra_lives,0.99,2024-02-21 01:26:28
1502,393,4,extra_lives,0.99,2024-09-23 08:28:42
1503,80,,premium_subscription,4.99,2024-12-12 20:20:12
1504,1800,24,extra_lives,0.99,2024-11-07 13:29:11
1505,1210,1,game_unlock,6.99,2024-12-15 17:40:02
1506,1975,25,hint_pack,1.99,2024-12-23 22:54:10
1507,77,13,game_unlock,4.99,2024-08-18 23:32:28
1508,2189,24,extra_lives,0.99,2024-12-30 05:05:56
1509,2294,15,extra_lives,1.99,2024-09-14 17:01:28
1510,1646,25,extra_lives,1.99,2024-04-23 15:52:39
1511,1782,12,game_unlock,4.99,2024-09-24 07:46:56
1512,2720,18,hint_pack,2.99,2024-03-25 05:51:38
1513,2157,,premium_subscription,14.99,2024-05-16 04:32:32
1514,2961,,cosmetic,2.99,2024-09-01 17:49:58
1515,380,2,hint_pack,0.99,2024-12-13 03:11:08
1516,1934,3,extra_lives,1.99,2024-04-21 08:47:41
1517,492,,ad_removal,4.99,2024-06-27 14:06:06
1518,2543,,premium_subscription,14.99,2024-12-17 20:29:24
1519,2667,22,game_unlock,6.99,2024-06-13 20:31:14
1520,186,7,game_unlock,6.99,2024-08-26 14:58:40
1521,735,8,extra_lives,0.99,2024-11-26 01:42:11
1522,1911,4,hint_pack,1.99,2024-09-20 15:02:14
1523,637,,premium_subscription,14.99,2024-06-22 07:32:33
1524,1235,,cosmetic,1.99,2024-10-01 23:41:26
1525,995,,cosmetic,4.99,2024-07-04 00:59:25
1526,1308,24,extra_lives,0.99,2024-08-19 08:43:28
1527,2338,,premium_subscription,9.99,2024-11-14 22:20:34
1528,1220,9,extra_lives,1.99,2024-08-31 11:40:51
1529,1961,,cosmetic,2.99,2024-11-11 14:20:47
1530,2222,15,extra_lives,0.99,2024-10-04 06:55:26
1531,39,,ad_removal,2.99,2024-10-06 17:10:45
1532,730,,premium_subscription,4.99,2024-10-21 02:17:19
1533,2804,17,extra_lives,1.99,2024-10-16 06:42:19
1534,2123,5,game_unlock,2.99,2024-08-26 10:22:34
1535,2167,,premium_subscription,14.99,2024-10-20 23:48:15
1536,1405,6,hint_pack,0.99,2024-04-28 18:11:42
1537,2874,,premium_subscription,14.99,2024-10-29 13:39:32
1538,2718,,cosmetic,1.99,2024-05-30 20:00:06
1539,266,22,hint_pack,2.99,2024-06-01 11:36:05
1540,1780,,ad_removal,4.99,2024-11-07 03:55:26
1541,1862,8,game_unlock,6.99,2024-07-12 04:11:27
1542,2532,21,game_unlock,6.99,2024-12-26 18:55:17
1543,1551,2,extra_lives,0.99,2024-12-11 14:54:20
1544,1660,6,extra_lives,1.99,2024-07-01 09:23:08
1545,2054,,cosmetic,1.99,2024-12-04 22:07:57
1546,1085,,premium_subscription,4.99,2024-11-07 01:23:23
1547,218,,cosmetic,1.99,2024-05-10 10:03:36
1548,1648,,cosmetic,2.99,2024-12-07 15:47:36
1549,2293,21,extra_lives,1.99,2024-11-18 04:01:15
1550,2557,,cosmetic,2.99,2024-12-13 23:20:13
1551,1455,9,extra_lives,0.99,2024-11-08 17:35:58
1552,174,,premium_subscription,14.99,2024-10-30 05:31:19
1553,2697,,ad_removal,4.99,2024-02-14 23:46:13
1554,650,16,game_unlock,2.99,2024-08-07 17:18:44
1555,1251,,ad_removal,2.99,2024-09-02 10:48:35
1556,1079,2,hint_pack,1.99,2024-06-29 02:40:12
1557,2831,3,extra_lives,1.99,2024-09-13 18:07:19
1558,2145,8,game_unlock,6.99,2024-12-02 21:48:04
1559,476,,cosmetic,1.99,2024-05-01 00:21:16
1560,1969,21,hint_pack,1.99,2024-09-10 11:44:41
1561,766,,cosmetic,4.99,2024-12-19 19:02:32
1562,2396,,cosmetic,4.99,2024-09-09 10:32:10
1563,2897,,ad_removal,2.99,2024-10-20 12:48:37
1564,325,22,hint_pack,1.99,2024-09-29 04:28:48
1565,1349,11,extra_lives,1.99,2024-09-14 02:03:23
1566,2543,11,extra_lives,1.99,2024-11-05 04:25:34
1567,2454,,ad_removal,2.99,2024-05-09 06:17:47
1568,643,,premium_subscription,14.99,2024-09-12 09:25:06
1569,2946,,premium_subscription,4.99,2024-09-05 20:36:15
1570,2961,14,extra_lives,1.99,2024-04-03 17:49:15
1571,1535,3,game_unlock,4.99,2024-07-21 11:17:37
1572,2743,,ad_removal,2.99,2024-07-27 17:13:08
1573,2386,22,hint_pack,1.99,2024-07-16 18:46:28
1574,1496,9,hint_pack,0.99,2024-09-25 02:52:02
1575,2915,17,extra_lives,0.99,2024-11-12 13:49:32
1576,1640,17,extra_lives,1.99,2024-04-13 22:04:22
1577,1486,2,hint_pack,2.99,2024-12-01 09:29:09
1578,2587,11,extra_lives,1.99,2024-09-28 11:36:24
1579,948,9,hint_pack,1.99,2024-09-20 00:46:52
1580,1281,,cosmetic,1.99,2024-11-09 07:05:53
1581,1007,,cosmetic,4.99,2024-09-24 21:48:46
1582,2320,17,hint_pack,1.99,2024-10-04 20:26:22
1583,2118,20,extra_lives,1.99,2024-12-08 09:50:42
1584,670,,premium_subscription,4.99,2024-09-14 11:35:50
1585,760,18,game_unlock,6.99,2024-10-08 12:10:27
1586,2008,,premium_subscription,9.99,2024-05-03 10:56:13
1587,2432,7,game_unlock,2.99,2024-07-21 09:22:04
1588,1715,8,hint_pack,0.99,2024-12-30 10:35:11
1589,2764,25,hint_pack,0.99,2024-07-18 14:07:59
1590,1082,10,extra_lives,1.99,2024-10-29 09:38:43
1591,2997,,premium_subscription,4.99,2024-11-15 19:39:42
1592,243,4,game_unlock,4.99,2024-12-18 18:31:22
1593,2621,,cosmetic,4.99,2024-09-03 09:09:31
1594,2743,21,hint_pack,2.99,2024-11-11 18:05:30
1595,411,1,extra_lives,0.99,2024-10-09 00:03:14
1596,174,,cosmetic,4.99,2024-10-28 19:18:35
1597,2226,9,game_unlock,4.99,2024-03-23 07:30:49
1598,476,4,hint_pack,1.99,2024-08-24 01:21:22
1599,2372,,cosmetic,1.99,2024-12-25 05:02:52
1600,2654,14,game_unlock,2.99,2024-10-23 09:49:37
1601,2555,12,extra_lives,0.99,2024-10-16 07:02:42
1602,622,11,hint_pack,0.99,2024-12-26 09:15:50
1603,2267,7,extra_lives,0.99,2024-12-30 10:40:11
1604,2955,19,hint_pack,1.99,2024-10-25 23:17:43
1605,1889,11,extra_lives,0.99,2024-09-04 11:19:28
1606,1144,22,extra_lives,1.99,2024-10-03 19:22:49
1607,1077,12,hint_pack,0.99,2024-10-04 23:27:29
1608,1598,,cosmetic,2.99,2024-11-29 11:16:03
1609,1861,3,game_unlock,6.99,2024-10-18 06:19:29
1610,328,,ad_removal,4.99,2024-10-12 21:05:39
1611,1303,23,game_unlock,4.99,2024-11-03 12:57:26
1612,1475,,ad_removal,2.99,2024-05-12 02:40:19
1613,1459,14,extra_lives,1.99,2024-07-16 09:02:40
1614,2387,4,extra_lives,0.99,2024-08-05 10:51:31
1615,346,7,hint_pack,0.99,2024-12-22 10:09:24
1616,2201,,premium_subscription,14.99,2024-09-22 06:09:47
1617,77,,cosmetic,2.99,2024-10-10 08:26:23
1618,1260,,ad_removal,4.99,2024-04-27 21:27:08
1619,1507,,premium_subscription,9.99,2024-11-03 06:24:44
1620,2356,15,extra_lives,1.99,2024-03-13 19:20:45
1621,2494,15,hint_pack,2.99,2024-11-19 21:40:44
1622,2025,,cosmetic,4.99,2024-09-18 06:11:49
1623,1809,4,extra_lives,1.99,2024-12-04 09:43:48
1624,476,22,extra_lives,1.99,2024-10-09 06:31:49
1625,846,,premium_subscription,14.99,2024-10-11 02:36:14
1626,317,,ad_removal,4.99,2024-09-28 20:08:17
1627,61,,premium_subscription,14.99,2024-12-07 15:25:06
1628,2508,,cosmetic,2.99,2024-02-18 01:02:58
1629,2136,3,hint_pack,2.99,2024-12-25 14:26:09
1630,2114,5,hint_pack,1.99,2024-12-05 12:42:10
1631,2920,,ad_removal,2.99,2024-12-20 14:20:06
1632,2514,13,hint_pack,0.99,2024-08-11 03:42:25
1633,2416,24,game_unlock,4.99,2024-12-18 21:45:24
1634,2820,22,hint_pack,0.99,2024-12-09 21:13:31
1635,2246,,cosmetic,1.99,2024-12-26 21:33:48
1636,1903,,ad_removal,4.99,2024-11-25 05:57:53
1637,237,19,game_unlock,2.99,2024-05-20 19:22:32
1638,1676,20,hint_pack,1.99,2024-09-01 15:34:47
1639,2184,,premium_subscription,14.99,2024-10-14 08:23:31
1640,2234,,cosmetic,2.99,2024-08-05 09:12:00
1641,296,5,hint_pack,1.99,2024-12-23 03:00:21
1642,2571,23,hint_pack,1.99,2024-12-23 09:33:27
1643,2622,6,hint_pack,1.99,2024-10-22 17:37:51
1644,828,22,extra_lives,0.99,2024-11-12 02:33:01
1645,2479,25,game_unlock,2.99,2024-04-24 01:02:39
1646,2897,22,extra_lives,0.99,2024-11-16 08:15:18
1647,250,15,hint_pack,0.99,2024-12-14 03:47:31
1648,2683,4,hint_pack,0.99,2024-12-05 23:45:14
1649,658,11,extra_lives,0.99,2024-11-12 16:15:14
1650,2750,,cosmetic,4.99,2024-12-09 22:46:18
1651,2203,12,hint_pack,2.99,2024-12-27 09:11:23
1652,579,24,hint_pack,0.99,2024-11-10 19:39:20
1653,1631,16,hint_pack,2.99,2024-12-04 03:08:10
1654,1297,11,game_unlock,4.99,2024-10-04 18:41:25
1655,2811,,premium_subscription,14.99,2024-08-25 16:06:35
1656,1056,,cosmetic,1.99,2024-08-05 15:34:15
1657,1945,3,hint_pack,0.99,2024-12-26 03:53:43
1658,2456,14,hint_pack,2.99,2024-09-22 23:32:39
1659,1039,,cosmetic,2.99,2024-11-29 15:50:30
1660,795,,cosmetic,1.99,2024-07-12 15:09:47
1661,1267,13,extra_lives,1.99,2024-11-09 11:43:07
1662,772,,cosmetic,2.99,2024-08-23 05:44:17
1663,637,24,hint_pack,1.99,2024-06-11 18:04:03
1664,2440,2,extra_lives,0.99,2024-12-02 04:00:57
1665,103,20,hint_pack,0.99,2024-10-30 21:46:51
1666,981,,premium_subscription,14.99,2024-08-28 13:06:14
1667,185,10,extra_lives,1.99,2024-10-06 07:07:11
1668,1408,22,extra_lives,1.99,2024-08-26 21:17:45
1669,774,5,hint_pack,0.99,2024-04-25 04:30:30
1670,2566,24,game_unlock,6.99,2024-07-03 16:09:26
1671,274,10,extra_lives,1.99,2024-12-28 01:15:15
1672,494,19,extra_lives,0.99,2024-12-26 19:39:54
1673,2868,24,hint_pack,0.99,2024-01-15 14:24:28
1674,2440,17,extra_lives,0.99,2024-11-21 17:40:32
1675,1808,8,extra_lives,1.99,2024-12-04 17:23:10
1676,211,18,hint_pack,1.99,2024-09-02 21:26:52
1677,2403,,premium_subscription,9.99,2024-09-12 01:16:33
1678,463,,ad_removal,4.99,2024-06-29 22:44:22
1679,406,19,extra_lives,1.99,2024-12-07 08:57:15
1680,2371,,cosmetic,1.99,2024-12-04 21:02:07
1681,1448,,premium_subscription,4.99,2024-12-26 18:05:29
1682,2371,23,hint_pack,1.99,2024-11-10 13:53:21
1683,563,13,extra_lives,0.99,2024-11-23 19:33:33
1684,947,2,game_unlock,2.99,2024-09-27 13:16:54
1685,804,9,hint_pack,1.99,2024-11-22 11:37:25
1686,2587,25,game_unlock,4.99,2024-12-07 06:01:55
1687,1934,25,hint_pack,1.99,2024-07-16 15:41:44
1688,504,10,game_unlock,6.99,2024-10-25 15:44:34
1689,2408,2,extra_lives,1.99,2024-10-13 10:20:16
1690,2893,13,game_unlock,4.99,2024-06-13 18:40:09
1691,497,7,hint_pack,0.99,2024-12-20 03:25:05
1692,2131,20,game_unlock,6.99,2024-04-25 21:00:12
1693,968,,cosmetic,2.99,2024-12-26 14:17:54
1694,961,,premium_subscription,9.99,2024-08-14 23:55:20
1695,264,1,extra_lives,1.99,2024-12-22 13:35:38
1696,1228,,ad_removal,2.99,2024-12-06 05:20:25
1697,796,,cosmetic,1.99,2024-08-27 14:22:20
1698,1336,4,hint_pack,2.99,2024-11-21 14:34:59
1699,2831,,cosmetic,1.99,2024-05-14 08:21:03
1700,180,19,hint_pack,1.99,2024-11-15 02:21:38
1701,1177,15,extra_lives,1.99,2024-09-23 18:34:40
1702,779,19,game_unlock,6.99,2024-12-13 17:39:48
1703,2644,,premium_subscription,4.99,2024-07-10 12:25:09
1704,1748,17,game_unlock,6.99,2024-09-21 10:15:50
1705,885,5,hint_pack,1.99,2024-10-01 10:34:47
1706,2720,,premium_subscription,14.99,2024-06-12 12:48:01
1707,823,,ad_removal,2.99,2024-05-24 18:38:05
1708,2831,1,game_unlock,4.99,2024-08-08 16:03:05
1709,2054,,premium_subscription,4.99,2024-12-13 18:53:25
1710,2143,6,hint_pack,2.99,2024-07-09 17:39:34
1711,1992,7,game_unlock,6.99,2024-12-03 22:28:15
1712,2343,20,extra_lives,1.99,2024-02-26 14:08:24
1713,1349,21,hint_pack,0.99,2024-11-06 18:49:58
1714,1935,,ad_removal,2.99,2024-11-21 23:47:42
1715,246,5,game_unlock,2.99,2024-09-17 20:04:46
1716,774,15,game_unlock,2.99,2024-03-13 09:16:19
1717,1246,,ad_removal,2.99,2024-12-23 13:29:50
1718,1616,,ad_removal,2.99,2024-12-25 04:56:49
1719,766,,ad_removal,4.99,2024-12-04 16:06:36
1720,769,,ad_removal,2.99,2024-06-25 07:46:22
1721,2147,,ad_removal,2.99,2024-06-14 05:27:02
1722,1847,,cosmetic,1.99,2024-07-23 03:38:01
1723,558,,cosmetic,1.99,2024-09-22 08:17:23
1724,240,13,hint_pack,0.99,2024-06-07 23:32:05
1725,2714,16,extra_lives,1.99,2024-06-10 20:39:30
1726,1291,4,game_unlock,4.99,2024-12-24 09:11:43
1727,2810,11,game_unlock,2.99,2024-12-02 00:21:57
1728,272,20,game_unlock,6.99,2024-11-24 23:58:53
1729,2032,,ad_removal,2.99,2024-11-21 03:17:44
1730,49,19,extra_lives,1.99,2024-11-26 09:31:02
1731,180,,cosmetic,2.99,2024-07-12 23:14:25
1732,2796,7,hint_pack,1.99,2024-12-18 20:55:24
1733,2794,,ad_removal,2.99,2024-04-15 17:27:33
1734,900,6,extra_lives,0.99,2024-09-21 00:41:28
1735,995,4,extra_lives,0.99,2024-06-03 06:30:57
1736,1007,17,extra_lives,0.99,2024-11-26 17:57:36
1737,1093,,premium_subscription,14.99,2024-11-01 09:27:42
1738,2669,,premium_subscription,4.99,2024-12-05 03:42:22
1739,483,8,extra_lives,0.99,2024-07-16 23:11:50
1740,1988,7,hint_pack,2.99,2024-10-04 00:36:40
1741,497,7,hint_pack,0.99,2024-11-05 00:02:45
1742,2345,20,game_unlock,6.99,2024-08-27 06:49:30
1743,745,4,extra_lives,1.99,2024-11-22 07:43:17
1744,2348,4,extra_lives,0.99,2024-09-18 07:47:31
1745,1451,,cosmetic,2.99,2024-12-25 23:46:00
1746,1316,,cosmetic,2.99,2024-09-02 19:26:24
1747,1873,,premium_subscription,9.99,2024-12-15 16:13:19
1748,433,20,hint_pack,0.99,2024-10-14 14:32:44
1749,2013,19,game_unlock,6.99,2024-12-13 10:27:51
1750,1610,22,hint_pack,2.99,2024-07-14 01:12:26
1751,2764,13,extra_lives,1.99,2024-10-12 23:01:34
1752,2543,,cosmetic,4.99,2024-10-29 18:06:42
1753,1630,,ad_removal,4.99,2024-09-08 21:00:33
1754,778,,cosmetic,2.99,2024-11-15 10:02:59
1755,568,,premium_subscription,14.99,2024-12-23 00:08:35
1756,1265,4,extra_lives,1.99,2024-04-21 04:35:20
1757,122,18,hint_pack,1.99,2024-09-25 05:22:04
1758,1689,13,hint_pack,0.99,2024-11-11 00:44:03
1759,725,,cosmetic,1.99,2024-12-27 00:49:09
1760,499,,ad_removal,4.99,2024-12-11 04:40:50
1761,1961,,premium_subscription,14.99,2024-08-26 04:47:31
1762,2665,14,hint_pack,1.99,2024-09-17 07:09:25
1763,2760,23,extra_lives,0.99,2024-02-29 21:23:34
1764,193,,premium_subscription,9.99,2024-12-20 02:25:42
1765,278,25,game_unlock,4.99,2024-12-25 03:54:20
1766,2963,,ad_removal,4.99,2024-05-16 18:54:01
1767,261,6,extra_lives,1.99,2024-11-17 21:30:42
1768,1006,,cosmetic,4.99,2024-10-18 13:32:59
1769,659,,ad_removal,4.99,2024-07-25 01:42:56
1770,1251,22,extra_lives,1.99,2024-07-28 20:19:28
1771,746,8,hint_pack,2.99,2024-09-27 12:35:30
1772,353,16,extra_lives,0.99,2024-10-07 19:24:08
1773,1670,5,hint_pack,1.99,2024-12-02 06:27:16
1774,820,18,hint_pack,1.99,2024-12-12 06:26:49
1775,2726,8,game_unlock,6.99,2024-12-14 20:53:43
1776,143,,cosmetic,4.99,2024-09-04 12:43:18
1777,611,,ad_removal,4.99,2024-11-03 10:06:02
1778,2583,25,game_unlock,6.99,2024-12-20 18:17:38
1779,2071,1,extra_lives,1.99,2024-08-22 04:01:22
1780,573,25,hint_pack,1.99,2024-12-26 06:44:49
1781,1295,14,hint_pack,0.99,2024-09-15 01:35:40
1782,1179,8,hint_pack,1.99,2024-07-12 18:40:39
1783,2867,11,hint_pack,2.99,2024-11-01 20:33:15
1784,2251,12,hint_pack,2.99,2024-06-09 21:39:55
1785,920,24,extra_lives,1.99,2024-04-13 19:24:30
1786,873,8,extra_lives,0.99,2024-02-29 13:01:24
1787,2955,,ad_removal,2.99,2024-10-26 12:53:47
1788,945,23,hint_pack,0.99,2024-11-09 02:03:36
1789,2749,1,game_unlock,6.99,2024-07-21 18:51:55
1790,1802,23,hint_pack,1.99,2024-10-18 16:40:03
1791,359,21,game_unlock,2.99,2024-11-17 04:06:22
1792,1498,25,extra_lives,0.99,2024-11-03 08:24:42
1793,2332,17,extra_lives,1.99,2024-09-18 21:58:36
1794,1218,,premium_subscription,14.99,2024-05-29 17:02:14
1795,118,,cosmetic,2.99,2024-12-21 18:12:25
1796,1609,1,hint_pack,2.99,2024-11-28 13:31:00
1797,353,4,hint_pack,2.99,2024-09-27 14:09:33
1798,2566,,cosmetic,2.99,2024-08-20 19:24:38
1799,2887,9,extra_lives,0.99,2024-11-27 08:13:01
1800,41,4,hint_pack,0.99,2024-08-26 08:52:22
1801,2702,,cosmetic,1.99,2024-11-24 02:59:17
1802,1562,16,hint_pack,1.99,2024-12-10 22:48:43
1803,2024,,premium_subscription,14.99,2024-12-31 11:36:14
1804,2379,,cosmetic,1.99,2024-12-17 21:32:17
1805,2074,21,extra_lives,1.99,2024-10-16 14:53:05
1806,1395,1,extra_lives,1.99,2024-11-07 14:16:47
1807,2005,,cosmetic,1.99,2024-04-12 09:43:58
1808,2313,22,extra_lives,1.99,2024-11-18 04:20:13
1809,1417,,premium_subscription,14.99,2024-01-21 05:34:37
1810,1403,17,game_unlock,6.99,2024-10-09 11:11:29
1811,627,,ad_removal,4.99,2024-10-24 07:45:31
1812,2814,14,game_unlock,6.99,2024-09-26 11:37:15
1813,2215,1,extra_lives,1.99,2024-10-25 22:20:04
1814,2304,23,hint_pack,0.99,2024-06-24 05:04:30
1815,2156,21,hint_pack,2.99,2024-11-08 02:10:22
1816,2260,9,extra_lives,0.99,2024-12-06 16:53:47
1817,1726,16,game_unlock,6.99,2024-12-26 22:59:10
1818,1742,,cosmetic,1.99,2024-11-23 01:40:01
1819,1883,1,game_unlock,4.99,2024-08-13 10:32:42
1820,2111,,premium_subscription,9.99,2024-12-15 23:24:25
1821,2938,18,extra_lives,1.99,2024-08-25 20:43:22
1822,154,8,extra_lives,1.99,2024-11-22 04:28:57
1823,274,3,extra_lives,1.99,2024-11-30 22:49:53
1824,754,24,extra_lives,0.99,2024-11-01 19:19:35
1825,536,13,extra_lives,0.99,2024-06-26 16:12:55
1826,2672,,ad_removal,2.99,2024-11-04 17:52:41
1827,2736,22,hint_pack,0.99,2024-10-18 21:01:13
1828,2441,,premium_subscription,9.99,2024-09-13 10:22:31
1829,367,25,hint_pack,2.99,2024-12-21 17:31:00
1830,2410,,cosmetic,1.99,2024-12-03 02:55:39
1831,478,10,hint_pack,2.99,2024-07-29 01:12:37
1832,1568,,premium_subscription,9.99,2024-12-30 17:06:05
1833,2463,20,game_unlock,6.99,2024-06-13 08:55:21
1834,2990,17,hint_pack,2.99,2024-11-06 20:44:11
1835,1789,,cosmetic,1.99,2024-11-09 06:53:58
1836,24,,premium_subscription,4.99,2024-10-23 11:36:10
