session_id,user_id,game_id,device_type,started_at,ended_at,completed,score
10448,2318,24,mobile_ios,2024-11-05 22:34:15,2024-11-05 22:46:15,0,
10449,2719,9,alexa,2024-11-01 04:13:57,2024-11-01 04:28:57,0,
10450,126,2,mobile_ios,2024-10-29 15:25:22,2024-10-29 15:29:22,0,
10451,2548,13,mobile_ios,2024-11-25 20:22:27,2024-11-25 20:47:27,1,674
10452,522,13,google_home,2024-07-09 16:46:47,2024-07-09 16:47:47,0,
10453,2735,23,mobile_ios,2024-10-02 18:09:59,2024-10-02 18:13:59,1,1212
10454,77,5,mobile_android,2024-12-01 13:48:02,2024-12-01 13:58:02,1,960
10455,1211,13,mobile_ios,2024-10-29 01:22:50,2024-10-29 02:05:50,1,1205
10456,2360,13,alexa,2024-07-23 20:02:33,2024-07-23 20:09:33,0,
10457,1046,23,alexa,2024-09-24 22:29:39,2024-09-24 22:58:39,0,
10458,2174,21,mobile_android,2024-11-01 16:32:18,2024-11-01 17:07:18,1,924
10459,252,15,mobile_ios,2024-12-01 02:33:09,2024-12-01 02:48:09,1,1398
10460,360,2,google_home,2024-09-17 12:49:22,2024-09-17 13:13:22,1,988
10461,1878,16,alexa,2024-11-14 05:05:03,2024-11-14 05:11:03,0,
10462,818,18,alexa,2024-12-04 09:30:25,2024-12-04 09:53:25,0,
10463,2520,20,mobile_ios,2024-12-30 05:37:33,2024-12-30 05:40:33,1,246
10464,392,25,google_home,2024-12-26 22:36:19,2024-12-26 22:45:19,1,968
10465,1295,22,mobile_android,2024-09-14 19:51:22,2024-09-14 20:01:22,0,
10466,104,11,mobile_android,2024-11-29 07:48:05,2024-11-29 08:01:05,1,1264
10467,2248,16,mobile_ios,2024-07-26 12:52:56,2024-07-26 12:56:56,1,297
10468,1661,18,alexa,2024-04-19 16:00:54,2024-04-19 16:09:54,1,1161
10469,2421,1,google_home,2024-05-20 05:51:19,2024-05-20 06:15:19,1,1787
10470,175,3,google_home,2024-12-02 06:21:19,2024-12-02 07:03:19,1,156
10471,1329,25,google_home,2024-10-05 10:02:31,2024-10-05 10:11:31,0,
10472,928,11,google_home,2024-11-21 08:01:20,2024-11-21 08:13:20,1,1744
10473,2217,4,alexa,2024-10-03 11:01:03,2024-10-03 11:11:03,1,1134
10474,676,21,mobile_android,2024-08-05 22:25:44,2024-08-05 22:39:44,0,
10475,1739,4,alexa,2024-12-06 08:44:28,2024-12-06 09:26:28,0,
10476,2934,16,alexa,2024-09-25 13:44:58,2024-09-25 13:49:58,1,1238
10477,385,16,mobile_ios,2024-10-24 15:16:30,2024-10-24 15:17:30,1,1694
10478,951,11,alexa,2024-05-04 02:39:49,2024-05-04 02:45:49,0,
10479,2789,13,alexa,2024-12-05 19:40:15,2024-12-05 20:00:15,1,276
10480,504,5,mobile_ios,2024-10-11 12:25:24,2024-10-11 12:48:24,1,842
10481,1568,7,mobile_ios,2024-11-29 00:20:33,2024-11-29 01:04:33,1,1991
10482,1707,24,alexa,2024-11-10 19:40:43,2024-11-10 20:00:43,1,936
10483,2804,3,google_home,2024-12-20 06:45:13,2024-12-20 07:02:13,1,1876
10484,431,8,mobile_android,2024-08-08 22:09:19,2024-08-08 22:16:19,1,624
10485,2494,1,mobile_ios,2024-11-03 17:30:36,2024-11-03 17:33:36,1,1959
10486,1051,13,alexa,2024-09-26 03:16:48,2024-09-26 03:59:48,0,
10487,430,4,alexa,2024-09-02 00:24:57,2024-09-02 00:35:57,0,
10488,1868,21,google_home,2024-09-24 23:51:20,2024-09-25 00:04:20,1,1218
10489,148,13,alexa,2024-11-23 16:46:59,2024-11-23 16:50:59,1,131
10490,2411,13,alexa,2024-11-28 14:15:28,2024-11-28 14:27:28,1,442
10491,1533,1,mobile_ios,2024-05-13 15:39:53,2024-05-13 15:45:53,0,
10492,868,21,google_home,2024-08-04 03:46:12,2024-08-04 03:47:12,1,1343
10493,2170,13,mobile_ios,2024-06-06 05:31:55,2024-06-06 05:42:55,1,177
10494,674,9,alexa,2024-12-14 00:26:45,2024-12-14 00:41:45,0,
10495,1747,5,google_home,2024-10-01 17:00:33,2024-10-01 17:14:33,1,1209
10496,1195,22,google_home,2024-07-19 14:38:56,2024-07-19 14:53:56,1,1291
10497,496,19,google_home,2024-08-05 01:13:40,2024-08-05 01:14:40,0,
10498,1471,4,alexa,2024-07-29 18:54:31,2024-07-29 19:00:31,1,745
10499,1562,17,mobile_ios,2024-11-15 14:31:23,2024-11-15 14:36:23,1,362
10500,1719,20,google_home,2024-12-07 01:33:57,2024-12-07 01:38:57,0,
10501,115,19,alexa,2024-11-09 10:13:15,2024-11-09 10:16:15,1,929
10502,1129,21,alexa,2024-11-03 02:21:12,2024-11-03 02:42:12,1,452
10503,2503,23,mobile_android,2024-04-30 11:49:17,2024-04-30 11:59:17,1,1483
10504,515,9,alexa,2024-12-13 04:03:06,2024-12-13 04:18:06,0,
10505,166,3,mobile_android,2024-03-05 22:54:11,2024-03-05 23:00:11,0,
10506,1389,18,alexa,2024-08-27 19:28:49,2024-08-27 19:41:49,0,
10507,1935,12,mobile_android,2024-10-14 04:32:45,2024-10-14 05:10:45,0,
10508,1035,24,alexa,2024-06-30 23:59:21,2024-07-01 00:14:21,0,
10509,41,18,google_home,2024-08-29 12:50:41,2024-08-29 12:55:41,0,
10510,36,2,alexa,2024-09-11 23:04:42,2024-09-11 23:10:42,0,
10511,2325,8,mobile_ios,2024-10-28 04:33:18,2024-10-28 04:36:18,1,1641
10512,2100,8,alexa,2024-06-14 15:19:09,2024-06-14 15:48:09,1,697
10513,917,13,google_home,2024-06-27 13:04:53,2024-06-27 13:16:53,1,1530
10514,839,15,alexa,2024-06-12 13:39:31,2024-06-12 14:07:31,0,
10515,920,16,alexa,2024-08-04 02:27:14,2024-08-04 02:31:14,1,1313
10516,2165,16,alexa,2024-08-22 14:45:12,2024-08-22 14:56:12,0,
10517,2645,5,google_home,2024-11-30 21:17:23,2024-11-30 21:28:23,1,527
10518,1426,20,mobile_ios,2024-11-01 00:07:19,2024-11-01 00:21:19,1,409
10519,1333,5,alexa,2024-10-01 05:47:53,2024-10-01 06:01:53,1,1266
10520,839,9,alexa,2024-07-23 08:18:16,2024-07-23 08:29:16,0,
10521,320,4,mobile_ios,2024-12-28 16:46:04,2024-12-28 16:49:04,1,1478
10522,2504,18,mobile_android,2024-12-06 17:39:19,2024-12-06 18:08:19,1,1702
10523,659,21,google_home,2024-10-23 03:51:20,2024-10-23 03:52:20,0,
10524,1082,8,mobile_android,2024-06-16 09:41:19,2024-06-16 09:48:19,0,
10525,791,8,mobile_ios,2024-08-26 11:38:43,2024-08-26 11:50:43,1,1463
10526,2219,3,google_home,2024-11-17 06:11:21,2024-11-17 06:46:21,1,1430
10527,1505,2,alexa,2024-04-02 13:08:24,2024-04-02 13:11:24,0,
10528,416,12,alexa,2024-05-04 16:16:32,2024-05-04 16:18:32,0,
10529,1869,13,alexa,2024-04-25 16:25:20,2024-04-25 16:32:20,1,1316
10530,634,12,alexa,2024-12-23 13:09:41,2024-12-23 13:44:41,0,
10531,1998,8,mobile_android,2024-12-22 22:55:53,2024-12-22 23:00:53,0,
10532,1299,1,alexa,2024-12-14 09:49:52,2024-12-14 09:57:52,0,
10533,2152,4,mobile_android,2024-07-09 04:30:11,2024-07-09 04:33:11,0,
10534,468,18,mobile_android,2024-10-15 12:13:43,2024-10-15 12:27:43,1,1827
10535,1874,3,mobile_ios,2024-09-14 08:07:30,2024-09-14 08:21:30,0,
10536,1020,2,alexa,2024-10-12 05:11:36,2024-10-12 05:14:36,1,1095
10537,2562,5,mobile_ios,2024-10-20 20:02:23,2024-10-20 20:08:23,0,
10538,1438,23,mobile_ios,2024-10-17 12:08:37,2024-10-17 12:27:37,0,
10539,2083,4,alexa,2024-01-24 03:18:58,2024-01-24 03:48:58,1,417
10540,512,9,google_home,2024-10-14 03:09:49,2024-10-14 03:21:49,0,
10541,1113,20,mobile_ios,2024-12-11 05:00:10,2024-12-11 05:13:10,1,500
10542,2948,21,mobile_ios,2024-12-25 00:59:37,2024-12-25 01:25:37,1,502
10543,2593,25,google_home,2024-10-15 23:36:40,2024-10-15 23:44:40,1,814
10544,401,9,google_home,2024-08-20 10:12:58,2024-08-20 10:20:58,0,
10545,1907,7,google_home,2024-12-29 19:48:24,2024-12-29 20:04:24,0,
10546,2158,19,alexa,2024-05-05 14:52:42,2024-05-05 15:01:42,0,
10547,2905,13,alexa,2024-04-02 12:26:42,2024-04-02 12:40:42,1,969
10548,593,15,google_home,2024-12-27 15:21:23,2024-12-27 15:26:23,0,
10549,2870,2,alexa,2024-10-25 05:50:39,2024-10-25 06:01:39,1,1640
10550,620,12,mobile_ios,2024-09-05 06:22:00,2024-09-05 06:33:00,0,
10551,2254,7,alexa,2024-09-02 16:19:42,2024-09-02 16:27:42,0,
10552,1252,18,mobile_android,2024-10-05 00:37:47,2024-10-05 01:18:47,1,1372
10553,1297,5,google_home,2024-10-09 12:22:12,2024-10-09 12:39:12,1,260
10554,1611,21,mobile_android,2024-10-01 11:46:31,2024-10-01 11:59:31,0,
10555,1745,13,mobile_android,2024-09-15 07:22:42,2024-09-15 07:37:42,1,1804
10556,2404,2,mobile_android,2024-10-30 22:21:27,2024-10-30 22:33:27,0,
10557,1129,21,alexa,2024-07-04 03:38:47,2024-07-04 03:44:47,0,
10558,1703,12,mobile_ios,2024-11-03 10:39:00,2024-11-03 10:44:00,0,
10559,2208,21,alexa,2024-10-21 12:23:18,2024-10-21 12:32:18,1,214
10560,1302,6,google_home,2024-11-10 01:07:11,2024-11-10 01:23:11,1,1472
10561,892,5,alexa,2024-12-30 05:32:51,2024-12-30 06:17:51,1,1672
10562,2259,3,mobile_ios,2024-09-02 15:02:26,2024-09-02 15:22:26,1,361
10563,2368,2,mobile_android,2024-05-15 01:51:28,2024-05-15 01:57:28,1,1902
10564,823,5,mobile_android,2024-11-09 03:59:41,2024-11-09 04:23:41,0,
10565,2044,24,alexa,2024-09-07 23:12:15,2024-09-07 23:25:15,0,
10566,957,4,alexa,2024-07-24 08:35:27,2024-07-24 08:39:27,1,1782
10567,2696,24,alexa,2024-11-23 15:36:16,2024-11-23 15:55:16,1,727
10568,2470,5,google_home,2024-12-06 01:28:15,2024-12-06 01:29:15,0,
10569,1935,13,mobile_android,2024-11-21 22:06:30,2024-11-21 22:42:30,1,1268
10570,772,14,alexa,2024-12-11 22:22:23,2024-12-11 22:26:23,1,1888
10571,1762,9,mobile_android,2024-10-31 07:42:42,2024-10-31 08:21:42,1,1825
10572,576,18,google_home,2024-07-31 23:59:34,2024-08-01 00:07:34,0,
10573,419,11,alexa,2024-04-29 11:02:17,2024-04-29 11:07:17,1,1253
10574,1151,8,alexa,2024-05-15 00:37:52,2024-05-15 00:42:52,1,1935
10575,1251,21,mobile_android,2024-12-28 04:47:33,2024-12-28 05:00:33,1,1725
10576,1797,13,google_home,2024-12-06 01:38:50,2024-12-06 01:42:50,0,
10577,917,25,google_home,2024-04-25 22:49:27,2024-04-25 22:50:27,0,
10578,2532,3,google_home,2024-12-05 20:10:16,2024-12-05 20:22:16,1,163
10579,476,25,mobile_ios,2024-05-17 22:50:52,2024-05-17 22:51:52,0,
10580,1079,15,mobile_ios,2024-12-31 03:50:25,2024-12-31 04:00:25,1,541
10581,771,12,mobile_android,2024-10-01 17:19:58,2024-10-01 17:24:58,1,109
10582,1459,19,alexa,2024-07-31 01:49:24,2024-07-31 02:02:24,0,
10583,1945,19,google_home,2024-11-06 04:22:46,2024-11-06 04:32:46,0,
10584,762,20,google_home,2024-01-29 09:17:24,2024-01-29 09:31:24,1,129
10585,1308,17,mobile_ios,2024-03-21 16:00:58,2024-03-21 16:18:58,1,495
10586,1956,3,mobile_ios,2024-10-20 16:47:33,2024-10-20 17:02:33,0,
10587,1181,16,google_home,2024-08-15 09:08:34,2024-08-15 09:40:34,1,268
10588,1994,18,alexa,2024-04-28 16:24:13,2024-04-28 16:52:13,0,
10589,818,24,alexa,2024-10-05 13:18:52,2024-10-05 14:03:52,1,1250
10590,1344,24,alexa,2024-11-01 04:22:48,2024-11-01 04:24:48,0,
10591,1249,3,mobile_ios,2024-01-20 05:37:20,2024-01-20 05:38:20,0,
10592,155,25,mobile_ios,2024-12-01 19:09:47,2024-12-01 19:34:47,1,341
10593,1131,5,mobile_ios,2024-12-10 05:44:23,2024-12-10 06:11:23,1,324
10594,225,25,mobile_ios,2024-03-30 17:03:39,2024-03-30 17:29:39,1,1812
10595,1054,9,mobile_ios,2024-12-06 12:57:41,2024-12-06 13:07:41,0,
10596,1062,13,alexa,2024-07-11 01:08:22,2024-07-11 01:36:22,0,
10597,2510,3,google_home,2024-08-19 08:29:36,2024-08-19 08:53:36,1,423
10598,1205,7,google_home,2024-12-14 16:12:59,2024-12-14 16:17:59,0,
10599,2203,5,mobile_android,2024-12-04 04:42:59,2024-12-04 04:49:59,0,
10600,280,21,alexa,2024-12-04 08:30:46,2024-12-04 08:33:46,0,
10601,1107,4,alexa,2024-10-31 01:54:26,2024-10-31 02:09:26,0,
10602,1258,18,google_home,2024-12-20 06:07:33,2024-12-20 06:27:33,0,
10603,2415,21,google_home,2024-11-26 10:55:51,2024-11-26 11:01:51,0,
10604,1839,4,alexa,2024-12-27 23:44:54,2024-12-27 23:46:54,1,1929
10605,2238,5,mobile_ios,2024-05-31 17:34:35,2024-05-31 17:37:35,0,
10606,1972,21,google_home,2024-11-25 08:14:11,2024-11-25 08:22:11,1,1143
10607,1364,18,alexa,2024-11-04 05:20:55,2024-11-04 05:48:55,1,1926
10608,163,15,google_home,2024-11-03 06:18:53,2024-11-03 07:03:53,0,
10609,1505,20,alexa,2024-02-13 07:37:57,2024-02-13 07:44:57,1,691
10610,2864,2,google_home,2024-10-12 18:00:28,2024-10-12 18:04:28,1,454
10611,1243,8,alexa,2024-11-20 09:59:08,2024-11-20 10:00:08,1,1367
10612,772,16,alexa,2024-12-16 00:04:56,2024-12-16 00:19:56,1,891
10613,2331,23,alexa,2024-10-28 12:40:40,2024-10-28 12:43:40,0,
10614,1668,9,alexa,2024-09-16 04:47:17,2024-09-16 04:57:17,1,1551
10615,1408,21,google_home,2024-11-06 21:16:55,2024-11-06 21:46:55,1,102
10616,286,18,mobile_android,2024-11-16 04:08:21,2024-11-16 04:09:21,0,
10617,552,18,mobile_ios,2024-12-25 02:46:11,2024-12-25 03:24:11,1,859
10618,2571,23,alexa,2024-10-21 15:22:49,2024-10-21 15:59:49,1,1496
10619,1563,19,alexa,2024-11-10 05:50:48,2024-11-10 05:55:48,1,1046
10620,2943,18,alexa,2024-10-13 15:53:08,2024-10-13 16:08:08,0,
10621,2663,24,mobile_android,2024-08-20 13:34:26,2024-08-20 13:38:26,1,578
10622,335,7,alexa,2024-08-05 09:35:15,2024-08-05 09:50:15,0,
10623,571,11,google_home,2024-10-04 20:48:09,2024-10-04 21:02:09,0,
10624,1808,8,alexa,2024-12-27 04:22:34,2024-12-27 04:24:34,0,
10625,405,17,mobile_ios,2024-12-10 15:14:55,2024-12-10 15:21:55,0,
10626,773,16,google_home,2024-10-24 07:30:18,2024-10-24 07:40:18,1,1973
10627,1295,18,mobile_android,2024-07-26 13:36:45,2024-07-26 13:46:45,0,
10628,2334,9,mobile_android,2024-10-07 20:22:15,2024-10-07 21:03:15,0,
10629,1711,7,alexa,2024-09-17 23:05:19,2024-09-17 23:11:19,1,448
10630,2846,9,alexa,2024-11-03 02:15:05,2024-11-03 02:24:05,1,1618
10631,2227,21,alexa,2024-07-31 04:10:34,2024-07-31 04:40:34,1,142
10632,452,15,alexa,2024-06-27 16:44:41,2024-06-27 17:07:41,1,1791
10633,1435,2,alexa,2024-08-22 13:05:26,2024-08-22 13:15:26,1,421
10634,1802,7,mobile_android,2024-10-20 00:42:08,2024-10-20 00:46:08,1,1757
10635,2054,13,google_home,2024-12-24 17:05:57,2024-12-24 17:17:57,1,1930
10636,704,21,google_home,2024-10-18 23:10:38,2024-10-18 23:40:38,1,1357
10637,397,25,mobile_android,2024-09-22 01:05:10,2024-09-22 01:17:10,1,1189
10638,2088,25,mobile_android,2024-12-22 11:24:18,2024-12-22 11:38:18,0,
10639,630,2,alexa,2024-08-16 06:46:39,2024-08-16 06:59:39,0,
10640,779,13,mobile_ios,2024-11-24 01:55:49,2024-11-24 02:08:49,0,
10641,407,9,mobile_ios,2024-12-28 19:03:52,2024-12-28 19:20:52,1,595
10642,2207,18,mobile_android,2024-11-20 03:18:30,2024-11-20 03:25:30,0,
10643,1868,15,google_home,2024-11-01 06:34:12,2024-11-01 07:02:12,1,323
10644,1994,18,alexa,2024-07-19 16:56:00,2024-07-19 17:02:00,1,2000
10645,385,7,mobile_ios,2024-08-27 21:46:07,2024-08-27 22:13:07,0,
10646,1782,14,mobile_ios,2024-09-24 21:45:51,2024-09-24 21:51:51,1,143
10647,1601,19,alexa,2024-12-11 07:30:43,2024-12-11 07:38:43,0,
10648,2288,15,alexa,2024-11-10 23:34:50,2024-11-10 23:43:50,0,
10649,1593,25,alexa,2024-11-02 14:10:03,2024-11-02 14:25:03,1,309
10650,851,1,alexa,2024-08-31 20:36:40,2024-08-31 20:41:40,1,955
10651,2356,8,google_home,2024-07-27 20:54:03,2024-07-27 21:14:03,1,1423
10652,975,9,google_home,2024-06-24 08:12:01,2024-06-24 08:19:01,1,1987
10653,2387,23,alexa,2024-10-04 10:23:13,2024-10-04 10:56:13,1,1921
10654,519,1,mobile_ios,2024-09-14 04:04:27,2024-09-14 04:49:27,1,1625
10655,2015,1,mobile_ios,2024-12-04 22:32:26,2024-12-04 22:38:26,0,
10656,1438,16,mobile_ios,2024-10-15 10:42:47,2024-10-15 10:48:47,1,413
10657,1008,18,mobile_ios,2024-09-11 07:50:46,2024-09-11 07:56:46,1,778
10658,2446,18,google_home,2024-06-05 05:58:40,2024-06-05 06:20:40,1,1204
10659,1693,1,mobile_android,2024-10-21 01:30:04,2024-10-21 01:44:04,1,741
10660,1382,16,google_home,2024-09-03 06:02:56,2024-09-03 06:13:56,1,1915
10661,266,12,mobile_ios,2024-12-23 21:40:18,2024-12-23 21:51:18,1,987
10662,794,1,google_home,2024-11-14 12:08:51,2024-11-14 12:44:51,1,982
10663,947,2,alexa,2024-11-05 19:44:00,2024-11-05 19:59:00,0,
10664,2130,7,mobile_ios,2024-11-19 06:31:16,2024-11-19 06:41:16,0,
10665,2910,7,alexa,2024-12-29 12:41:38,2024-12-29 13:18:38,1,1399
10666,1451,25,mobile_android,2024-12-13 20:43:24,2024-12-13 21:00:24,0,
10667,2351,1,mobile_ios,2024-11-30 05:35:02,2024-11-30 06:14:02,1,1009
10668,1446,15,google_home,2024-10-04 03:27:45,2024-10-04 03:28:45,1,1753
10669,2334,14,mobile_android,2024-08-10 03:08:13,2024-08-10 03:30:13,1,357
10670,77,15,mobile_android,2024-06-30 20:27:55,2024-06-30 20:32:55,1,647
10671,2982,24,google_home,2024-11-05 10:05:37,2024-11-05 10:12:37,0,
10672,1078,1,mobile_ios,2024-09-30 00:37:54,2024-09-30 01:06:54,1,1169
10673,1975,20,mobile_android,2024-12-14 10:06:22,2024-12-14 10:11:22,0,
10674,2421,23,google_home,2024-06-21 19:54:40,2024-06-21 20:00:40,0,
10675,84,8,google_home,2024-12-27 10:24:40,2024-12-27 10:30:40,0,
10676,512,18,google_home,2024-09-08 10:35:02,2024-09-08 10:43:02,1,1100
10677,2731,16,alexa,2024-08-29 15:19:02,2024-08-29 15:36:02,0,
10678,1503,3,alexa,2024-07-23 00:25:04,2024-07-23 00:34:04,1,309
10679,2729,7,mobile_android,2024-10-30 05:47:38,2024-10-30 06:03:38,1,821
10680,2318,5,mobile_ios,2024-08-25 21:32:11,2024-08-25 21:42:11,1,915
10681,1131,22,mobile_ios,2024-12-13 01:51:57,2024-12-13 01:55:57,1,554
10682,360,19,google_home,2024-07-20 09:52:48,2024-07-20 10:06:48,0,
10683,2330,20,google_home,2024-05-23 23:46:25,2024-05-23 23:59:25,0,
10684,2724,8,mobile_ios,2024-12-23 22:56:09,2024-12-23 23:05:09,0,
10685,1455,1,alexa,2024-07-22 20:03:56,2024-07-22 20:09:56,1,296
10686,2233,16,google_home,2024-10-24 07:26:43,2024-10-24 08:08:43,0,
10687,2302,13,mobile_android,2024-07-21 05:13:40,2024-07-21 05:28:40,0,
10688,1013,9,mobile_ios,2024-11-12 13:46:12,2024-11-12 14:11:12,1,1974
10689,2361,12,mobile_ios,2024-01-15 14:49:21,2024-01-15 15:03:21,1,372
10690,818,25,alexa,2024-12-08 18:40:17,2024-12-08 18:54:17,1,1606
10691,16,10,google_home,2024-08-24 14:24:12,2024-08-24 14:35:12,0,
10692,1090,2,alexa,2024-12-09 04:51:03,2024-12-09 05:02:03,0,
10693,2032,9,mobile_android,2024-12-24 08:24:21,2024-12-24 08:47:21,1,1134
10694,2005,16,mobile_ios,2024-11-15 23:49:32,2024-11-15 23:54:32,0,
10695,1960,9,google_home,2024-09-11 06:13:20,2024-09-11 06:20:20,1,1488
10696,1269,18,alexa,2024-10-29 12:17:11,2024-10-29 12:22:11,0,
10697,2568,2,alexa,2024-09-28 02:40:04,2024-09-28 02:46:04,1,449
10698,1792,24,mobile_android,2024-12-13 22:31:42,2024-12-13 22:35:42,0,
10699,2416,5,mobile_ios,2024-12-02 16:37:21,2024-12-02 17:02:21,1,1953
10700,1101,25,mobile_android,2024-11-01 02:36:03,2024-11-01 02:47:03,0,
10701,40,8,alexa,2024-12-09 23:08:48,2024-12-09 23:22:48,1,622
10702,24,15,mobile_android,2024-09-10 07:46:30,2024-09-10 07:51:30,0,
10703,1518,3,mobile_ios,2024-09-22 17:47:56,2024-09-22 17:59:56,0,
10704,321,9,google_home,2024-12-03 22:33:19,2024-12-03 22:38:19,0,
10705,604,7,alexa,2024-12-23 14:49:23,2024-12-23 14:52:23,0,
10706,736,13,mobile_ios,2024-05-09 09:08:06,2024-05-09 09:19:06,1,1922
10707,1994,12,alexa,2024-12-29 12:40:14,2024-12-29 12:50:14,0,
10708,713,16,mobile_ios,2024-08-01 18:27:18,2024-08-01 18:38:18,1,1525
10709,1825,1,alexa,2024-12-05 18:58:49,2024-12-05 19:07:49,1,431
10710,1779,10,alexa,2024-12-07 13:23:15,2024-12-07 13:58:15,1,674
10711,2143,12,mobile_ios,2024-10-26 07:37:16,2024-10-26 08:04:16,0,
10712,2497,20,alexa,2024-10-08 19:59:54,2024-10-08 20:02:54,1,151
10713,2285,8,google_home,2024-09-15 21:10:12,2024-09-15 21:14:12,1,1789
10714,1684,21,alexa,2024-07-02 01:56:11,2024-07-02 02:38:11,1,1509
10715,891,4,google_home,2024-08-26 22:58:18,2024-08-26 23:00:18,0,
10716,2765,4,alexa,2024-11-09 12:06:22,2024-11-09 12:18:22,0,
10717,1382,22,google_home,2024-09-18 03:57:52,2024-09-18 04:12:52,1,1092
10718,277,7,mobile_ios,2024-10-16 07:46:18,2024-10-16 07:52:18,1,1102
10719,2772,15,mobile_ios,2024-08-18 05:39:05,2024-08-18 05:53:05,0,
10720,2170,19,mobile_ios,2024-12-16 22:10:50,2024-12-16 22:30:50,0,
10721,35,14,mobile_ios,2024-11-05 12:40:25,2024-11-05 12:47:25,1,1257
10722,2316,2,google_home,2024-12-30 22:23:24,2024-12-30 22:33:24,0,
10723,892,12,alexa,2024-12-16 03:18:30,2024-12-16 03:46:30,1,150
10724,1954,18,mobile_android,2024-12-08 08:32:17,2024-12-08 08:43:17,1,1834
10725,1881,1,mobile_ios,2024-11-07 03:25:47,2024-11-07 03:34:47,1,208
10726,1278,8,alexa,2024-08-12 02:10:53,2024-08-12 02:23:53,1,1047
10727,45,25,google_home,2024-08-27 02:34:30,2024-08-27 02:40:30,0,
10728,1138,4,google_home,2024-07-30 19:08:15,2024-07-30 19:12:15,0,
10729,1221,13,google_home,2024-11-27 03:54:22,2024-11-27 04:09:22,1,366
10730,2789,1,alexa,2024-12-14 11:34:09,2024-12-14 12:01:09,0,
10731,2794,9,alexa,2024-09-10 09:28:48,2024-09-10 09:34:48,0,
10732,2066,4,alexa,2024-11-02 05:48:13,2024-11-02 05:51:13,0,
10733,969,21,mobile_ios,2024-11-08 23:58:51,2024-11-09 00:03:51,0,
10734,2234,9,mobile_ios,2024-08-10 02:15:50,2024-08-10 02:51:50,1,851
10735,2147,10,mobile_ios,2024-04-08 20:52:25,2024-04-08 20:57:25,1,1796
10736,2141,2,mobile_ios,2024-09-19 18:16:34,2024-09-19 18:28:34,1,1276
10737,1388,4,google_home,2024-07-26 17:31:39,2024-07-26 17:41:39,0,
10738,2260,25,google_home,2024-11-30 21:21:55,2024-11-30 21:34:55,1,1260
10739,478,24,alexa,2024-03-10 00:36:21,2024-03-10 00:59:21,1,1084
10740,302,17,alexa,2024-12-24 09:35:04,2024-12-24 10:10:04,1,162
10741,2061,9,mobile_android,2024-03-15 23:13:09,2024-03-15 23:25:09,0,
10742,2563,5,google_home,2024-06-23 06:37:36,2024-06-23 06:48:36,0,
10743,1711,21,alexa,2024-07-23 23:42:30,2024-07-24 00:26:30,1,221
10744,48,4,google_home,2024-12-20 01:52:40,2024-12-20 02:21:40,0,
10745,935,19,google_home,2024-05-26 09:57:30,2024-05-26 10:05:30,0,
10746,1761,12,alexa,2024-10-13 12:04:38,2024-10-13 12:06:38,0,
10747,944,23,alexa,2024-11-25 15:38:23,2024-11-25 15:41:23,1,1609
10748,1482,15,mobile_ios,2024-07-24 00:04:33,2024-07-24 00:12:33,0,
10749,2913,21,google_home,2024-03-14 23:50:30,2024-03-14 23:59:30,0,
10750,2254,21,alexa,2024-04-26 01:26:23,2024-04-26 02:06:23,1,1677
10751,2345,23,google_home,2024-06-26 13:53:09,2024-06-26 14:00:09,1,1829
10752,2032,3,mobile_android,2024-12-10 22:41:18,2024-12-10 22:56:18,0,
10753,2386,25,alexa,2024-06-04 03:44:09,2024-06-04 03:52:09,0,
10754,1688,14,mobile_ios,2024-05-27 23:23:09,2024-05-27 23:28:09,0,
10755,2557,2,mobile_ios,2024-11-17 14:59:34,2024-11-17 15:04:34,1,662
10756,995,3,alexa,2024-02-29 03:48:00,2024-02-29 04:03:00,1,343
10757,1868,20,google_home,2024-10-22 03:53:02,2024-10-22 03:58:02,0,
10758,2970,5,google_home,2024-06-27 00:25:48,2024-06-27 00:35:48,0,
10759,1796,9,google_home,2024-07-29 15:21:09,2024-07-29 15:34:09,0,
10760,1869,3,alexa,2024-08-06 13:14:37,2024-08-06 13:23:37,0,
10761,931,15,alexa,2024-04-24 14:47:41,2024-04-24 15:23:41,1,988
10762,512,1,google_home,2024-10-13 13:53:11,2024-10-13 13:54:11,0,
10763,1746,15,alexa,2024-12-08 22:33:06,2024-12-08 23:08:06,0,
10764,322,8,alexa,2024-11-14 16:59:04,2024-11-14 17:04:04,0,
10765,207,21,mobile_android,2024-06-15 12:58:33,2024-06-15 13:02:33,0,
10766,498,8,mobile_ios,2024-10-29 09:38:32,2024-10-29 09:43:32,1,1496
10767,882,11,google_home,2024-08-16 23:41:59,2024-08-17 00:01:59,1,1919
10768,1981,8,mobile_ios,2024-09-23 08:33:39,2024-09-23 08:47:39,0,
10769,759,5,mobile_android,2024-12-16 16:15:29,2024-12-16 16:16:29,0,
10770,771,2,mobile_android,2024-11-07 06:05:25,2024-11-07 06:26:25,1,1153
10771,1730,14,google_home,2024-10-20 14:33:24,2024-10-20 14:38:24,0,
10772,2211,19,mobile_ios,2024-11-18 00:44:31,2024-11-18 01:15:31,1,1889
10773,1105,7,google_home,2024-10-30 14:38:26,2024-10-30 14:50:26,1,1906
10774,511,13,mobile_ios,2024-04-27 22:57:55,2024-04-27 23:06:55,1,1043
10775,2889,16,alexa,2024-09-28 23:47:51,2024-09-28 23:53:51,1,438
