revenue_id,campaign_id,advertiser_id,advertiser_name,business_category,revenue_date,impressions,clicks,conversions,revenue_amount,advertiser_spend,cpm,cpc,cpa,ctr,conversion_rate,created_at
179,47,49,Collins Inc,Travel,2025-09-16,2495,176,31,2687.3,1935.47,1077.07,15.27,86.69,7.05,17.61,2025-09-16 23:59:00
180,47,49,Collins Inc,Travel,2025-09-17,1355,93,18,1610.13,989.45,1188.29,17.31,89.45,6.86,19.35,2025-09-17 23:59:00
181,47,49,Collins Inc,Travel,2025-09-18,1693,95,17,1131.56,808.1,668.38,11.91,66.56,5.61,17.89,2025-09-18 23:59:00
182,47,49,Collins Inc,Travel,2025-09-19,2143,129,21,1682.99,1288.73,785.34,13.05,80.14,6.02,16.28,2025-09-19 23:59:00
183,47,49,Collins Inc,Travel,2025-09-20,3454,80,19,1781.27,1221.39,515.71,22.27,93.75,2.32,23.75,2025-09-20 23:59:00
184,47,49,Collins Inc,Travel,2025-09-21,2573,183,38,2987.1,2486.72,1160.94,16.32,78.61,7.11,20.77,2025-09-21 23:59:00
185,47,49,Collins Inc,Travel,2025-09-22,1937,57,6,495.53,320.28,255.82,8.69,82.59,2.94,10.53,2025-09-22 23:59:00
186,47,49,Collins Inc,Travel,2025-09-23,222,5,0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,2025-09-23 23:59:00
187,47,49,Collins Inc,Travel,2025-09-24,4370,515,33,2554.9,2064.49,584.65,4.96,77.42,11.78,6.41,2025-09-24 23:59:00
188,47,49,Collins Inc,Travel,2025-09-25,108,4,0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,2025-09-25 23:59:00
189,47,49,Collins Inc,Travel,2025-09-26,3596,316,40,3819.95,2979.06,1062.28,12.09,95.5,8.79,12.66,2025-09-26 23:59:00
190,47,49,Collins Inc,Travel,2025-09-27,1688,74,4,325.23,271.65,192.67,4.4,81.31,4.38,5.41,2025-09-27 23:59:00
191,47,49,Collins Inc,Travel,2025-09-28,3876,255,46,4317.17,3617.54,1113.82,16.93,93.85,6.58,18.04,2025-09-28 23:59:00
192,47,49,Collins Inc,Travel,2025-09-29,4824,270,63,4454.03,3096.56,923.31,16.5,70.7,5.6,23.33,2025-09-29 23:59:00
193,47,49,Collins Inc,Travel,2025-09-30,4248,253,26,2335.86,1587.12,549.87,9.23,89.84,5.96,10.28,2025-09-30 23:59:00
194,47,49,Collins Inc,Travel,2025-10-01,4030,453,75,6351.01,4067.18,1575.93,14.02,84.68,11.24,16.56,2025-10-01 23:59:00
195,47,49,Collins Inc,Travel,2025-10-02,1637,127,21,1724.92,1232.82,1053.71,13.58,82.14,7.76,16.54,2025-10-02 23:59:00
196,47,49,Collins Inc,Travel,2025-10-03,4759,237,55,4767.51,3252.62,1001.79,20.12,86.68,4.98,23.21,2025-10-03 23:59:00
197,47,49,Collins Inc,Travel,2025-10-04,3432,130,20,1332.87,1048.05,388.37,10.25,66.64,3.79,15.38,2025-10-04 23:59:00
198,47,49,Collins Inc,Travel,2025-10-05,1943,176,34,2216.9,1641.97,1140.97,12.6,65.2,9.06,19.32,2025-10-05 23:59:00
199,47,49,Collins Inc,Travel,2025-10-06,1873,162,15,1087.62,742.04,580.68,6.71,72.51,8.65,9.26,2025-10-06 23:59:00
200,47,49,Collins Inc,Travel,2025-10-07,4250,425,77,6445.79,4472.84,1516.66,15.17,83.71,10.0,18.12,2025-10-07 23:59:00
201,47,49,Collins Inc,Travel,2025-10-08,2271,334,74,6039.38,4447.79,2659.35,18.08,81.61,14.71,22.16,2025-10-08 23:59:00
202,47,49,Collins Inc,Travel,2025-10-09,1408,142,34,2957.6,2349.36,2100.57,20.83,86.99,10.09,23.94,2025-10-09 23:59:00
203,47,49,Collins Inc,Travel,2025-10-10,884,19,4,345.76,266.2,391.13,18.2,86.44,2.15,21.05,2025-10-10 23:59:00
204,47,49,Collins Inc,Travel,2025-10-11,3918,272,55,4710.47,3762.63,1202.26,17.32,85.64,6.94,20.22,2025-10-11 23:59:00
205,47,49,Collins Inc,Travel,2025-10-12,3221,239,26,2356.29,1930.37,731.54,9.86,90.63,7.42,10.88,2025-10-12 23:59:00
206,47,49,Collins Inc,Travel,2025-10-13,2955,241,31,2915.73,2095.45,986.71,12.1,94.06,8.16,12.86,2025-10-13 23:59:00
207,47,49,Collins Inc,Travel,2025-10-14,451,26,3,212.05,144.88,470.18,8.16,70.68,5.76,11.54,2025-10-14 23:59:00
208,47,49,Collins Inc,Travel,2025-10-15,4066,89,21,1522.26,1154.82,374.39,17.1,72.49,2.19,23.6,2025-10-15 23:59:00
209,47,49,Collins Inc,Travel,2025-10-16,180,4,0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,2025-10-16 23:59:00
210,47,49,Collins Inc,Travel,2025-10-17,1345,74,15,1062.99,640.53,790.33,14.36,70.87,5.5,20.27,2025-10-17 23:59:00
211,47,49,Collins Inc,Travel,2025-10-18,3552,300,29,2718.77,1953.25,765.42,9.06,93.75,8.45,9.67,2025-10-18 23:59:00
212,47,49,Collins Inc,Travel,2025-10-19,2468,83,14,1010.28,621.32,409.35,12.17,72.16,3.36,16.87,2025-10-19 23:59:00
213,47,49,Collins Inc,Travel,2025-10-20,4520,117,9,667.21,431.67,147.61,5.7,74.13,2.59,7.69,2025-10-20 23:59:00
214,47,49,Collins Inc,Travel,2025-10-21,3035,117,16,1209.38,776.97,398.48,10.34,75.59,3.86,13.68,2025-10-21 23:59:00
215,47,49,Collins Inc,Travel,2025-10-22,664,92,9,788.16,515.21,1186.99,8.57,87.57,13.86,9.78,2025-10-22 23:59:00
216,47,49,Collins Inc,Travel,2025-10-23,140,11,0,0.0,0.0,0.0,0.0,0.0,7.86,0.0,2025-10-23 23:59:00
217,47,49,Collins Inc,Travel,2025-10-24,2012,297,31,2801.0,2241.14,1392.15,9.43,90.35,14.76,10.44,2025-10-24 23:59:00
218,47,49,Collins Inc,Travel,2025-10-25,4586,518,70,6320.27,5101.81,1378.17,12.2,90.29,11.3,13.51,2025-10-25 23:59:00
219,47,49,Collins Inc,Travel,2025-10-26,110,11,2,150.06,96.89,1364.18,13.64,75.03,10.0,18.18,2025-10-26 23:59:00
220,55,14,Bird-Collins,Beauty & Spa,2025-09-16,2240,73,12,1034.88,720.85,462.0,14.18,86.24,3.26,16.44,2025-09-16 23:59:00
221,55,14,Bird-Collins,Beauty & Spa,2025-09-17,594,70,7,1033.22,621.64,1739.43,14.76,147.6,11.78,10.0,2025-09-17 23:59:00
222,55,14,Bird-Collins,Beauty & Spa,2025-09-18,1910,237,49,3647.18,2854.82,1909.52,15.39,74.43,12.41,20.68,2025-09-18 23:59:00
223,55,14,Bird-Collins,Beauty & Spa,2025-09-19,4103,304,59,4697.46,2825.0,1144.88,15.45,79.62,7.41,19.41,2025-09-19 23:59:00
224,55,14,Bird-Collins,Beauty & Spa,2025-09-20,1566,84,20,1198.07,984.35,765.05,14.26,59.9,5.36,23.81,2025-09-20 23:59:00
225,55,14,Bird-Collins,Beauty & Spa,2025-09-21,2273,105,22,1213.26,935.1,533.77,11.55,55.15,4.62,20.95,2025-09-21 23:59:00
226,55,14,Bird-Collins,Beauty & Spa,2025-09-22,4958,708,64,7787.97,4937.88,1570.79,11.0,121.69,14.28,9.04,2025-09-22 23:59:00
227,55,14,Bird-Collins,Beauty & Spa,2025-09-23,3652,486,53,6756.35,5403.51,1850.04,13.9,127.48,13.31,10.91,2025-09-23 23:59:00
228,64,43,Joyce-Miller,Real Estate,2025-09-23,2058,138,10,18.59,14.04,9.03,0.13,1.86,6.71,7.25,2025-09-23 23:59:00
229,64,43,Joyce-Miller,Real Estate,2025-09-24,1846,261,17,16.71,10.41,9.05,0.06,0.98,14.14,6.51,2025-09-24 23:59:00
230,64,43,Joyce-Miller,Real Estate,2025-09-25,2880,418,92,30.92,23.14,10.74,0.07,0.34,14.51,22.01,2025-09-25 23:59:00
231,64,43,Joyce-Miller,Real Estate,2025-09-26,1988,109,5,23.35,14.87,11.75,0.21,4.67,5.48,4.59,2025-09-26 23:59:00
232,64,43,Joyce-Miller,Real Estate,2025-09-27,581,44,10,5.62,4.75,9.67,0.13,0.56,7.57,22.73,2025-09-27 23:59:00
233,64,43,Joyce-Miller,Real Estate,2025-09-28,2031,264,49,20.18,13.5,9.94,0.08,0.41,13.0,18.56,2025-09-28 23:59:00
234,64,43,Joyce-Miller,Real Estate,2025-09-29,2547,318,30,30.92,22.52,12.14,0.1,1.03,12.49,9.43,2025-09-29 23:59:00
235,64,43,Joyce-Miller,Real Estate,2025-09-30,3167,371,32,29.68,21.01,9.37,0.08,0.93,11.71,8.63,2025-09-30 23:59:00
236,64,43,Joyce-Miller,Real Estate,2025-10-01,4536,218,49,54.54,32.81,12.02,0.25,1.11,4.81,22.48,2025-10-01 23:59:00
237,64,43,Joyce-Miller,Real Estate,2025-10-02,1512,133,27,19.28,15.69,12.75,0.14,0.71,8.8,20.3,2025-10-02 23:59:00
238,64,43,Joyce-Miller,Real Estate,2025-10-03,1699,216,45,15.18,9.72,8.93,0.07,0.34,12.71,20.83,2025-10-03 23:59:00
239,64,43,Joyce-Miller,Real Estate,2025-10-04,3661,187,38,37.05,26.69,10.12,0.2,0.97,5.11,20.32,2025-10-04 23:59:00
240,64,43,Joyce-Miller,Real Estate,2025-10-05,674,49,11,8.0,6.25,11.87,0.16,0.73,7.27,22.45,2025-10-05 23:59:00
241,64,43,Joyce-Miller,Real Estate,2025-10-06,1405,131,23,14.79,11.8,10.53,0.11,0.64,9.32,17.56,2025-10-06 23:59:00
242,64,43,Joyce-Miller,Real Estate,2025-10-07,2404,176,24,25.73,15.6,10.7,0.15,1.07,7.32,13.64,2025-10-07 23:59:00
243,65,8,Andrews-Harvey,Insurance,2025-09-16,4509,424,23,3911.35,2772.14,867.45,9.22,170.06,9.4,5.42,2025-09-16 23:59:00
244,65,8,Andrews-Harvey,Insurance,2025-09-17,497,72,5,920.97,736.17,1853.06,12.79,184.19,14.49,6.94,2025-09-17 23:59:00
245,65,8,Andrews-Harvey,Insurance,2025-09-18,4498,594,148,7051.27,4355.97,1567.65,11.87,47.64,13.21,24.92,2025-09-18 23:59:00
246,65,8,Andrews-Harvey,Insurance,2025-09-19,1892,185,35,1648.81,1373.92,871.46,8.91,47.11,9.78,18.92,2025-09-19 23:59:00
247,65,8,Andrews-Harvey,Insurance,2025-09-20,4187,131,6,1589.99,1033.82,379.74,12.14,265.0,3.13,4.58,2025-09-20 23:59:00
248,65,8,Andrews-Harvey,Insurance,2025-09-21,4088,188,33,1927.85,1215.04,471.59,10.25,58.42,4.6,17.55,2025-09-21 23:59:00
249,65,8,Andrews-Harvey,Insurance,2025-09-22,4664,509,57,6567.19,4245.03,1408.06,12.9,115.21,10.91,11.2,2025-09-22 23:59:00
250,65,8,Andrews-Harvey,Insurance,2025-09-23,3744,88,8,920.97,680.58,245.99,10.47,115.12,2.35,9.09,2025-09-23 23:59:00
251,65,8,Andrews-Harvey,Insurance,2025-09-24,3501,175,20,1858.72,1448.71,530.91,10.62,92.94,5.0,11.43,2025-09-24 23:59:00
252,65,8,Andrews-Harvey,Insurance,2025-09-25,1468,84,6,977.72,682.98,666.02,11.64,162.95,5.72,7.14,2025-09-25 23:59:00
253,65,8,Andrews-Harvey,Insurance,2025-09-26,3436,508,93,5233.68,3431.42,1523.19,10.3,56.28,14.78,18.31,2025-09-26 23:59:00
254,69,43,"Rios, Hanson and Lane",Financial Services,2025-09-29,1600,86,15,720.38,515.82,450.24,8.38,48.03,5.38,17.44,2025-09-29 23:59:00
255,69,43,"Rios, Hanson and Lane",Financial Services,2025-09-30,3462,133,21,987.47,678.14,285.23,7.42,47.02,3.84,15.79,2025-09-30 23:59:00
256,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-01,4960,725,130,6215.17,4179.6,1253.06,8.57,47.81,14.62,17.93,2025-10-01 23:59:00
257,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-02,3485,358,86,4012.61,3100.3,1151.39,11.21,46.66,10.27,24.02,2025-10-02 23:59:00
258,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-03,4340,544,47,2207.8,1352.21,508.71,4.06,46.97,12.53,8.64,2025-10-03 23:59:00
259,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-04,1372,183,18,836.05,696.61,609.37,4.57,46.45,13.34,9.84,2025-10-04 23:59:00
260,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-05,3965,563,79,3685.94,2900.74,929.62,6.55,46.66,14.2,14.03,2025-10-05 23:59:00
261,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-06,4303,568,50,2469.73,1489.08,573.96,4.35,49.39,13.2,8.8,2025-10-06 23:59:00
262,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-07,1651,72,12,647.09,455.22,391.94,8.99,53.92,4.36,16.67,2025-10-07 23:59:00
263,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-08,3256,201,31,1485.99,1249.27,456.39,7.39,47.94,6.17,15.42,2025-10-08 23:59:00
264,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-09,2795,191,33,1253.02,958.89,448.31,6.56,37.97,6.83,17.28,2025-10-09 23:59:00
265,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-10,3943,325,27,1265.61,898.94,320.98,3.89,46.87,8.24,8.31,2025-10-10 23:59:00
266,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-11,4286,338,46,2367.88,1850.96,552.47,7.01,51.48,7.89,13.61,2025-10-11 23:59:00
267,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-12,1134,112,24,1238.0,844.38,1091.71,11.05,51.58,9.88,21.43,2025-10-12 23:59:00
268,69,43,"Rios, Hanson and Lane",Financial Services,2025-10-13,1671,209,24,1148.22,960.74,687.15,5.49,47.84,12.51,11.48,2025-10-13 23:59:00
269,77,36,Gonzalez-Garcia,Education,2025-09-19,4498,603,91,9177.21,6813.27,2040.29,15.22,100.85,13.41,15.09,2025-09-19 23:59:00
270,77,36,Gonzalez-Garcia,Education,2025-09-20,2365,258,46,4301.05,3225.3,1818.63,16.67,93.5,10.91,17.83,2025-09-20 23:59:00
271,77,36,Gonzalez-Garcia,Education,2025-09-21,198,9,1,75.38,53.29,380.71,8.38,75.38,4.55,11.11,2025-09-21 23:59:00
272,77,36,Gonzalez-Garcia,Education,2025-09-22,855,65,5,527.62,392.99,617.1,8.12,105.52,7.6,7.69,2025-09-22 23:59:00
273,77,36,Gonzalez-Garcia,Education,2025-09-23,711,18,4,322.66,224.27,453.81,17.93,80.67,2.53,22.22,2025-09-23 23:59:00
274,77,36,Gonzalez-Garcia,Education,2025-09-24,1008,37,5,510.64,366.15,506.59,13.8,102.13,3.67,13.51,2025-09-24 23:59:00
275,77,36,Gonzalez-Garcia,Education,2025-09-25,3406,131,10,1043.86,886.4,306.48,7.97,104.39,3.85,7.63,2025-09-25 23:59:00
276,77,36,Gonzalez-Garcia,Education,2025-09-26,3119,245,13,1276.22,1037.7,409.18,5.21,98.17,7.86,5.31,2025-09-26 23:59:00
277,77,36,Gonzalez-Garcia,Education,2025-09-27,1729,150,26,2351.19,1493.33,1359.86,15.67,90.43,8.68,17.33,2025-09-27 23:59:00
278,77,36,Gonzalez-Garcia,Education,2025-09-28,1091,56,7,673.16,571.48,617.01,12.02,96.17,5.13,12.5,2025-09-28 23:59:00
279,77,36,Gonzalez-Garcia,Education,2025-09-29,1682,182,15,1407.6,1102.06,836.86,7.73,93.84,10.82,8.24,2025-09-29 23:59:00
280,77,36,Gonzalez-Garcia,Education,2025-09-30,2701,157,38,3933.64,2967.27,1456.36,25.06,103.52,5.81,24.2,2025-09-30 23:59:00
281,77,36,Gonzalez-Garcia,Education,2025-10-01,2638,383,77,5882.84,4267.54,2230.04,15.36,76.4,14.52,20.1,2025-10-01 23:59:00
282,77,36,Gonzalez-Garcia,Education,2025-10-02,3908,148,32,3294.83,2340.53,843.1,22.26,102.96,3.79,21.62,2025-10-02 23:59:00
283,77,36,Gonzalez-Garcia,Education,2025-10-03,2318,130,8,849.52,537.6,366.49,6.53,106.19,5.61,6.15,2025-10-03 23:59:00
284,77,36,Gonzalez-Garcia,Education,2025-10-04,4448,578,87,6616.25,4806.59,1487.47,11.45,76.05,12.99,15.05,2025-10-04 23:59:00
285,77,36,Gonzalez-Garcia,Education,2025-10-05,4096,118,11,1061.67,775.9,259.2,9.0,96.52,2.88,9.32,2025-10-05 23:59:00
286,77,36,Gonzalez-Garcia,Education,2025-10-06,798,83,20,1662.43,1237.18,2083.25,20.03,83.12,10.4,24.1,2025-10-06 23:59:00
287,77,36,Gonzalez-Garcia,Education,2025-10-07,1279,157,34,3160.76,2434.75,2471.27,20.13,92.96,12.28,21.66,2025-10-07 23:59:00
288,77,36,Gonzalez-Garcia,Education,2025-10-08,2701,100,5,479.09,393.9,177.38,4.79,95.82,3.7,5.0,2025-10-08 23:59:00
289,77,36,Gonzalez-Garcia,Education,2025-10-09,2890,253,22,2099.38,1301.01,726.43,8.3,95.43,8.75,8.7,2025-10-09 23:59:00
290,77,36,Gonzalez-Garcia,Education,2025-10-10,2540,181,20,1732.76,1077.34,682.19,9.57,86.64,7.13,11.05,2025-10-10 23:59:00
291,77,36,Gonzalez-Garcia,Education,2025-10-11,4779,182,19,1791.23,1192.8,374.81,9.84,94.28,3.81,10.44,2025-10-11 23:59:00
292,77,36,Gonzalez-Garcia,Education,2025-10-12,4198,419,36,2968.2,1986.18,707.05,7.08,82.45,9.98,8.59,2025-10-12 23:59:00
293,77,36,Gonzalez-Garcia,Education,2025-10-13,2396,340,61,5903.54,3600.09,2463.91,17.36,96.78,14.19,17.94,2025-10-13 23:59:00
294,77,36,Gonzalez-Garcia,Education,2025-10-14,1174,173,33,3198.8,2635.17,2724.7,18.49,96.93,14.74,19.08,2025-10-14 23:59:00
295,77,36,Gonzalez-Garcia,Education,2025-10-15,2053,254,26,2338.45,1416.8,1139.04,9.21,89.94,12.37,10.24,2025-10-15 23:59:00
296,77,36,Gonzalez-Garcia,Education,2025-10-16,2022,227,46,4395.97,2686.61,2174.07,19.37,95.56,11.23,20.26,2025-10-16 23:59:00
297,77,36,Gonzalez-Garcia,Education,2025-10-17,1958,120,13,1366.46,1081.43,697.89,11.39,105.11,6.13,10.83,2025-10-17 23:59:00
298,77,36,Gonzalez-Garcia,Education,2025-10-18,1281,27,3,251.96,175.29,196.69,9.33,83.99,2.11,11.11,2025-10-18 23:59:00
299,77,36,Gonzalez-Garcia,Education,2025-10-19,2942,408,93,7298.14,4562.71,2480.67,17.89,78.47,13.87,22.79,2025-10-19 23:59:00
300,82,23,"Bird, Nelson and Fisher",Entertainment,2025-09-21,2360,170,29,1289.16,856.83,546.25,7.58,44.45,7.2,17.06,2025-09-21 23:59:00
301,82,23,"Bird, Nelson and Fisher",Entertainment,2025-09-22,2205,288,35,2263.14,1639.48,1026.37,7.86,64.66,13.06,12.15,2025-09-22 23:59:00
302,82,23,"Bird, Nelson and Fisher",Entertainment,2025-09-23,3702,361,42,2796.31,1751.83,755.35,7.75,66.58,9.75,11.63,2025-09-23 23:59:00
303,82,23,"Bird, Nelson and Fisher",Entertainment,2025-09-24,951,139,31,925.41,714.36,973.09,6.66,29.85,14.62,22.3,2025-09-24 23:59:00
304,82,23,"Bird, Nelson and Fisher",Entertainment,2025-09-25,3435,354,62,2330.3,1554.66,678.4,6.58,37.59,10.31,17.51,2025-09-25 23:59:00
305,82,23,"Bird, Nelson and Fisher",Entertainment,2025-09-26,2291,178,15,1118.85,705.57,488.37,6.29,74.59,7.77,8.43,2025-09-26 23:59:00
306,82,23,"Bird, Nelson and Fisher",Entertainment,2025-09-27,1815,205,33,1762.62,1354.78,971.14,8.6,53.41,11.29,16.1,2025-09-27 23:59:00
307,82,23,"Bird, Nelson and Fisher",Entertainment,2025-09-28,4386,518,117,3149.2,2223.04,718.01,6.08,26.92,11.81,22.59,2025-09-28 23:59:00
308,86,29,"Ballard, Smith and Patterson",Education,2025-09-16,3765,167,40,38.74,23.72,10.29,0.23,0.97,4.44,23.95,2025-09-16 23:59:00
309,86,29,"Ballard, Smith and Patterson",Education,2025-09-17,2848,92,5,32.74,20.21,11.5,0.36,6.55,3.23,5.43,2025-09-17 23:59:00
310,86,29,"Ballard, Smith and Patterson",Education,2025-09-18,883,106,16,11.92,9.08,13.5,0.11,0.74,12.0,15.09,2025-09-18 23:59:00
311,86,29,"Ballard, Smith and Patterson",Education,2025-09-19,2999,300,67,32.24,26.98,10.75,0.11,0.48,10.0,22.33,2025-09-19 23:59:00
312,86,29,"Ballard, Smith and Patterson",Education,2025-09-20,5000,384,22,62.86,45.99,12.57,0.16,2.86,7.68,5.73,2025-09-20 23:59:00
313,86,29,"Ballard, Smith and Patterson",Education,2025-09-21,1081,109,18,14.56,11.88,13.47,0.13,0.81,10.08,16.51,2025-09-21 23:59:00
314,86,29,"Ballard, Smith and Patterson",Education,2025-09-22,1783,69,12,19.52,16.45,10.95,0.28,1.63,3.87,17.39,2025-09-22 23:59:00
315,86,29,"Ballard, Smith and Patterson",Education,2025-09-23,1059,148,26,12.95,9.48,12.23,0.09,0.5,13.98,17.57,2025-09-23 23:59:00
316,86,29,"Ballard, Smith and Patterson",Education,2025-09-24,2442,173,39,23.58,18.32,9.66,0.14,0.6,7.08,22.54,2025-09-24 23:59:00
317,86,29,"Ballard, Smith and Patterson",Education,2025-09-25,3291,452,22,38.16,27.74,11.6,0.08,1.73,13.73,4.87,2025-09-25 23:59:00
318,86,29,"Ballard, Smith and Patterson",Education,2025-09-26,821,18,2,8.85,6.58,10.78,0.49,4.42,2.19,11.11,2025-09-26 23:59:00
319,86,29,"Ballard, Smith and Patterson",Education,2025-09-27,4026,263,27,40.17,25.33,9.98,0.15,1.49,6.53,10.27,2025-09-27 23:59:00
320,86,29,"Ballard, Smith and Patterson",Education,2025-09-28,1163,51,8,13.18,9.27,11.33,0.26,1.65,4.39,15.69,2025-09-28 23:59:00
321,86,29,"Ballard, Smith and Patterson",Education,2025-09-29,3716,228,55,44.99,29.51,12.11,0.2,0.82,6.14,24.12,2025-09-29 23:59:00
322,86,29,"Ballard, Smith and Patterson",Education,2025-09-30,3124,409,67,30.34,18.49,9.71,0.07,0.45,13.09,16.38,2025-09-30 23:59:00
323,86,29,"Ballard, Smith and Patterson",Education,2025-10-01,121,8,0,1.7,1.36,14.05,0.21,0.0,6.61,0.0,2025-10-01 23:59:00
324,86,29,"Ballard, Smith and Patterson",Education,2025-10-02,2490,364,24,31.69,26.05,12.73,0.09,1.32,14.62,6.59,2025-10-02 23:59:00
325,86,29,"Ballard, Smith and Patterson",Education,2025-10-03,3984,377,84,51.36,41.94,12.89,0.14,0.61,9.46,22.28,2025-10-03 23:59:00
326,86,29,"Ballard, Smith and Patterson",Education,2025-10-04,4802,144,32,61.2,38.05,12.74,0.43,1.91,3.0,22.22,2025-10-04 23:59:00
327,86,29,"Ballard, Smith and Patterson",Education,2025-10-05,2134,213,43,28.02,21.83,13.13,0.13,0.65,9.98,20.19,2025-10-05 23:59:00
328,86,29,"Ballard, Smith and Patterson",Education,2025-10-06,597,14,3,7.14,5.21,11.96,0.51,2.38,2.35,21.43,2025-10-06 23:59:00
329,88,49,"Ballard, Smith and Patterson",Retail,2025-09-16,658,78,11,5.32,3.37,8.09,0.07,0.48,11.85,14.1,2025-09-16 23:59:00
330,88,49,"Ballard, Smith and Patterson",Retail,2025-09-17,4289,131,30,35.64,30.13,8.31,0.27,1.19,3.05,22.9,2025-09-17 23:59:00
331,88,49,"Ballard, Smith and Patterson",Retail,2025-09-18,1211,170,24,9.78,7.89,8.08,0.06,0.41,14.04,14.12,2025-09-18 23:59:00
332,88,49,"Ballard, Smith and Patterson",Retail,2025-09-19,1098,104,19,12.24,8.88,11.15,0.12,0.64,9.47,18.27,2025-09-19 23:59:00
333,88,49,"Ballard, Smith and Patterson",Retail,2025-09-20,3265,458,26,32.45,22.04,9.94,0.07,1.25,14.03,5.68,2025-09-20 23:59:00
334,88,49,"Ballard, Smith and Patterson",Retail,2025-09-21,4891,436,78,39.63,31.88,8.1,0.09,0.51,8.91,17.89,2025-09-21 23:59:00
335,88,49,"Ballard, Smith and Patterson",Retail,2025-09-22,529,26,1,5.64,3.86,10.66,0.22,5.64,4.91,3.85,2025-09-22 23:59:00
336,90,36,Hurst-Romero,Home Services,2025-09-23,4398,171,22,1919.79,1370.82,436.51,11.23,87.26,3.89,12.87,2025-09-23 23:59:00
337,90,36,Hurst-Romero,Home Services,2025-09-24,4759,176,31,3775.93,2771.53,793.43,21.45,121.8,3.7,17.61,2025-09-24 23:59:00
338,90,36,Hurst-Romero,Home Services,2025-09-25,3019,200,31,3109.26,2590.16,1029.9,15.55,100.3,6.62,15.5,2025-09-25 23:59:00
339,90,36,Hurst-Romero,Home Services,2025-09-26,1496,197,23,2076.82,1439.1,1388.25,10.54,90.3,13.17,11.68,2025-09-26 23:59:00
340,90,36,Hurst-Romero,Home Services,2025-09-27,4808,560,83,8407.62,5580.82,1748.67,15.01,101.3,11.65,14.82,2025-09-27 23:59:00
341,90,36,Hurst-Romero,Home Services,2025-09-28,2271,167,18,1727.38,1062.62,760.63,10.34,95.97,7.35,10.78,2025-09-28 23:59:00
342,90,36,Hurst-Romero,Home Services,2025-09-29,4265,516,104,12590.53,10581.58,2952.06,24.4,121.06,12.1,20.16,2025-09-29 23:59:00
343,90,36,Hurst-Romero,Home Services,2025-09-30,4984,426,74,8220.27,6540.78,1649.33,19.3,111.08,8.55,17.37,2025-09-30 23:59:00
344,90,36,Hurst-Romero,Home Services,2025-10-01,690,55,7,867.39,688.35,1257.09,15.77,123.91,7.97,12.73,2025-10-01 23:59:00
345,90,36,Hurst-Romero,Home Services,2025-10-02,623,30,7,768.27,491.06,1233.18,25.61,109.75,4.82,23.33,2025-10-02 23:59:00
346,90,36,Hurst-Romero,Home Services,2025-10-03,3673,146,24,2735.55,1971.31,744.77,18.74,113.98,3.97,16.44,2025-10-03 23:59:00
347,90,36,Hurst-Romero,Home Services,2025-10-04,3243,455,55,5362.4,4442.86,1653.53,11.79,97.5,14.03,12.09,2025-10-04 23:59:00
348,90,36,Hurst-Romero,Home Services,2025-10-05,1917,279,62,5842.98,4629.34,3047.98,20.94,94.24,14.55,22.22,2025-10-05 23:59:00
349,90,36,Hurst-Romero,Home Services,2025-10-06,3255,338,54,4738.86,2861.86,1455.87,14.02,87.76,10.38,15.98,2025-10-06 23:59:00
350,90,36,Hurst-Romero,Home Services,2025-10-07,1927,242,55,4932.5,3158.45,2559.68,20.38,89.68,12.56,22.73,2025-10-07 23:59:00
351,90,36,Hurst-Romero,Home Services,2025-10-08,2030,194,47,4923.72,3026.89,2425.48,25.38,104.76,9.56,24.23,2025-10-08 23:59:00
352,90,36,Hurst-Romero,Home Services,2025-10-09,1834,221,51,5955.63,4265.25,3247.34,26.95,116.78,12.05,23.08,2025-10-09 23:59:00
353,90,36,Hurst-Romero,Home Services,2025-10-10,1399,91,8,979.32,774.92,700.01,10.76,122.42,6.5,8.79,2025-10-10 23:59:00
354,90,36,Hurst-Romero,Home Services,2025-10-11,2161,53,11,1373.19,890.69,635.44,25.91,124.84,2.45,20.75,2025-10-11 23:59:00
355,90,36,Hurst-Romero,Home Services,2025-10-12,1626,120,24,2245.72,1781.55,1381.13,18.71,93.57,7.38,20.0,2025-10-12 23:59:00
356,90,36,Hurst-Romero,Home Services,2025-10-13,4486,513,86,7982.62,5656.82,1779.45,15.56,92.82,11.44,16.76,2025-10-13 23:59:00
357,90,36,Hurst-Romero,Home Services,2025-10-14,4678,553,113,11235.86,7394.0,2401.85,20.32,99.43,11.82,20.43,2025-10-14 23:59:00
