click_id,impression_id,campaign_id,user_id,neighborhood_id,device_type,click_position,landing_page_url,is_conversion,created_at
888,42536,121,836,9,Desktop,description,http://www.diaz.biz/,True,2025-08-11 09:25:43
889,10613,119,2960,41,Mobile,cta_button,http://ramsey.com/,False,2025-01-29 12:44:20
890,3680,62,2439,38,Tablet,description,http://king-jones.biz/,False,2025-09-10 08:25:41
891,14886,38,4684,24,Mobile,description,http://www.donaldson-hardy.com/,False,2025-03-28 11:25:36
892,49550,84,4436,44,Mobile,cta_button,http://www.russell.biz/,False,2025-06-29 12:53:20
893,35176,60,4497,48,Tablet,headline,http://www.miller.biz/,False,2025-07-19 12:09:09
894,20088,42,4035,3,Desktop,image,http://www.sullivan.com/,False,2025-04-01 08:18:44
895,36544,41,1970,9,Tablet,cta_button,http://jacobson.com/,False,2025-09-08 11:35:24
896,26844,197,82,32,Tablet,image,https://www.smith.com/,False,2025-06-03 03:21:55
897,25730,64,4409,38,Desktop,image,http://www.davis.com/,False,2025-10-02 20:54:34
898,45161,114,394,4,Mobile,image,https://www.phelps-perez.net/,False,2025-04-04 21:30:28
899,35332,108,3709,11,Tablet,description,http://maldonado.com/,False,2025-03-27 10:19:34
900,41753,184,3688,1,Tablet,cta_button,https://chase.com/,False,2025-04-25 01:17:48
901,1178,179,4636,32,Mobile,image,http://dennis.com/,False,2025-08-05 07:04:23
902,43949,117,2850,16,Mobile,cta_button,https://www.mcguire.com/,False,2025-08-01 19:50:02
903,12200,16,2246,28,Mobile,image,https://french-rivera.com/,False,2025-03-05 09:54:43
904,25847,101,3760,28,Desktop,headline,https://www.clayton-porter.biz/,False,2025-04-19 18:25:28
905,26045,6,2849,50,Desktop,cta_button,https://www.smith-beasley.com/,False,2025-04-18 10:42:46
906,34763,49,3509,22,Desktop,description,https://rollins-anderson.com/,False,2025-07-10 22:21:29
907,45515,34,75,49,Mobile,image,http://www.washington.com/,False,2025-06-12 07:52:37
908,34976,37,954,17,Mobile,headline,http://www.wolf.com/,False,2025-01-05 15:09:59
909,4561,140,1906,49,Mobile,headline,http://www.barajas.com/,False,2025-02-17 18:06:07
910,9519,152,3135,37,Mobile,headline,http://www.silva.net/,True,2025-03-26 09:19:19
911,27844,73,4774,41,Tablet,image,https://rasmussen-calderon.com/,True,2025-08-10 21:14:47
912,44352,113,991,12,Tablet,headline,http://www.moreno-christensen.net/,False,2025-05-16 19:25:45
913,9107,63,117,36,Tablet,headline,http://jensen.com/,False,2025-07-26 09:05:53
914,1149,153,599,49,Mobile,image,https://www.davis-caldwell.com/,True,2025-09-09 02:22:29
915,9250,79,2418,27,Mobile,image,https://www.davis-gomez.com/,False,2025-03-09 20:14:20
916,33312,193,671,16,Tablet,image,https://murphy-yates.net/,False,2025-07-03 10:10:10
917,43735,32,1514,12,Tablet,description,https://www.herman.net/,False,2025-08-12 03:08:34
918,21361,69,4565,27,Desktop,image,https://www.bender-johnson.com/,False,2025-10-05 20:14:22
919,5774,200,1235,49,Mobile,image,https://wright-mendez.com/,False,2025-03-03 10:10:36
920,45847,152,2194,27,Tablet,description,http://johnson-bush.com/,False,2025-03-25 11:29:31
921,43320,112,3835,12,Mobile,description,https://www.cooper.com/,True,2025-04-20 07:51:05
922,47522,28,915,43,Tablet,description,http://wright.org/,True,2025-10-23 23:42:02
923,46385,71,2492,5,Desktop,headline,https://www.henderson.net/,True,2025-06-28 18:07:42
924,1535,100,23,28,Desktop,description,http://davis.com/,False,2025-05-24 08:49:30
925,40341,186,4225,3,Desktop,headline,https://www.cohen-ashley.com/,False,2025-04-08 12:15:05
926,14743,110,2321,33,Tablet,cta_button,https://hansen-johnson.com/,False,2025-10-03 16:55:19
927,33654,7,377,23,Mobile,description,http://www.grant-rosales.net/,False,2025-04-02 10:10:19
928,5850,142,2468,16,Desktop,headline,https://www.holloway.com/,False,2025-01-15 17:08:10
929,38036,168,1419,11,Tablet,image,https://www.english.com/,False,2025-10-03 09:25:18
930,2841,56,2492,5,Desktop,image,https://meyer.com/,False,2025-01-25 21:35:39
931,47868,80,2445,35,Mobile,description,http://warren.com/,True,2025-03-03 18:32:45
932,24845,184,4884,46,Desktop,cta_button,https://walker.info/,False,2025-02-27 19:27:39
933,17083,84,4567,42,Desktop,image,http://www.pratt.com/,True,2025-06-24 08:51:10
934,34569,59,4701,42,Tablet,headline,https://miller.net/,False,2025-01-09 08:11:08
935,8777,135,1479,18,Mobile,description,http://www.norton.com/,True,2025-04-29 14:19:08
936,19809,82,2185,36,Mobile,image,https://www.freeman.com/,False,2025-09-22 21:07:36
937,25371,18,3678,29,Tablet,description,http://wright-briggs.com/,False,2025-04-16 14:31:19
938,8355,80,3427,3,Desktop,headline,https://www.shaffer-hess.net/,False,2025-03-04 17:28:31
939,24180,157,4665,50,Tablet,image,https://www.andrews.org/,False,2025-01-28 21:23:40
940,12593,165,4048,36,Tablet,description,https://richardson.info/,True,2025-06-03 16:29:17
941,31163,196,4523,13,Tablet,headline,https://www.miller.com/,False,2025-07-03 17:15:58
942,6027,27,3787,26,Mobile,image,https://www.hammond-barrera.org/,False,2025-02-26 11:13:59
943,5470,60,1516,31,Desktop,cta_button,http://www.hughes.com/,False,2025-07-27 21:55:27
944,43584,171,3742,43,Mobile,headline,http://www.sawyer.com/,False,2025-03-30 16:11:25
945,46229,29,793,4,Desktop,description,http://davis-thompson.com/,False,2025-01-18 08:13:31
946,33417,182,4842,28,Mobile,cta_button,https://david.info/,False,2025-06-22 08:40:19
947,16197,153,270,15,Desktop,description,https://bradley.com/,False,2025-09-05 20:37:21
948,5513,101,3213,19,Mobile,headline,http://peterson.info/,False,2025-05-06 17:39:31
949,2625,125,4798,11,Tablet,description,https://www.green-reyes.org/,True,2025-01-31 09:33:17
950,41647,117,3295,23,Tablet,headline,http://moore.com/,True,2025-07-20 11:22:09
951,46888,84,2392,48,Tablet,headline,http://flores-white.com/,False,2025-07-02 23:32:44
952,3604,56,337,46,Desktop,image,https://www.obrien-calderon.com/,False,2025-01-27 03:36:42
953,3256,174,3456,6,Desktop,image,http://www.morgan-bates.net/,False,2025-09-17 19:57:26
954,47543,156,1380,28,Desktop,cta_button,https://www.lane.com/,False,2025-07-20 18:31:34
955,15531,192,3892,39,Tablet,image,http://navarro.com/,False,2025-06-16 07:28:04
956,40385,81,2710,27,Desktop,cta_button,https://www.price-gonzales.info/,False,2025-04-09 19:38:08
957,16939,183,1713,20,Tablet,cta_button,http://www.cunningham-day.com/,False,2025-09-26 22:16:15
958,16471,65,630,9,Tablet,description,http://fisher.com/,False,2025-08-31 20:48:59
959,38071,175,3242,38,Mobile,headline,http://www.morgan.com/,False,2025-01-23 20:05:37
960,20114,76,3058,35,Mobile,headline,https://www.thompson.com/,False,2025-07-12 21:17:48
961,4514,51,68,8,Desktop,headline,https://www.martin.com/,False,2025-09-06 08:37:03
962,25538,1,3227,15,Tablet,image,https://schwartz.com/,False,2025-04-11 08:57:19
963,33720,177,1937,31,Tablet,headline,http://jones.org/,True,2025-09-09 11:33:17
964,49961,152,513,47,Tablet,description,http://www.phelps.org/,False,2025-03-28 20:37:24
965,46360,114,171,41,Tablet,headline,https://www.hodges.info/,False,2025-04-04 10:13:46
966,25861,39,4439,28,Desktop,image,https://www.crosby.com/,False,2025-05-15 10:01:45
967,49538,164,1747,2,Desktop,image,https://jenkins.com/,False,2025-11-05 07:02:18
968,14373,12,3301,31,Tablet,description,http://www.brown.net/,True,2025-04-30 19:49:29
969,46839,19,2803,39,Desktop,headline,https://rios.biz/,False,2025-07-25 17:58:45
970,29399,72,4673,18,Mobile,image,http://www.stone.net/,False,2025-04-11 00:54:07
971,43583,106,3657,28,Desktop,image,https://www.ochoa.com/,True,2025-09-09 08:55:48
972,44173,184,3638,48,Desktop,headline,https://www.richardson.org/,False,2025-05-08 21:43:07
973,43720,179,1748,11,Mobile,cta_button,https://www.freeman.com/,False,2025-07-23 08:39:48
974,24574,82,3398,18,Desktop,image,https://thompson-downs.biz/,False,2025-09-24 19:51:35
975,49138,60,938,39,Mobile,headline,https://www.cox-bates.com/,False,2025-07-29 08:12:15
976,19236,22,3178,41,Mobile,cta_button,http://york.net/,True,2025-06-18 21:51:15
977,36876,83,923,39,Desktop,image,http://www.harper-brady.com/,False,2025-06-04 20:09:48
978,42758,176,4177,26,Desktop,description,https://harding-hill.net/,False,2025-04-12 09:26:05
979,47279,148,3318,13,Tablet,description,https://www.phillips-kaufman.com/,False,2025-06-05 15:30:37
980,23285,195,4243,22,Desktop,headline,https://www.carter.com/,False,2025-01-22 17:08:22
981,4489,181,4983,42,Tablet,cta_button,http://massey.biz/,False,2025-01-30 20:02:16
982,3403,148,716,25,Tablet,description,http://www.jones.org/,False,2025-05-30 17:17:02
983,45969,74,3055,47,Tablet,headline,https://rogers.com/,False,2025-07-06 14:15:25
984,41542,7,1214,33,Mobile,description,https://moss.info/,False,2025-05-04 18:40:02
985,24094,192,3761,34,Desktop,cta_button,https://www.rodriguez-thornton.com/,True,2025-06-20 20:12:03
986,23404,5,2347,38,Tablet,image,https://www.mann.com/,False,2025-09-11 21:29:20
987,26244,28,4862,33,Mobile,image,http://www.mendez-aguilar.com/,False,2025-10-11 12:52:37
988,9886,42,1618,49,Tablet,headline,http://www.salazar.com/,False,2025-03-29 23:09:02
989,4175,139,4723,7,Tablet,description,https://rodriguez.net/,False,2025-01-05 10:13:56
990,34790,97,2654,30,Mobile,image,https://www.lynch.com/,False,2025-04-22 07:01:20
991,46139,141,987,6,Tablet,description,http://fleming.net/,False,2025-03-07 19:43:10
992,49692,16,3181,4,Mobile,image,https://www.foster-mccall.com/,False,2025-03-02 16:23:02
993,17386,180,1024,27,Desktop,cta_button,https://www.fields.com/,False,2025-05-05 19:18:19
994,2940,99,4433,6,Desktop,description,https://www.young-phillips.com/,False,2025-01-14 20:24:27
995,24447,37,3939,7,Desktop,image,https://jenkins.com/,False,2025-01-09 20:07:48
996,26252,65,3924,9,Tablet,description,https://wright.org/,False,2025-08-27 17:55:37
997,15991,88,4810,45,Desktop,headline,https://maynard-ross.com/,False,2025-09-17 09:34:36
998,25903,26,389,18,Mobile,cta_button,https://strickland-anderson.com/,False,2025-04-20 09:34:56
999,24755,167,3581,38,Desktop,headline,https://morrison-vasquez.com/,False,2025-04-23 16:07:58
1000,33401,7,702,30,Mobile,description,https://www.garcia-williams.com/,False,2025-05-26 23:22:49
1001,31297,147,2007,26,Tablet,headline,http://www.owens-thompson.com/,False,2025-05-06 08:52:00
1002,17884,54,4077,13,Mobile,description,http://griffin.info/,False,2025-01-01 20:10:18
1003,17535,60,1940,34,Tablet,image,https://weber-valentine.net/,False,2025-07-28 23:33:07
1004,11365,4,3094,17,Mobile,image,https://www.nguyen-robinson.info/,True,2025-06-22 06:33:15
1005,23236,37,791,28,Tablet,image,https://www.steele.com/,False,2025-01-05 20:28:07
1006,28168,135,2430,20,Desktop,cta_button,http://fisher.info/,False,2025-07-11 18:20:59
1007,30507,86,2157,29,Mobile,image,http://martinez-shaw.net/,False,2025-09-30 19:14:15
1008,43637,17,2764,21,Desktop,headline,http://www.turner.com/,False,2025-04-24 22:17:10
1009,39869,167,1095,15,Tablet,image,https://www.watson.biz/,False,2025-04-28 21:20:24
1010,39604,129,199,20,Mobile,description,https://www.lucas.com/,True,2025-02-07 23:33:55
1011,27819,9,1700,31,Mobile,image,https://www.sampson.org/,False,2025-01-29 20:52:44
1012,34014,187,1809,22,Tablet,description,http://miranda-perez.com/,False,2025-01-27 10:09:41
1013,9559,81,616,42,Desktop,description,http://reilly.com/,False,2025-04-04 20:57:54
1014,2497,159,4776,30,Mobile,image,https://www.adams.com/,False,2025-08-14 19:55:57
1015,10901,140,3319,32,Tablet,cta_button,https://www.klein.com/,False,2025-02-19 20:38:44
1016,42703,69,2208,23,Mobile,image,http://www.hancock.com/,True,2025-10-04 18:50:34
1017,37774,152,3176,27,Mobile,cta_button,https://www.rodriguez.com/,True,2025-03-26 18:18:49
1018,6475,161,4185,17,Tablet,headline,https://ryan.com/,False,2025-08-21 20:11:05
1019,35247,152,2218,28,Mobile,headline,http://jones.com/,True,2025-03-25 19:11:15
1020,46289,138,3337,48,Desktop,cta_button,http://www.edwards-cowan.org/,False,2025-08-18 07:36:16
1021,12240,107,4473,20,Tablet,image,https://www.burton.com/,True,2025-08-26 08:42:14
1022,30073,144,3016,11,Mobile,cta_button,http://www.harris.com/,False,2025-05-10 13:27:28
1023,24989,47,1614,2,Mobile,cta_button,http://bradley-wilson.net/,False,2025-08-20 16:50:15
1024,43008,36,3627,27,Mobile,cta_button,http://west.com/,False,2025-08-13 08:46:52
1025,15237,194,3214,39,Mobile,headline,http://www.nelson-sawyer.info/,False,2025-09-02 20:08:06
1026,17320,150,3338,35,Tablet,headline,https://tucker.com/,False,2025-05-06 19:51:17
1027,8046,20,701,14,Tablet,description,https://nguyen-adams.net/,False,2025-06-29 16:09:54
1028,38213,19,1894,28,Tablet,description,http://romero.biz/,False,2025-07-25 23:35:57
1029,2500,25,264,37,Mobile,description,http://www.hernandez-ramos.com/,True,2025-01-20 22:03:20
1030,45525,144,2284,25,Mobile,headline,https://brooks.com/,False,2025-04-25 11:19:25
1031,38791,56,3944,32,Tablet,image,https://www.barrett.com/,False,2025-02-02 16:13:48
1032,32738,73,4339,3,Desktop,headline,https://www.roth.com/,False,2025-08-03 21:45:13
1033,37521,173,647,35,Mobile,headline,http://www.shea-fitzgerald.info/,True,2025-09-17 20:18:28
1034,45188,150,2791,17,Mobile,description,https://www.lee.com/,False,2025-05-06 09:27:23
1035,4079,128,4152,4,Tablet,description,http://www.taylor-oliver.com/,False,2025-03-20 12:38:26
1036,23903,9,4616,36,Tablet,image,https://franco.com/,False,2025-01-23 14:03:51
1037,3976,121,1722,48,Desktop,headline,http://www.estrada.org/,False,2025-09-10 21:06:49
1038,32148,4,4069,35,Tablet,cta_button,http://www.christensen-harris.com/,False,2025-07-03 20:10:25
1039,17367,118,2976,46,Mobile,headline,http://lynn.com/,False,2025-06-22 09:43:59
1040,44647,158,1873,10,Desktop,cta_button,http://reed.com/,True,2025-05-21 17:30:17
1041,11241,88,497,6,Desktop,image,https://www.ball.com/,False,2025-09-19 09:05:35
1042,34880,125,4275,26,Desktop,cta_button,https://www.esparza-powell.org/,False,2025-02-19 05:58:22
1043,29338,161,4496,9,Desktop,image,https://estrada.net/,False,2025-07-19 09:35:20
1044,22435,158,3259,17,Mobile,headline,http://www.miller.com/,False,2025-05-20 23:43:20
1045,20146,24,778,48,Tablet,image,https://wiggins.org/,True,2025-09-08 00:41:38
1046,48720,42,3602,40,Desktop,headline,http://www.williams.com/,True,2025-03-29 23:49:37
1047,26446,173,3075,9,Mobile,cta_button,https://wolf.com/,False,2025-09-23 10:12:11
1048,3580,160,3389,3,Desktop,image,https://king-horne.net/,False,2025-07-17 10:00:22
1049,45877,85,1829,35,Tablet,cta_button,http://www.yang.org/,False,2025-06-03 20:26:35
1050,12728,80,4976,44,Desktop,cta_button,https://leblanc.net/,False,2025-02-26 07:44:37
1051,8207,77,3012,12,Tablet,cta_button,https://morris-hayes.com/,False,2025-09-23 11:40:47
1052,29421,63,1542,49,Desktop,description,http://allen-glover.com/,False,2025-07-15 20:12:48
1053,48598,18,3597,16,Tablet,image,http://www.porter-flores.info/,False,2025-06-15 12:22:51
1054,30010,6,4070,47,Desktop,headline,http://valdez.com/,False,2025-04-24 16:27:43
1055,12390,196,1587,27,Desktop,headline,https://www.taylor-grant.info/,False,2025-06-28 22:40:05
1056,42701,103,1585,45,Tablet,description,https://moss-lamb.com/,False,2025-08-01 18:32:17
1057,48885,174,794,43,Desktop,description,https://www.rodriguez.org/,False,2025-09-15 12:44:41
1058,22321,55,2218,28,Mobile,image,http://www.morton.com/,False,2025-09-05 11:59:01
1059,3789,14,1944,42,Tablet,cta_button,http://www.hernandez-davidson.org/,False,2025-02-24 19:13:41
1060,11640,75,1432,12,Tablet,cta_button,https://smith.org/,False,2025-06-29 09:13:41
1061,6385,26,2920,14,Mobile,cta_button,https://www.flores.com/,False,2025-05-09 17:31:32
1062,7063,190,3054,26,Desktop,cta_button,http://www.macdonald.com/,False,2025-06-10 22:13:48
1063,28796,168,4222,13,Mobile,description,http://www.martinez-taylor.com/,False,2025-09-26 09:04:33
1064,43630,90,4087,13,Tablet,cta_button,http://jones-thomas.com/,False,2025-10-08 20:37:39
1065,30724,132,4071,37,Mobile,headline,http://www.clark.com/,False,2025-07-16 09:53:51
1066,34610,70,426,47,Mobile,headline,https://bowman.com/,False,2025-07-08 13:15:19
1067,22192,42,3006,30,Desktop,image,https://meadows-brown.biz/,False,2025-04-02 13:03:30
1068,40435,29,2965,14,Mobile,image,https://gardner.net/,False,2025-01-15 20:26:26
1069,48338,39,2406,38,Tablet,description,http://www.jenkins.com/,True,2025-05-19 21:48:04
1070,42494,89,1551,25,Desktop,image,http://perry.com/,False,2025-08-11 11:28:07
1071,5867,6,4888,12,Mobile,image,https://www.moore-rodriguez.com/,False,2025-04-12 12:18:04
1072,30176,14,1968,35,Mobile,headline,https://www.henry-warren.info/,False,2025-02-26 19:49:58
1073,19665,49,1462,42,Mobile,cta_button,https://www.williams.com/,True,2025-07-18 05:33:48
1074,15450,36,2371,18,Mobile,cta_button,http://www.allen.com/,False,2025-08-24 16:47:42
1075,12792,38,2434,17,Mobile,description,http://www.guerrero.net/,False,2025-03-26 20:23:19
1076,21220,42,1507,48,Mobile,description,http://cruz-allen.info/,False,2025-04-01 06:15:02
1077,7343,87,1840,2,Tablet,description,http://www.randolph.com/,False,2025-03-13 20:17:58
1078,15523,16,4915,13,Tablet,headline,http://lozano-gomez.org/,False,2025-03-01 10:10:05
1079,8635,152,4700,19,Tablet,description,http://www.clark.info/,False,2025-03-26 08:55:37
1080,22668,75,1291,46,Mobile,description,https://miller-delacruz.com/,False,2025-07-10 15:39:09
1081,19570,32,4564,32,Desktop,image,http://www.fuller-mitchell.org/,False,2025-08-04 21:30:56
1082,32901,199,3561,32,Mobile,description,http://reyes-garcia.biz/,False,2025-05-27 23:34:46
1083,31649,53,3912,20,Tablet,headline,http://www.smith.com/,False,2025-06-15 23:32:05
1084,14240,31,859,16,Desktop,headline,https://williams.com/,False,2025-04-06 21:50:54
1085,27414,135,913,33,Mobile,description,http://smith-delgado.biz/,False,2025-06-24 10:16:36
1086,14662,129,1227,16,Desktop,cta_button,https://barber.net/,False,2025-03-04 15:53:06
1087,11200,79,4703,15,Mobile,image,https://www.black-johnson.com/,False,2025-04-12 22:01:30
1088,23600,118,1493,24,Mobile,image,http://www.bailey-wilson.net/,False,2025-06-05 23:31:59
1089,41534,89,1366,36,Mobile,headline,https://www.monroe.com/,True,2025-08-08 15:16:59
1090,46645,197,2437,50,Mobile,headline,https://myers-wong.com/,True,2025-06-03 16:29:38
1091,20464,149,479,31,Desktop,image,http://taylor.info/,False,2025-08-08 12:07:29
1092,30115,82,1712,17,Tablet,description,https://meadows.org/,False,2025-09-21 20:23:25
1093,29949,162,1563,19,Tablet,cta_button,http://freeman.com/,False,2025-01-09 20:12:43
1094,19426,150,4936,1,Desktop,description,https://harris-riddle.com/,False,2025-04-27 06:59:21
1095,6411,131,355,45,Desktop,image,http://www.hartman.com/,False,2025-08-11 11:28:14
1096,2906,93,984,36,Tablet,image,http://jackson.biz/,False,2025-03-22 14:19:03
1097,18324,173,3165,11,Tablet,image,https://www.lewis.com/,False,2025-10-08 17:51:42
1098,44971,109,4863,6,Desktop,image,https://mills.com/,False,2025-02-22 07:36:19
1099,2816,136,633,47,Mobile,description,https://francis.info/,False,2025-06-06 16:12:12
1100,24427,103,1968,35,Mobile,headline,https://shepherd.org/,False,2025-08-16 20:54:23
1101,30021,85,2927,22,Mobile,image,http://www.nguyen.info/,False,2025-05-25 18:11:01
1102,26952,194,3141,5,Mobile,headline,https://www.sellers.net/,True,2025-09-23 18:34:43
1103,17911,174,555,46,Desktop,headline,https://www.thompson.com/,False,2025-09-19 17:02:49
1104,42350,184,4061,34,Mobile,description,https://www.parrish-mcconnell.biz/,False,2025-05-07 18:00:45
1105,33057,81,1498,26,Tablet,description,https://www.buckley.com/,False,2025-04-11 14:37:26
1106,38370,18,4422,9,Tablet,image,http://www.johnson.net/,True,2025-05-11 17:14:34
1107,11040,40,610,20,Mobile,headline,http://www.aguilar-wood.com/,True,2025-05-24 18:49:00
1108,12490,136,4123,4,Tablet,description,https://aguilar.org/,False,2025-06-09 08:25:30
1109,16215,151,972,12,Desktop,cta_button,https://www.lee.com/,False,2025-02-12 07:47:13
1110,34542,33,4724,2,Desktop,headline,http://morales.biz/,False,2025-04-17 09:09:44
1111,22968,143,2814,39,Tablet,description,http://clark.com/,False,2025-07-11 06:47:38
1112,6947,90,2333,24,Mobile,image,https://www.lang-jackson.info/,False,2025-10-15 17:06:31
1113,20009,185,1247,5,Mobile,cta_button,http://www.scott.com/,False,2025-03-25 01:10:06
1114,6480,55,3706,14,Mobile,cta_button,http://www.smith.com/,True,2025-09-22 03:02:00
1115,17896,131,817,28,Tablet,headline,http://www.figueroa.com/,False,2025-08-06 20:27:06
1116,42972,21,1230,44,Desktop,headline,https://williams.info/,False,2025-07-24 19:18:01
1117,9133,26,1006,39,Mobile,headline,https://perkins.com/,False,2025-04-13 19:00:26
1118,33716,175,869,12,Mobile,image,https://www.hamilton-robertson.com/,False,2025-01-24 07:52:46
1119,14341,46,4405,36,Mobile,image,http://www.johnson-padilla.com/,False,2025-08-30 18:41:45
1120,7327,75,2097,29,Desktop,cta_button,https://anderson.com/,False,2025-06-17 23:47:17
1121,21646,51,1893,27,Mobile,headline,https://newton-hernandez.com/,False,2025-09-06 11:19:32
1122,35704,164,1022,39,Tablet,cta_button,https://www.davila-montgomery.com/,False,2025-12-11 08:55:18
1123,5424,33,4050,43,Desktop,headline,http://murillo-silva.com/,False,2025-04-12 19:27:50
1124,37569,5,4906,2,Mobile,image,https://black-martin.info/,False,2025-09-08 18:55:16
1125,13920,121,4965,9,Tablet,image,https://www.velez-graves.com/,False,2025-07-25 08:27:56
1126,20816,197,2153,12,Mobile,description,http://steele.com/,False,2025-06-30 09:03:54
1127,10816,60,4490,43,Tablet,cta_button,http://barrera.info/,True,2025-07-23 19:30:15
1128,25288,149,1192,24,Desktop,cta_button,http://brown.com/,False,2025-08-14 12:49:48
1129,49530,31,3964,16,Mobile,headline,https://www.jones.info/,True,2025-04-08 21:11:53
1130,3878,4,4962,15,Desktop,image,https://bullock-butler.com/,False,2025-06-18 07:41:20
1131,33443,138,2560,33,Tablet,image,https://martinez.com/,False,2025-08-19 14:30:55
1132,1436,93,1211,22,Desktop,image,https://jones.com/,False,2025-03-18 20:02:47
1133,7381,132,772,7,Tablet,cta_button,https://rodriguez.com/,False,2025-07-16 22:45:53
1134,23350,79,291,17,Mobile,description,http://thompson.com/,True,2025-04-10 19:33:09
1135,13390,111,2935,8,Desktop,image,http://www.mccarthy-thomas.biz/,False,2025-06-19 12:17:34
1136,28140,136,463,9,Tablet,cta_button,https://www.boyd.com/,False,2025-06-07 10:54:38
1137,32076,155,4575,4,Desktop,cta_button,https://www.miranda.com/,False,2025-08-04 17:47:47
1138,37922,189,4151,22,Tablet,headline,http://www.hurst-reed.biz/,False,2025-02-15 20:36:10
1139,49667,80,4245,6,Desktop,headline,https://www.lopez.com/,True,2025-02-26 10:14:33
1140,13441,88,870,37,Tablet,cta_button,https://www.diaz.org/,False,2025-09-15 12:56:56
1141,21352,149,2752,48,Desktop,headline,https://davis.com/,False,2025-08-20 18:25:26
1142,21458,6,2688,30,Tablet,description,http://www.ponce.info/,False,2025-04-12 19:22:41
1143,16315,32,82,32,Tablet,image,https://www.andrews.org/,False,2025-08-01 21:09:12
1144,3745,111,4949,23,Tablet,description,https://berry-rodriguez.com/,False,2025-06-10 09:20:00
1145,3599,80,3602,40,Desktop,description,https://nunez.com/,False,2025-03-02 16:23:44
1146,12263,20,2470,38,Tablet,cta_button,http://mathews.info/,False,2025-06-21 19:32:40
1147,39679,26,3451,34,Tablet,headline,https://anderson-rogers.com/,False,2025-04-29 09:46:11
1148,6956,46,2889,29,Tablet,cta_button,https://mcfarland.com/,False,2025-08-22 05:16:52
1149,46494,114,4929,41,Mobile,cta_button,http://www.brown-keller.com/,False,2025-03-24 07:12:33
1150,22217,41,1270,40,Desktop,cta_button,http://kim.com/,False,2025-09-23 20:38:14
1151,33043,87,3477,42,Tablet,description,https://www.gordon.com/,False,2025-03-21 11:24:02
1152,42962,194,1161,16,Mobile,image,https://www.romero.info/,True,2025-09-09 13:45:58
1153,3727,32,2951,25,Desktop,headline,https://www.brooks.net/,False,2025-08-13 16:35:20
1154,17972,67,3066,34,Tablet,cta_button,https://smith-smith.com/,True,2025-08-28 10:31:14
1155,8647,86,1100,1,Tablet,description,http://www.franklin.com/,False,2025-09-22 18:37:51
1156,8078,185,2013,14,Mobile,description,https://www.shea.com/,False,2025-03-11 23:17:04
1157,19343,102,4039,35,Tablet,description,http://www.williams-williams.com/,False,2025-02-08 21:10:18
1158,32592,164,771,8,Tablet,headline,https://www.joseph-hamilton.biz/,False,2025-11-11 10:34:31
1159,21418,51,1080,19,Mobile,image,http://mendoza.org/,False,2025-09-11 14:53:52
1160,5489,134,3428,4,Tablet,image,http://www.robinson.org/,False,2025-04-26 20:05:48
1161,6615,21,114,3,Tablet,description,https://www.perkins.com/,False,2025-07-17 08:57:37
1162,37555,50,412,3,Desktop,description,http://jones-golden.biz/,False,2025-04-17 10:36:40
1163,41766,144,3700,19,Mobile,cta_button,http://navarro.info/,True,2025-04-18 20:26:06
1164,5426,52,288,45,Mobile,image,https://www.herrera-gray.com/,True,2025-02-26 08:04:49
1165,12975,172,4113,48,Tablet,image,http://www.holmes-sanders.info/,False,2025-09-19 21:04:26
1166,36620,59,3946,20,Tablet,image,http://www.farrell.com/,False,2025-01-11 12:49:16
1167,20698,51,582,10,Tablet,description,http://www.krause-hernandez.com/,False,2025-09-05 01:01:12
1168,27189,194,952,8,Tablet,image,http://www.cohen.com/,False,2025-09-24 06:19:17
1169,22721,19,1218,14,Tablet,cta_button,https://velazquez.com/,False,2025-08-12 20:34:18
1170,5294,53,1161,16,Mobile,cta_button,http://york-hernandez.com/,False,2025-06-22 07:30:17
1171,10344,81,3303,48,Tablet,image,http://www.miller.com/,False,2025-02-12 03:35:16
1172,29138,129,3232,19,Desktop,cta_button,http://johnson-lopez.com/,False,2025-03-06 15:00:06
1173,40754,55,2548,3,Mobile,image,https://www.lee-west.com/,False,2025-08-28 15:21:56
1174,14273,134,1023,13,Mobile,description,http://www.stevens-york.com/,False,2025-04-28 11:32:02
1175,37012,67,1619,33,Desktop,headline,https://hoffman.com/,True,2025-08-23 21:50:22
1176,12538,81,4699,34,Tablet,headline,https://www.brown.com/,False,2025-03-12 22:29:27
1177,41485,92,4330,31,Desktop,headline,https://conner.net/,False,2025-07-21 19:29:59
1178,18275,175,412,3,Desktop,description,http://www.dominguez.org/,False,2025-01-24 02:33:02
1179,34577,20,3529,14,Tablet,description,https://smith.com/,False,2025-06-28 19:25:37
1180,13941,57,2986,8,Tablet,image,http://carpenter-cruz.com/,False,2025-08-15 14:25:23
1181,34268,45,4075,46,Mobile,cta_button,https://www.johnson-rodriguez.com/,False,2025-08-10 09:45:45
1182,7321,84,3471,24,Desktop,image,http://www.ingram-butler.biz/,False,2025-07-03 18:35:02
1183,30509,197,2574,3,Desktop,description,https://shelton.biz/,False,2025-06-30 19:16:26
1184,9049,27,3876,38,Tablet,headline,https://www.davis-barajas.com/,False,2025-03-02 08:45:26
1185,10136,65,2849,50,Desktop,image,http://www.anthony-oneill.net/,False,2025-09-02 17:25:00
1186,30193,172,3594,45,Mobile,cta_button,https://campbell.biz/,False,2025-09-19 13:30:25
