impression_id,campaign_id,user_id,neighborhood_id,ad_type,ad_placement,device_type,is_viewable,view_duration_seconds,session_id,created_at
9005,85,2220,11,Native,Notification,Mobile,True,0,f65f00d8,2025-05-23 11:08:05
9006,85,3817,42,Native,Right Rail,Desktop,True,2,6e39efc2,2025-05-23 08:41:45
9007,157,861,32,Local Deal,Search Results,Desktop,False,4,16cebe0e,2025-01-16 09:07:07
9008,36,1194,26,Video,Story,Desktop,True,0,6a5b43f4,2025-08-17 01:10:06
9009,63,4877,19,Display,Notification,Mobile,False,7,bcb46d63,2025-07-10 23:10:21
9010,192,2141,7,Display,Notification,Tablet,False,9,eae072bc,2025-08-14 22:03:01
9011,96,1312,18,Local Deal,Search Results,Tablet,False,9,74d20c54,2025-08-27 20:52:18
9012,185,4512,19,Native,Right Rail,Tablet,True,6,dc7d2385,2025-04-01 10:16:34
9013,11,4796,42,Display,Story,Tablet,True,0,3969f3f8,2025-10-20 08:52:53
9014,130,4279,14,Video,Right Rail,Mobile,True,0,25fd4e8c,2025-07-28 15:07:32
9015,57,1292,1,Sponsored Post,Right Rail,Mobile,True,10,7db90373,2025-08-13 21:10:05
9016,132,2711,15,Sponsored Post,Feed,Desktop,True,34,46bef474,2025-07-09 19:47:41
9017,113,3386,16,Sponsored Post,Story,Desktop,True,0,54ed1d3c,2025-05-30 09:11:54
9018,142,4899,12,Display,Right Rail,Tablet,True,10,51ef2bd4,2025-01-25 08:18:36
9019,85,986,14,Native,Notification,Desktop,True,8,a7fa013f,2025-05-24 21:12:32
9020,170,3250,47,Display,Story,Tablet,True,1,bd374733,2025-08-02 11:24:28
9021,177,4637,21,Local Deal,Story,Desktop,True,2,193576a1,2025-09-04 11:47:29
9022,83,1354,7,Display,Notification,Tablet,True,2,811a0a01,2025-06-27 18:28:25
9023,137,2964,24,Video,Feed,Desktop,True,0,e855dc9b,2025-02-04 18:09:05
9024,153,3629,17,Native,Feed,Mobile,True,4,bbeb086b,2025-09-07 06:27:26
9025,179,714,21,Local Deal,Search Results,Mobile,False,0,fd8058a2,2025-08-04 13:02:32
9026,24,3868,6,Native,Search Results,Mobile,True,10,aa25bfa9,2025-09-17 17:30:42
9027,181,2644,19,Local Deal,Right Rail,Desktop,True,8,e1934b27,2025-01-31 12:24:38
9028,177,1655,45,Local Deal,Right Rail,Tablet,True,5,1d1080ee,2025-10-02 22:05:03
9029,82,1762,16,Local Deal,Search Results,Mobile,True,2,e48c5c85,2025-09-24 10:40:13
9030,66,3655,38,Sponsored Post,Search Results,Desktop,True,7,2d8f6437,2025-03-18 16:02:45
9031,92,2980,41,Display,Story,Desktop,True,7,41623d28,2025-07-06 21:27:05
9032,78,2030,10,Local Deal,Story,Desktop,True,2,791e54c5,2025-03-04 15:36:12
9033,176,3627,27,Native,Story,Mobile,True,5,07f1d206,2025-04-06 07:22:17
9034,177,2421,26,Local Deal,Right Rail,Desktop,True,0,31ce56ac,2025-10-04 16:21:51
9035,56,4758,8,Native,Search Results,Mobile,True,6,fae5b266,2025-01-27 16:31:34
9036,181,1566,18,Local Deal,Story,Mobile,True,2,88f49032,2025-01-30 10:27:09
9037,118,3577,39,Local Deal,Search Results,Mobile,False,5,d9c57edd,2025-06-14 20:49:20
9038,81,390,47,Native,Feed,Desktop,True,1,4e4d354a,2025-03-27 19:54:44
9039,124,1905,48,Native,Right Rail,Desktop,True,8,0bc6d5d1,2025-08-11 08:13:16
9040,3,3437,7,Local Deal,Notification,Desktop,True,6,c0029ee3,2025-05-21 20:50:33
9041,191,2540,13,Local Deal,Notification,Tablet,False,0,b728c96d,2025-08-24 18:43:04
9042,84,1801,15,Local Deal,Search Results,Mobile,True,3,65e1fe41,2025-06-29 10:21:19
9043,124,1475,33,Native,Story,Desktop,True,2,5c2cbc24,2025-08-08 18:44:17
9044,88,2413,44,Native,Right Rail,Mobile,True,2,3085f763,2025-09-21 09:14:11
9045,36,4192,41,Video,Story,Desktop,True,1,4f7d3b10,2025-08-21 16:41:27
9046,171,3406,31,Local Deal,Story,Tablet,True,6,78e2ced8,2025-05-13 10:08:41
9047,73,2837,3,Native,Search Results,Mobile,True,9,1e77a367,2025-08-09 08:27:19
9048,180,2793,30,Video,Feed,Tablet,True,8,02ce85f6,2025-05-10 09:22:26
9049,27,3876,38,Video,Feed,Tablet,True,7,b6e9d969,2025-03-02 08:45:15
9050,11,2991,13,Display,Right Rail,Mobile,True,37,85a23167,2025-10-21 05:15:42
9051,50,1482,3,Display,Story,Tablet,True,26,c16ace24,2025-03-25 19:01:46
9052,157,4205,19,Local Deal,Notification,Desktop,True,4,f0f284f9,2025-01-19 17:14:31
9053,150,2436,23,Local Deal,Search Results,Tablet,True,2,f50cc44b,2025-06-19 06:28:30
9054,61,600,46,Native,Search Results,Tablet,True,10,4d2411b1,2025-02-16 19:28:36
9055,71,805,41,Display,Notification,Tablet,True,7,39f776e4,2025-06-16 08:32:55
9056,24,3872,11,Native,Feed,Desktop,True,0,435572ba,2025-08-30 13:37:20
9057,55,43,45,Native,Story,Desktop,True,25,baaf3e3e,2025-08-21 01:12:41
9058,47,3250,47,Local Deal,Feed,Tablet,True,9,d2b7d773,2025-09-16 21:34:06
9059,138,264,37,Local Deal,Story,Mobile,True,0,ae16cf9d,2025-08-20 19:10:58
9060,2,1809,22,Native,Search Results,Tablet,True,7,c90c1de2,2025-01-20 09:23:14
9061,105,535,29,Display,Feed,Tablet,True,21,e4000916,2025-07-05 21:17:11
9062,13,4618,36,Local Deal,Search Results,Desktop,True,1,f19c2703,2025-01-24 01:15:43
9063,126,4680,14,Video,Search Results,Tablet,True,17,4214dd36,2025-09-02 22:31:00
9064,71,492,25,Display,Right Rail,Desktop,True,33,3347d369,2025-06-12 22:38:53
9065,170,1011,38,Display,Right Rail,Tablet,True,2,1e801154,2025-07-28 08:03:32
9066,5,4339,3,Display,Right Rail,Desktop,True,12,4a26ef83,2025-09-12 11:53:43
9067,44,1834,7,Display,Search Results,Tablet,False,2,63369f49,2025-08-19 18:20:47
9068,33,3,22,Local Deal,Search Results,Desktop,False,2,8681d973,2025-03-25 19:56:33
9069,63,3219,6,Display,Story,Mobile,True,1,2050bd45,2025-07-24 21:06:00
9070,112,419,8,Display,Feed,Desktop,True,36,8f3f2858,2025-04-22 12:25:31
9071,79,2608,5,Sponsored Post,Notification,Tablet,True,0,ed4edbe0,2025-03-12 08:52:31
9072,156,1616,32,Native,Search Results,Tablet,True,17,7801ccdd,2025-07-01 10:15:20
9073,148,235,19,Display,Notification,Desktop,True,10,8ee5f73e,2025-05-31 12:12:16
9074,42,1164,29,Local Deal,Notification,Tablet,False,26,512068b2,2025-04-04 20:20:10
9075,158,2795,43,Video,Right Rail,Mobile,True,1,f3778343,2025-05-23 08:28:11
9076,103,3425,43,Video,Right Rail,Mobile,True,2,8aa06210,2025-08-10 23:23:56
9077,144,1315,19,Display,Right Rail,Desktop,True,5,134a060c,2025-04-19 18:37:36
9078,7,1254,9,Video,Story,Tablet,True,8,b9304ccd,2025-06-04 07:29:30
9079,21,1226,3,Video,Story,Mobile,True,7,cb26a3cd,2025-07-05 19:59:08
9080,3,64,48,Local Deal,Feed,Desktop,True,5,c5365216,2025-05-06 18:52:37
9081,47,2301,39,Local Deal,Right Rail,Mobile,True,2,6483a0a5,2025-08-31 11:18:18
9082,83,4527,2,Display,Notification,Desktop,True,6,47f36c33,2025-06-03 12:44:37
9083,145,2547,7,Video,Right Rail,Desktop,True,5,2a74ae57,2025-06-21 07:38:09
9084,152,412,3,Display,Right Rail,Desktop,True,1,302f7b2f,2025-03-26 00:08:39
9085,125,3859,15,Video,Search Results,Mobile,True,9,96197b57,2025-03-30 11:28:53
9086,95,4322,19,Native,Story,Desktop,True,0,f2b8b870,2025-06-04 21:43:01
9087,38,2509,20,Video,Feed,Desktop,True,2,31b37a34,2025-04-05 16:04:13
9088,19,2733,5,Display,Notification,Mobile,True,30,40618140,2025-06-17 11:13:46
9089,22,1342,1,Video,Right Rail,Mobile,False,8,8c62edbf,2025-06-19 08:46:31
9090,146,914,30,Display,Feed,Desktop,True,48,4e666f93,2025-08-17 14:12:02
9091,175,4554,35,Display,Right Rail,Desktop,True,0,7412e3a7,2025-01-25 08:47:20
9092,22,804,15,Video,Feed,Tablet,True,1,3574b95d,2025-07-04 16:08:13
9093,149,4601,47,Sponsored Post,Right Rail,Desktop,True,2,c14da4e8,2025-09-02 09:14:07
9094,17,4325,24,Native,Notification,Tablet,True,0,a7b2e49b,2025-04-25 21:06:50
9095,169,1605,25,Native,Search Results,Desktop,True,5,bfe4bbe3,2025-02-25 21:47:58
9096,155,39,2,Display,Search Results,Desktop,True,1,b4d3319a,2025-07-26 14:35:05
9097,170,3239,20,Display,Notification,Desktop,True,9,278fb057,2025-07-24 21:13:39
9098,9,817,28,Video,Story,Tablet,True,31,35842d62,2025-02-04 12:14:23
9099,56,4256,24,Native,Notification,Tablet,True,2,b84863ff,2025-01-30 08:57:26
9100,56,1515,38,Native,Feed,Desktop,True,29,7818f68d,2025-01-26 22:52:48
9101,89,4578,32,Sponsored Post,Search Results,Mobile,True,4,1643330c,2025-08-11 20:47:44
9102,29,1063,4,Local Deal,Search Results,Mobile,False,4,8151fa45,2025-01-21 09:47:58
9103,42,2003,4,Local Deal,Notification,Mobile,True,4,854a27c7,2025-04-03 19:54:45
9104,49,3852,5,Video,Search Results,Tablet,False,2,3067d423,2025-07-26 20:41:59
9105,91,12,29,Display,Search Results,Mobile,True,0,8c9ff2df,2025-07-03 21:18:47
9106,112,419,8,Display,Notification,Desktop,True,20,7a7f5ba2,2025-05-29 02:40:59
9107,63,117,36,Display,Notification,Tablet,True,9,8b2cd503,2025-07-26 09:05:50
9108,193,1714,11,Video,Story,Mobile,True,2,68570585,2025-07-10 08:49:11
9109,114,4556,42,Native,Right Rail,Desktop,True,52,28d61f28,2025-03-29 03:39:27
9110,77,554,23,Display,Notification,Desktop,False,0,b43c10d1,2025-10-08 01:39:28
9111,157,4590,23,Local Deal,Right Rail,Tablet,False,2,e64a6283,2025-01-16 08:18:28
9112,125,1292,1,Video,Notification,Mobile,True,2,ca9d56e4,2025-03-31 22:47:25
9113,19,3486,16,Display,Feed,Desktop,False,2,b84c9ef9,2025-07-03 11:01:53
9114,66,319,50,Sponsored Post,Right Rail,Desktop,True,44,bb80a3b5,2025-03-18 19:48:01
9115,165,2644,19,Native,Notification,Desktop,True,5,62625012,2025-06-19 09:17:44
9116,131,4136,26,Local Deal,Right Rail,Tablet,False,2,340eabe4,2025-07-30 09:20:00
9117,143,185,41,Display,Notification,Desktop,True,6,28ad858b,2025-06-14 09:38:34
9118,194,656,36,Sponsored Post,Right Rail,Mobile,True,46,ecaf7098,2025-09-16 07:21:15
9119,30,4781,5,Sponsored Post,Right Rail,Desktop,True,2,aafaa637,2025-02-27 18:31:30
9120,184,4975,47,Local Deal,Story,Desktop,True,10,f78bc360,2025-04-28 21:43:47
9121,4,3085,34,Display,Search Results,Tablet,False,9,215de78d,2025-06-14 05:12:08
9122,6,1707,16,Local Deal,Search Results,Mobile,True,6,46386ea7,2025-04-20 21:18:58
9123,56,3207,48,Native,Notification,Mobile,False,2,387750e7,2025-01-27 08:48:11
9124,170,562,32,Display,Story,Mobile,False,8,93620621,2025-07-10 22:35:08
9125,167,314,46,Display,Feed,Mobile,True,9,f5ecc8ec,2025-04-28 12:40:43
9126,112,3211,29,Display,Notification,Desktop,True,10,19566f51,2025-05-13 17:32:40
9127,30,2815,42,Sponsored Post,Right Rail,Mobile,False,55,d2c79c36,2025-03-02 11:28:36
9128,81,4302,5,Native,Feed,Tablet,False,9,07f40d53,2025-03-02 11:51:25
9129,69,1252,33,Video,Notification,Tablet,True,2,ce20d40d,2025-10-05 22:14:36
9130,81,525,5,Native,Feed,Mobile,True,0,b58a4796,2025-04-10 20:51:01
9131,42,4923,38,Local Deal,Story,Desktop,True,3,eea4024d,2025-04-01 22:34:52
9132,191,4177,26,Local Deal,Right Rail,Desktop,True,1,2c532a29,2025-07-06 18:35:08
9133,26,1006,39,Video,Notification,Mobile,True,1,89a5cf1b,2025-04-13 19:00:25
9134,162,1690,38,Video,Story,Mobile,False,2,1af5f124,2025-01-23 20:00:14
9135,189,2643,46,Video,Search Results,Mobile,True,2,d746ed6e,2025-02-13 08:40:06
9136,180,1020,45,Video,Feed,Mobile,False,9,97dcc37c,2025-05-07 21:47:08
9137,71,475,30,Display,Story,Desktop,True,1,feb49b16,2025-06-24 18:13:27
9138,113,4700,19,Sponsored Post,Search Results,Tablet,False,9,3e9faf23,2025-05-22 07:12:43
9139,104,4267,41,Sponsored Post,Notification,Desktop,True,1,88c2d417,2025-03-14 21:44:51
9140,37,1135,33,Native,Story,Mobile,True,0,29c982c8,2025-01-13 19:51:49
9141,81,2802,23,Native,Story,Tablet,True,1,f4ad0ee5,2025-03-05 19:17:19
9142,179,2299,28,Local Deal,Story,Tablet,True,5,0fcc1a55,2025-07-28 14:30:03
9143,189,2307,27,Video,Notification,Desktop,True,1,a2011910,2025-02-20 15:59:53
9144,120,1135,33,Display,Notification,Mobile,True,5,c3982efb,2025-01-19 08:37:55
9145,4,4511,1,Display,Story,Desktop,True,36,11e830ba,2025-06-16 18:14:48
9146,116,468,30,Video,Story,Tablet,True,7,fdc86ead,2025-08-02 19:17:54
9147,49,896,34,Video,Search Results,Desktop,True,2,480e7313,2025-07-24 21:05:48
9148,59,1574,30,Native,Story,Desktop,True,10,a02dbeac,2025-01-09 10:16:52
9149,64,3557,17,Video,Right Rail,Desktop,True,5,a839433c,2025-09-28 22:36:29
9150,56,4246,13,Native,Feed,Tablet,True,1,e8b17acd,2025-02-01 20:05:18
9151,188,3818,39,Display,Notification,Desktop,True,1,3d86fbd9,2025-02-06 23:39:04
9152,38,4166,8,Video,Search Results,Tablet,True,2,c70cb21d,2025-03-28 15:40:14
9153,47,686,38,Local Deal,Story,Mobile,True,2,1a2d27e8,2025-09-28 22:07:04
9154,29,3607,22,Local Deal,Right Rail,Mobile,True,50,f62c9cf7,2025-01-12 10:33:33
9155,26,2913,45,Video,Search Results,Tablet,True,6,6499cdb0,2025-04-24 18:50:53
9156,104,473,25,Sponsored Post,Search Results,Tablet,True,2,d5a51662,2025-02-09 21:29:40
9157,108,937,25,Sponsored Post,Search Results,Mobile,True,43,6892cdb9,2025-03-24 16:46:25
9158,180,3566,35,Video,Story,Mobile,True,0,d44c8a09,2025-06-05 08:24:43
9159,26,1632,39,Video,Right Rail,Mobile,True,1,6a155944,2025-05-09 20:22:08
9160,76,3671,50,Sponsored Post,Right Rail,Tablet,True,0,d124cab8,2025-08-08 20:58:56
9161,124,3478,45,Native,Right Rail,Desktop,True,16,1f6cf1c6,2025-08-13 18:49:19
9162,104,4940,31,Sponsored Post,Feed,Tablet,True,7,561a4932,2025-04-01 06:13:33
9163,151,1391,40,Sponsored Post,Feed,Mobile,True,38,a6044d34,2025-03-10 10:38:58
9164,55,2135,14,Native,Right Rail,Tablet,True,23,9924f349,2025-09-20 20:28:09
9165,199,4471,32,Display,Right Rail,Desktop,True,53,3ea4d0b6,2025-04-29 09:23:04
9166,79,1027,12,Sponsored Post,Notification,Desktop,False,7,1e1edc14,2025-03-24 11:24:57
9167,100,4645,12,Native,Story,Mobile,True,8,b7184680,2025-06-07 21:10:57
9168,58,1945,3,Display,Feed,Mobile,False,2,fe9a82aa,2025-05-27 15:58:36
9169,40,1438,35,Video,Right Rail,Mobile,True,2,d7aa69bf,2025-04-26 15:57:08
9170,9,1439,48,Video,Feed,Mobile,False,7,efcaab6f,2025-01-21 09:08:18
9171,131,4203,21,Local Deal,Story,Mobile,True,3,cd7d2f94,2025-08-22 19:39:21
9172,131,3118,46,Local Deal,Story,Tablet,True,37,a7939786,2025-08-14 10:52:17
9173,65,1266,19,Display,Notification,Tablet,True,33,4458adb3,2025-09-13 20:02:24
9174,55,735,49,Native,Search Results,Mobile,True,14,eaacc4cd,2025-08-22 12:28:52
9175,7,418,40,Video,Search Results,Mobile,True,9,2a2621c1,2025-04-23 08:10:03
9176,136,637,8,Sponsored Post,Story,Desktop,True,9,4616543d,2025-06-04 15:46:41
9177,103,4272,2,Video,Feed,Desktop,True,2,715dce5e,2025-08-01 22:48:22
9178,20,2645,10,Sponsored Post,Story,Desktop,True,0,e6dc311c,2025-07-03 12:24:58
9179,132,2130,10,Sponsored Post,Feed,Desktop,True,2,c30a2dda,2025-07-08 17:58:45
9180,127,1018,50,Display,Search Results,Mobile,False,29,706bb7d5,2025-09-27 08:03:08
9181,28,4889,41,Sponsored Post,Notification,Desktop,False,10,cfbef454,2025-10-20 18:48:02
9182,158,4766,41,Video,Feed,Tablet,True,56,70f84f44,2025-05-22 09:38:44
9183,150,4036,11,Local Deal,Search Results,Mobile,False,47,38bc5cd8,2025-06-22 10:50:24
9184,133,3336,25,Native,Notification,Tablet,True,47,e3758ae4,2025-02-02 13:34:30
9185,38,2020,20,Video,Right Rail,Tablet,True,5,7604c3dc,2025-03-26 22:23:52
9186,197,155,12,Local Deal,Notification,Desktop,True,5,02db2f97,2025-05-13 09:06:40
9187,70,3210,42,Video,Notification,Tablet,True,4,7a3bd0b9,2025-07-30 18:54:32
9188,70,1768,35,Video,Search Results,Tablet,True,58,dd809dfa,2025-07-24 01:50:00
9189,49,534,15,Video,Right Rail,Mobile,True,43,8e4b1e92,2025-07-06 20:24:17
9190,199,2419,1,Display,Notification,Desktop,True,1,e6796d39,2025-05-30 06:37:07
9191,165,3178,41,Native,Story,Mobile,True,20,e972846d,2025-06-03 21:51:24
9192,163,2512,27,Sponsored Post,Notification,Desktop,True,50,d9c721a4,2025-09-10 21:23:46
9193,7,1570,25,Video,Right Rail,Tablet,True,4,004b379d,2025-06-10 17:23:55
9194,168,926,43,Native,Story,Tablet,True,3,9012b72d,2025-09-22 19:33:47
9195,47,2000,6,Local Deal,Notification,Mobile,True,10,e1aacd62,2025-08-09 18:04:25
9196,79,885,42,Sponsored Post,Story,Desktop,False,8,870d92e6,2025-04-03 21:26:04
9197,191,3823,18,Local Deal,Notification,Tablet,True,2,75665d45,2025-09-10 08:56:32
9198,23,156,43,Native,Story,Desktop,True,35,9fe03ab7,2025-02-04 20:55:22
9199,104,893,8,Sponsored Post,Notification,Mobile,True,4,6b29d66f,2025-04-25 20:50:27
9200,19,701,14,Display,Right Rail,Tablet,True,4,ea2c0cb1,2025-07-07 08:31:10
9201,74,309,30,Sponsored Post,Notification,Tablet,True,4,e6dc56ec,2025-07-21 17:05:37
9202,169,3331,46,Native,Search Results,Desktop,True,6,2b934d19,2025-03-15 23:46:26
9203,131,1979,35,Local Deal,Search Results,Tablet,False,1,24367bf5,2025-08-10 18:45:59
9204,96,1696,20,Local Deal,Notification,Desktop,False,35,2350c64b,2025-08-06 19:44:00
9205,161,1848,3,Video,Notification,Desktop,True,36,4da7c989,2025-07-25 07:14:33
9206,189,896,34,Video,Search Results,Desktop,False,10,66a7d88f,2025-02-18 21:26:44
9207,149,1930,31,Sponsored Post,Right Rail,Desktop,True,5,8314d948,2025-08-14 11:22:34
9208,11,1484,50,Display,Feed,Mobile,True,0,b0d87f3e,2025-10-11 19:28:54
9209,11,2496,22,Display,Story,Tablet,True,1,f719922c,2025-10-05 06:07:52
9210,126,914,30,Video,Story,Desktop,True,6,2cc5aade,2025-08-30 20:52:17
9211,164,3572,10,Local Deal,Notification,Tablet,True,2,94d7c879,2025-10-30 12:17:40
9212,77,4117,14,Display,Search Results,Mobile,True,9,e5c31690,2025-09-19 18:33:17
9213,200,3815,39,Local Deal,Search Results,Mobile,True,1,2fbb45de,2025-02-18 23:51:46
9214,160,2243,30,Display,Story,Mobile,False,8,c61495ad,2025-06-24 14:47:09
9215,63,1825,1,Display,Right Rail,Mobile,True,4,ff2985c5,2025-07-31 20:06:29
9216,24,3276,35,Native,Right Rail,Tablet,True,7,d1fc30fc,2025-09-26 20:18:12
9217,40,776,6,Video,Search Results,Desktop,True,3,bc0aeb03,2025-06-02 10:00:08
9218,40,4198,36,Video,Story,Mobile,True,10,3072d2f7,2025-06-15 20:40:16
9219,192,3490,34,Display,Notification,Desktop,True,10,39c42f12,2025-08-05 09:51:07
9220,147,2377,1,Video,Notification,Tablet,False,8,2fb9414d,2025-04-03 11:43:21
9221,24,688,38,Native,Feed,Mobile,True,2,093d3269,2025-09-12 08:06:34
9222,49,1234,26,Video,Right Rail,Mobile,False,9,581be30b,2025-07-29 18:26:37
9223,171,478,31,Local Deal,Feed,Tablet,False,54,0269ff57,2025-03-29 11:34:25
9224,194,1506,7,Sponsored Post,Notification,Mobile,True,2,9f6bcfae,2025-09-12 18:00:57
9225,128,3889,23,Local Deal,Feed,Desktop,False,9,fceb1771,2025-03-23 21:05:05
9226,46,1122,6,Video,Notification,Desktop,True,28,88231cec,2025-08-21 08:53:55
9227,26,684,5,Video,Notification,Tablet,True,52,9bd3b3ab,2025-05-08 20:33:36
9228,34,3471,24,Video,Story,Desktop,True,1,f8a903ca,2025-05-30 19:22:06
9229,140,2274,13,Native,Notification,Tablet,True,39,73846acf,2025-02-19 18:07:08
9230,113,4154,13,Sponsored Post,Story,Tablet,True,29,542fe6fd,2025-05-12 12:30:30
9231,108,1704,31,Sponsored Post,Story,Tablet,True,10,22bbdcd4,2025-03-22 23:40:31
9232,56,3777,17,Native,Notification,Tablet,True,10,126f601c,2025-01-24 13:35:30
9233,47,2556,13,Local Deal,Right Rail,Desktop,True,5,392c949b,2025-09-03 06:41:59
9234,7,1612,21,Video,Right Rail,Desktop,True,50,ac5c453d,2025-03-26 12:43:02
9235,189,1424,7,Video,Right Rail,Mobile,True,5,37a7a3ed,2025-02-15 17:33:20
9236,142,3566,35,Display,Notification,Mobile,True,5,a2d67bb8,2025-01-27 11:08:47
9237,179,436,19,Local Deal,Right Rail,Mobile,False,6,c5bad8d3,2025-07-30 09:12:43
9238,53,2730,12,Native,Right Rail,Mobile,True,2,47bdab75,2025-06-04 09:31:28
9239,152,981,48,Display,Right Rail,Desktop,True,3,2a962ee4,2025-03-26 06:59:04
9240,100,170,12,Native,Story,Mobile,True,56,a5fdd3a2,2025-06-01 22:05:58
9241,104,4571,28,Sponsored Post,Notification,Tablet,True,10,a51dff5a,2025-04-16 08:52:28
9242,158,2061,47,Video,Right Rail,Tablet,True,47,3fa7196a,2025-05-23 20:36:24
9243,164,3288,5,Local Deal,Right Rail,Desktop,False,2,79adb028,2025-10-01 20:39:23
9244,139,1877,29,Native,Story,Desktop,True,11,a9fe8e07,2025-01-22 06:04:48
9245,164,1871,24,Local Deal,Right Rail,Desktop,True,1,0ab7f011,2025-11-29 20:17:12
9246,93,2425,12,Native,Right Rail,Desktop,False,53,d1116728,2025-03-16 12:53:15
9247,23,3037,6,Native,Search Results,Desktop,False,3,b57bff6f,2025-02-05 08:02:58
9248,134,3423,17,Video,Feed,Mobile,True,8,fc918a5f,2025-04-28 19:17:55
9249,46,1213,31,Video,Notification,Tablet,True,6,1a4252c0,2025-08-25 21:36:30
9250,79,2418,27,Sponsored Post,Feed,Mobile,True,0,0075e7b6,2025-03-09 20:14:18
9251,182,3979,47,Display,Search Results,Desktop,False,2,28e8aa16,2025-07-31 16:14:42
9252,109,1326,13,Video,Right Rail,Tablet,True,0,ae125b14,2025-02-28 08:11:22
9253,6,2694,30,Local Deal,Story,Mobile,True,20,fbca6fc9,2025-04-24 20:13:29
9254,168,2300,34,Native,Notification,Desktop,True,2,09a9b234,2025-10-14 05:01:55
9255,119,3535,44,Native,Story,Desktop,False,4,1c0054f5,2025-02-06 09:45:29
9256,27,917,47,Video,Right Rail,Desktop,False,10,f3431589,2025-02-24 19:50:29
9257,186,119,47,Native,Search Results,Desktop,True,2,1cc379c2,2025-03-30 11:31:03
9258,62,3439,10,Video,Feed,Mobile,True,5,da256d05,2025-09-11 06:33:31
9259,66,2624,39,Sponsored Post,Search Results,Desktop,True,59,7b26ae95,2025-03-19 21:34:13
9260,79,2606,17,Sponsored Post,Notification,Mobile,False,9,4a5016d1,2025-03-30 10:57:46
9261,13,1640,5,Local Deal,Feed,Mobile,True,1,291a29c6,2025-01-07 06:00:18
9262,64,597,22,Video,Right Rail,Mobile,True,37,cc7d26e8,2025-09-28 10:21:25
9263,6,1593,14,Local Deal,Notification,Desktop,True,10,2d1a6739,2025-04-12 18:01:26
9264,143,2834,43,Display,Search Results,Mobile,True,0,5ae69a91,2025-07-09 18:31:42
9265,6,3792,15,Local Deal,Search Results,Tablet,True,38,ea91f2ad,2025-04-23 20:57:41
9266,161,548,39,Video,Feed,Mobile,True,0,7a6e194c,2025-07-31 13:23:52
9267,169,3016,11,Native,Notification,Mobile,True,0,4d76fc68,2025-03-18 20:29:37
9268,25,3641,47,Video,Notification,Tablet,True,0,b5b88728,2025-01-14 18:19:24
9269,171,4067,30,Local Deal,Story,Mobile,True,1,a976401f,2025-04-27 18:53:32
9270,97,1914,17,Native,Story,Mobile,True,53,3a0ed5d4,2025-04-21 11:26:50
9271,133,226,28,Native,Notification,Desktop,False,2,87b4fc0e,2025-02-04 09:06:47
9272,126,2847,13,Video,Feed,Desktop,True,5,ca5701db,2025-10-13 20:58:06
9273,183,3671,50,Sponsored Post,Search Results,Tablet,True,6,d817df99,2025-10-11 18:44:18
9274,200,250,24,Local Deal,Feed,Desktop,True,0,64512b32,2025-02-13 06:40:07
9275,17,2371,18,Native,Feed,Mobile,True,1,995a2af4,2025-04-29 15:02:53
9276,77,2003,4,Display,Notification,Mobile,True,31,e5847f96,2025-09-26 07:22:02
9277,22,2524,18,Video,Right Rail,Mobile,True,0,1b44dd38,2025-06-16 07:56:58
9278,5,4145,1,Display,Right Rail,Desktop,False,8,191249ae,2025-09-15 07:45:21
9279,138,1013,30,Local Deal,Search Results,Tablet,True,0,a40f097a,2025-08-31 19:32:27
9280,99,4515,37,Local Deal,Notification,Mobile,True,2,bcc858f9,2025-01-11 19:41:05
9281,184,4013,7,Local Deal,Story,Mobile,True,9,b8185b08,2025-03-25 08:41:08
9282,180,3101,46,Video,Right Rail,Desktop,True,2,f2e5339b,2025-05-03 18:17:39
9283,108,3860,36,Sponsored Post,Search Results,Desktop,True,7,ecf9a304,2025-04-01 14:16:41
9284,115,4133,38,Native,Right Rail,Tablet,False,9,0369ac0a,2025-02-16 10:39:13
9285,117,4583,45,Local Deal,Search Results,Desktop,False,0,3877fb1c,2025-07-24 20:43:10
9286,49,1326,13,Video,Story,Tablet,True,2,5b24e2ff,2025-07-25 12:28:49
9287,49,4323,15,Video,Notification,Mobile,True,0,f9945a48,2025-07-05 20:09:02
9288,152,4036,11,Display,Notification,Mobile,False,3,d21689bd,2025-03-31 19:12:22
9289,162,2486,17,Video,Notification,Desktop,False,6,a3910b37,2025-01-10 18:30:11
9290,177,1723,1,Local Deal,Notification,Desktop,True,8,4783871e,2025-10-04 15:40:53
9291,82,2117,28,Local Deal,Notification,Mobile,True,3,bc3ef26c,2025-09-24 22:59:48
9292,64,3471,24,Video,Right Rail,Desktop,True,23,76dd1913,2025-10-05 20:13:58
9293,58,2903,4,Display,Feed,Mobile,False,9,9425fef2,2025-05-24 15:22:05
9294,102,1358,12,Display,Feed,Mobile,True,7,e53ca873,2025-02-06 20:10:17
9295,138,4026,29,Local Deal,Search Results,Desktop,True,2,b74c5e92,2025-08-22 19:44:30
9296,24,3005,25,Native,Right Rail,Tablet,True,3,d5c784ce,2025-09-17 20:35:52
9297,114,4083,47,Native,Story,Mobile,True,4,209e359d,2025-03-17 03:52:59
9298,29,2832,8,Local Deal,Right Rail,Tablet,True,2,cefaebd5,2025-01-18 14:54:24
9299,192,2112,37,Display,Search Results,Tablet,True,5,42a85922,2025-08-06 23:30:21
9300,147,3663,34,Video,Story,Tablet,True,6,934317f6,2025-03-22 05:38:20
