loan_id,application_id,amount,funded_date,term_months
LN300498,APP100823,2436,2025-08-04 05:12:00,36
LN300499,APP100824,22501,2025-08-15 12:18:00,24
LN300500,APP100825,21393,2025-09-19 07:18:00,48
LN300501,APP100827,15847,2026-01-13 16:04:00,12
LN300502,APP100829,11646,2025-11-22 01:23:00,36
LN300503,APP100830,24971,2025-12-08 00:10:00,36
LN300504,APP100832,19650,2025-10-20 13:25:00,48
LN300505,APP100837,5237,2025-09-07 03:08:00,24
LN300506,APP100838,7926,2025-12-13 13:30:00,48
LN300507,APP100839,2595,2025-08-15 12:57:00,48
LN300508,APP100840,22090,2025-09-19 04:55:00,12
LN300509,APP100841,10271,2025-09-19 09:27:00,36
LN300510,APP100842,11589,2026-01-26 21:30:00,48
LN300511,APP100843,2819,2025-09-07 19:36:00,24
LN300512,APP100844,3317,2025-10-16 18:12:00,24
LN300513,APP100846,18929,2025-12-04 22:43:00,12
LN300514,APP100848,20735,2025-11-23 08:12:00,36
LN300515,APP100850,13497,2025-07-30 04:28:00,24
LN300516,APP100851,4032,2025-08-14 12:38:00,36
LN300517,APP100852,14069,2025-09-30 16:21:00,24
LN300518,APP100853,9361,2025-12-21 15:29:00,48
LN300519,APP100858,6833,2025-11-24 18:02:00,24
LN300520,APP100859,8866,2025-08-21 09:41:00,36
LN300521,APP100861,14071,2025-11-22 11:44:00,48
LN300522,APP100862,3922,2026-01-27 09:25:00,48
LN300523,APP100864,1672,2026-01-01 05:26:00,12
LN300524,APP100872,7823,2025-09-30 05:57:00,24
LN300525,APP100874,6339,2026-01-03 23:27:00,12
LN300526,APP100877,13730,2025-11-23 12:58:00,36
LN300527,APP100880,14185,2026-01-13 05:44:00,12
LN300528,APP100881,10336,2025-12-21 03:25:00,12
LN300529,APP100883,22206,2026-01-23 01:15:00,48
LN300530,APP100884,22432,2025-09-07 08:56:00,12
LN300531,APP100885,6050,2026-01-05 17:18:00,36
LN300532,APP100886,4951,2026-01-15 02:44:00,12
LN300533,APP100887,10782,2026-01-29 06:58:00,36
LN300534,APP100890,17084,2025-12-02 13:48:00,36
LN300535,APP100891,15167,2025-12-17 03:23:00,36
LN300536,APP100892,11161,2025-08-17 03:32:00,24
LN300537,APP100893,23444,2025-10-20 13:28:00,24
LN300538,APP100894,20775,2025-09-09 08:13:00,36
LN300539,APP100895,5302,2025-12-05 01:29:00,12
LN300540,APP100897,12765,2025-08-04 02:40:00,12
LN300541,APP100898,22807,2026-01-22 21:47:00,48
LN300542,APP100899,4149,2025-11-24 12:21:00,24
LN300543,APP100901,13040,2025-11-08 06:25:00,48
LN300544,APP100902,17798,2025-08-07 00:16:00,12
LN300545,APP100904,7549,2025-08-27 22:58:00,12
LN300546,APP100908,17043,2025-09-01 10:42:00,24
LN300547,APP100909,15596,2025-11-24 15:29:00,36
LN300548,APP100916,13716,2025-08-15 02:35:00,48
LN300549,APP100917,16611,2026-01-13 07:45:00,12
LN300550,APP100919,9797,2025-11-18 04:30:00,36
LN300551,APP100920,19450,2025-10-08 05:10:00,36
LN300552,APP100921,20671,2025-08-02 19:06:00,36
LN300553,APP100922,14863,2025-09-12 09:07:00,12
LN300554,APP100923,3956,2025-12-12 23:25:00,12
LN300555,APP100926,14845,2025-09-10 02:42:00,24
LN300556,APP100928,13066,2025-07-31 21:17:00,36
LN300557,APP100929,21115,2025-09-06 14:22:00,48
LN300558,APP100930,7106,2025-09-12 06:45:00,24
LN300559,APP100931,15224,2025-08-06 21:34:00,36
LN300560,APP100932,21666,2025-09-22 14:44:00,48
LN300561,APP100933,14959,2025-08-10 20:51:00,48
LN300562,APP100935,4045,2025-12-09 20:42:00,24
LN300563,APP100937,2325,2026-01-28 21:57:00,36
LN300564,APP100940,17821,2025-08-24 12:44:00,12
LN300565,APP100941,12198,2025-10-15 14:03:00,24
LN300566,APP100942,16188,2025-12-29 00:03:00,24
LN300567,APP100944,23165,2025-11-02 06:59:00,24
LN300568,APP100949,8347,2025-09-30 11:58:00,48
LN300569,APP100950,22220,2025-09-28 06:05:00,36
LN300570,APP100953,23486,2025-08-02 13:01:00,12
LN300571,APP100954,24384,2025-08-01 10:52:00,36
LN300572,APP100955,6081,2025-09-16 21:42:00,24
LN300573,APP100957,17230,2025-08-14 07:56:00,48
LN300574,APP100958,18277,2025-08-22 21:10:00,48
LN300575,APP100959,21629,2025-09-09 01:26:00,24
LN300576,APP100961,22208,2025-12-07 03:52:00,48
LN300577,APP100962,18192,2025-10-20 10:35:00,36
LN300578,APP100964,3751,2026-01-05 06:39:00,48
LN300579,APP100965,10525,2025-09-20 17:25:00,36
LN300580,APP100967,16342,2025-11-15 03:14:00,36
LN300581,APP100969,15331,2025-09-21 03:22:00,48
LN300582,APP100970,3594,2025-10-19 05:00:00,24
LN300583,APP100972,16650,2025-11-08 20:20:00,36
LN300584,APP100974,10843,2025-08-01 12:13:00,12
LN300585,APP100975,5869,2025-11-23 07:04:00,36
LN300586,APP100976,5187,2026-01-13 08:41:00,48
LN300587,APP100977,23423,2026-01-04 11:02:00,36
LN300588,APP100979,10843,2025-08-15 06:26:00,12
LN300589,APP100981,9147,2025-10-14 19:31:00,12
LN300590,APP100982,18140,2025-08-24 22:34:00,12
LN300591,APP100988,15015,2025-12-21 05:16:00,24
LN300592,APP100989,10682,2025-08-22 19:20:00,12
LN300593,APP100991,19629,2026-01-06 22:24:00,24
LN300594,APP100992,2563,2026-01-18 22:08:00,12
LN300595,APP100993,19054,2025-10-22 05:40:00,12
LN300596,APP100994,3507,2026-01-21 10:54:00,36
LN300597,APP100997,2477,2026-01-15 15:04:00,48
