loan_id,application_id,amount,funded_date,term_months
LN300450,APP100338,8104,2025-10-27 00:21:58.924985,24
LN300451,APP100346,20640,2026-01-28 04:51:13.370249,48
LN300452,APP100490,21908,2025-11-14 20:25:16.059501,24
LN300453,APP100815,4990,2025-12-30 00:08:36.743541,12
LN300454,APP100669,24202,2025-09-18 08:49:06.955492,12
LN300455,APP100139,4931,2025-12-10 07:45:30.256244,36
LN300456,APP100493,3830,2025-12-11 10:57:57.030732,48
LN300457,APP100159,20814,2025-09-12 09:13:29.445363,12
LN300458,APP100471,5256,2025-09-27 05:20:20.052274,36
LN300459,APP100696,13319,2025-11-12 14:55:35.056708,48
LN300460,APP100473,22508,2026-01-09 02:17:19.413064,48
LN300461,APP100779,22230,2025-11-14 21:15:48.697400,36
LN300462,APP100057,19548,2025-08-25 09:51:00.731018,48
LN300463,APP100771,7054,2025-11-11 13:27:45.597689,12
LN300464,APP100839,4632,2025-07-29 22:25:21.355521,36
LN300465,APP100992,23795,2026-01-25 08:29:33.814862,12
LN300466,APP100979,7037,2025-08-05 08:53:56.868206,36
LN300467,APP100213,9301,2025-10-23 14:24:07.257517,24
LN300468,APP100638,10652,2025-12-17 10:09:56.958946,12
LN300469,APP100589,16301,2025-08-04 04:28:06.125633,24
LN300470,APP100827,22642,2025-11-03 17:26:00.755896,36
LN300471,APP100152,3481,2025-10-25 04:27:12.247130,48
LN300472,APP100287,21931,2025-12-22 20:02:43.238072,24
LN300473,APP100031,15858,2025-12-27 02:49:20.900852,36
LN300474,APP100347,10056,2025-10-20 05:58:51.895365,24
LN300475,APP100384,14991,2025-09-11 06:05:55.503387,12
LN300476,APP100169,23682,2025-11-08 18:16:42.397663,36
LN300477,APP100398,22875,2025-07-31 06:51:35.749560,36
LN300478,APP100191,11597,2025-12-10 15:34:05.626928,48
LN300479,APP100119,9432,2026-01-19 18:54:29.098736,36
LN300480,APP100561,6307,2025-08-22 10:03:22.319635,12
LN300481,APP100322,3424,2025-09-21 10:12:37.911579,36
LN300482,APP100032,10086,2025-11-25 03:58:44.819059,36
LN300483,APP100278,3044,2025-08-14 16:39:41.377772,12
LN300484,APP100683,13543,2025-10-25 06:43:17.448057,24
LN300485,APP100088,13733,2025-09-23 02:09:30.367523,24
LN300486,APP100628,11900,2025-12-05 09:47:33.426974,12
LN300487,APP100667,2968,2026-01-02 20:35:02.555505,24
LN300488,APP100380,9461,2025-12-13 12:01:04.988032,36
LN300489,APP100811,9672,2025-08-02 11:48:35.639946,36
LN300490,APP100572,6830,2025-10-20 16:34:37.064895,36
LN300491,APP100486,15436,2025-12-18 00:25:24.220101,36
LN300492,APP100154,3274,2026-01-05 20:27:46.626863,36
LN300493,APP100980,17112,2025-10-11 14:04:17.053919,12
LN300494,APP100268,7575,2025-12-21 08:00:57.872435,36
LN300495,APP100507,20998,2025-10-05 03:46:36.314478,24
LN300496,APP100597,13865,2025-10-22 10:19:48.709664,12
LN300497,APP100882,6847,2025-11-22 13:06:16.450128,24
LN300498,APP100521,22151,2026-01-03 07:26:59.232475,36
LN300499,APP100401,17123,2025-08-11 00:12:17.935450,36
LN300500,APP100743,4553,2026-01-09 09:24:23.357726,48
LN300501,APP100522,5714,2025-09-28 06:06:48.625546,48
LN300502,APP100103,18715,2025-08-04 00:27:56.874959,36
LN300503,APP100768,15131,2025-10-15 08:47:03.657902,24
LN300504,APP100047,8156,2025-09-16 15:23:23.656481,12
LN300505,APP100804,21118,2026-01-19 01:57:27.717927,24
LN300506,APP100988,22080,2025-11-05 19:23:36.348308,24
LN300507,APP100927,4481,2025-12-22 04:25:05.427864,24
LN300508,APP100409,15469,2025-12-20 22:26:49.861408,24
LN300509,APP100247,24442,2025-08-12 21:30:54.459248,12
LN300510,APP100463,9486,2026-01-07 01:49:17.209104,48
LN300511,APP100718,4384,2025-12-11 09:07:10.657753,48
LN300512,APP100078,2142,2025-08-08 02:02:54.087839,12
LN300513,APP100097,3389,2026-01-18 22:32:34.680274,12
LN300514,APP100697,3307,2025-11-30 03:16:03.001640,24
LN300515,APP100749,19721,2026-01-08 09:18:37.557720,12
LN300516,APP100547,24840,2025-08-18 10:01:41.725543,48
LN300517,APP100375,9211,2025-10-04 06:26:57.239186,36
LN300518,APP100447,15610,2025-11-19 22:05:35.941006,36
LN300519,APP100909,1614,2025-10-04 06:21:43.818427,36
LN300520,APP100158,17308,2025-08-30 05:58:51.068900,24
LN300521,APP100989,5877,2025-11-08 19:37:07.185579,48
LN300522,APP100714,22393,2025-08-10 07:53:53.220907,36
LN300523,APP100073,21982,2025-12-06 12:25:58.052519,24
LN300524,APP100886,1028,2025-09-04 16:00:38.920012,36
LN300525,APP100446,2239,2026-01-25 13:12:25.789908,12
LN300526,APP100636,22777,2025-09-10 21:48:07.296698,12
LN300527,APP100420,13795,2025-08-18 21:28:14.554911,24
LN300528,APP100264,9730,2025-10-25 01:01:37.709448,24
LN300529,APP100548,5967,2026-01-17 19:16:38.171265,24
LN300530,APP100742,23939,2025-11-12 17:48:25.940623,24
LN300531,APP100105,11807,2026-01-21 11:24:07.475332,36
LN300532,APP100370,13823,2025-09-05 14:27:00.706505,24
LN300533,APP100943,19829,2025-12-13 01:59:37.722647,24
LN300534,APP100235,1121,2025-09-08 11:31:50.848810,24
LN300535,APP100764,17888,2025-10-01 21:34:29.034503,12
LN300536,APP100365,24186,2025-09-16 04:39:08.193305,48
LN300537,APP100442,17078,2025-12-01 03:52:52.604683,12
LN300538,APP100267,16667,2025-09-17 23:52:25.661701,12
LN300539,APP100601,15288,2025-08-09 15:50:17.876915,12
LN300540,APP100002,14235,2025-09-30 12:31:14.106588,48
LN300541,APP100950,24847,2025-10-26 11:10:40.847282,48
LN300542,APP100954,3297,2025-11-02 21:49:49.287597,12
LN300543,APP100351,18698,2025-08-20 13:53:05.502047,24
LN300544,APP100434,8400,2025-12-06 14:35:18.510306,12
LN300545,APP100304,1108,2025-11-30 19:24:33.901665,12
LN300546,APP100740,13596,2025-11-04 01:05:23.044502,12
LN300547,APP100698,23585,2025-09-20 18:38:21.780258,48
LN300548,APP100748,16796,2025-11-20 06:07:14.875606,12
LN300549,APP100239,4971,2025-12-23 04:22:31.719117,36
LN300550,APP100023,19587,2026-01-18 22:43:59.748286,12
LN300551,APP100689,18540,2025-12-24 19:38:33.328436,12
LN300552,APP100266,12761,2026-01-18 02:54:28.501172,36
LN300553,APP100392,11926,2025-08-10 01:48:41.194261,12
LN300554,APP100607,23342,2026-01-09 02:38:40.523634,12
LN300555,APP100381,10923,2025-10-21 05:58:19.609035,12
LN300556,APP100458,14127,2025-08-12 18:01:57.004321,24
LN300557,APP100566,2808,2026-01-10 05:19:44.101876,24
LN300558,APP100684,21718,2025-09-20 01:27:13.639732,24
LN300559,APP100908,22203,2026-01-21 00:27:52.281033,36
LN300560,APP100443,3970,2025-08-18 02:57:19.761604,12
LN300561,APP100327,12971,2025-09-17 18:33:47.243150,12
LN300562,APP100107,18518,2025-12-04 06:18:52.565475,24
LN300563,APP100164,12143,2025-10-28 07:47:15.697262,36
LN300564,APP100102,3636,2026-01-05 23:58:10.935105,36
LN300565,APP100098,16061,2025-11-01 19:21:23.815433,36
LN300566,APP100146,10501,2025-11-21 10:03:06.073321,24
LN300567,APP100981,22226,2025-09-20 22:38:10.520223,24
LN300568,APP100272,7655,2026-01-23 09:38:29.249072,12
LN300569,APP100907,6787,2025-11-05 14:58:36.389389,12
LN300570,APP100974,19169,2025-08-22 07:01:58.298205,12
LN300571,APP100225,2288,2025-09-30 19:01:41.843243,24
LN300572,APP100540,13588,2025-10-18 16:05:09.563659,24
LN300573,APP100060,22650,2025-11-24 14:55:35.377949,36
LN300574,APP100963,7258,2025-09-20 15:20:17.434579,24
LN300575,APP100076,10793,2025-08-09 13:59:06.107804,12
LN300576,APP100080,23802,2026-01-05 09:50:27.537353,12
LN300577,APP100814,13782,2025-09-09 17:57:38.622456,24
LN300578,APP100058,4498,2026-01-19 07:56:00.643708,48
LN300579,APP100007,21664,2025-11-24 14:52:18.083569,36
LN300580,APP100318,23571,2025-10-12 18:01:50.439944,24
LN300581,APP100923,12772,2025-09-30 01:46:17.708097,48
LN300582,APP100930,16941,2025-11-24 20:57:43.977741,12
LN300583,APP100448,3780,2025-09-27 00:58:08.843326,24
LN300584,APP100791,21735,2025-11-15 04:15:56.297969,36
LN300585,APP100987,15351,2025-12-04 05:20:58.460852,48
LN300586,APP100551,7208,2025-12-30 21:51:54.560241,48
LN300587,APP100777,5585,2025-10-18 22:15:06.613431,24
LN300588,APP100430,2169,2025-09-22 22:49:39.380849,24
LN300589,APP100730,7327,2025-08-22 06:42:35.915991,48
LN300590,APP100072,1831,2025-12-21 05:45:42.927615,12
LN300591,APP100940,24584,2025-08-29 14:23:28.125331,36
LN300592,APP100741,20429,2025-09-14 20:11:34.558493,12
LN300593,APP100293,8814,2025-10-26 02:25:03.306761,48
LN300594,APP100125,17031,2026-01-23 14:43:02.631481,12
LN300595,APP100707,13739,2025-12-17 15:12:53.420918,24
LN300596,APP100870,3064,2025-08-06 16:57:37.524894,48
LN300597,APP100439,18712,2025-10-01 23:22:54.746056,36
LN300598,APP100313,22083,2025-10-20 21:22:17.717592,36
LN300599,APP100173,11083,2025-08-28 14:39:33.581918,12
